aid,gid,atype,created_by,aval,cval_id,alocn,aref,adate,modified_by,created_date,modified_date
199160,24319,26394,103,999,NULL,25662,1,19291223,NULL,2022-03-27 02:14:56,NULL
199161,24320,26394,103,999,NULL,25662,1,19300106,NULL,2022-03-27 02:14:56,NULL
199162,24321,26394,103,999,NULL,25662,1,19300120,NULL,2022-03-27 02:14:56,NULL
199163,24322,26394,103,999,NULL,25662,1,19300120,NULL,2022-03-27 02:14:56,NULL
199164,24323,26394,103,999,NULL,25662,1,19300120,NULL,2022-03-27 02:14:56,NULL
199165,24324,26394,103,999,NULL,25662,1,19300130,NULL,2022-03-27 02:14:56,NULL
199166,24325,26394,103,999,NULL,25662,1,19300130,NULL,2022-03-27 02:14:56,NULL
199167,24326,26394,103,999,NULL,25662,1,19300130,NULL,2022-03-27 02:14:56,NULL
199168,24327,26394,103,999,NULL,25662,1,19300130,NULL,2022-03-27 02:14:56,NULL
199169,24328,26394,103,999,NULL,25662,1,19300130,NULL,2022-03-27 02:14:56,NULL
199170,24329,26394,103,999,NULL,25662,1,19300130,NULL,2022-03-27 02:14:56,NULL
199171,24330,26394,103,999,NULL,25662,1,19300130,NULL,2022-03-27 02:14:56,NULL
199172,24331,26394,103,999,NULL,25662,1,19300130,NULL,2022-03-27 02:14:56,NULL
199173,24332,26394,103,999,NULL,25662,1,19300130,NULL,2022-03-27 02:14:56,NULL
199174,24333,26394,103,999,NULL,25662,1,19300130,NULL,2022-03-27 02:14:56,NULL
199175,24334,26394,103,999,NULL,25662,1,19300130,NULL,2022-03-27 02:14:56,NULL
199176,24335,26394,103,999,NULL,25662,1,19300130,NULL,2022-03-27 02:14:56,NULL
199177,24336,26394,103,999,NULL,25662,1,19300220,NULL,2022-03-27 02:14:56,NULL
199178,24337,26394,103,999,NULL,25662,1,19300226,NULL,2022-03-27 02:14:56,NULL
199179,24338,26394,103,999,NULL,25662,1,19300226,NULL,2022-03-27 02:14:56,NULL
199180,24339,26394,103,999,NULL,25662,1,19300226,NULL,2022-03-27 02:14:56,NULL
199181,24340,26394,103,999,NULL,25662,1,19300317,NULL,2022-03-27 02:14:56,NULL
199182,24341,26394,103,500,NULL,25662,1,20080212,NULL,2022-03-27 02:14:56,NULL
199183,24342,26394,103,999,NULL,25662,1,19300317,NULL,2022-03-27 02:14:56,NULL
199184,24343,26394,103,999,NULL,25662,1,19300412,NULL,2022-03-27 02:14:56,NULL
199185,24344,26394,103,999,NULL,25662,1,19300506,NULL,2022-03-27 02:14:56,NULL
199186,24345,26394,103,999,NULL,25662,1,19300506,NULL,2022-03-27 02:14:56,NULL
199187,24346,26394,103,500,NULL,25662,1,20080312,NULL,2022-03-27 02:14:56,NULL
199188,24347,26394,103,999,NULL,25662,1,19300701,NULL,2022-03-27 02:14:56,NULL
199189,24348,26394,103,999,NULL,25662,1,19310114,NULL,2022-03-27 02:14:56,NULL
199190,24349,26394,103,999,NULL,25662,1,20080519,NULL,2022-03-27 02:14:56,NULL
199191,24350,26394,103,999,NULL,25662,1,20080519,NULL,2022-03-27 02:14:56,NULL
199192,24351,26394,103,999,NULL,25662,1,19300212,NULL,2022-03-27 02:14:56,NULL
199193,24352,26394,103,999,NULL,25662,1,19310410,NULL,2022-03-27 02:14:56,NULL
199194,24353,26394,103,999,NULL,25662,1,19310410,NULL,2022-03-27 02:14:56,NULL
199195,24354,26394,103,999,NULL,25662,1,19310410,NULL,2022-03-27 02:14:56,NULL
199196,24355,26394,103,999,NULL,25662,1,19310410,NULL,2022-03-27 02:14:56,NULL
199197,24356,26394,103,999,NULL,25662,1,19320126,NULL,2022-03-27 02:14:56,NULL
199198,24357,26394,103,999,NULL,25662,1,19320126,NULL,2022-03-27 02:14:56,NULL
199199,24358,26394,103,999,NULL,25662,1,19320126,NULL,2022-03-27 02:14:56,NULL
199200,24359,26394,103,999,NULL,25662,1,19320126,NULL,2022-03-27 02:14:56,NULL
199201,24360,26394,103,999,NULL,25662,1,19320126,NULL,2022-03-27 02:14:56,NULL
199202,24361,26394,103,999,NULL,25662,1,19320126,NULL,2022-03-27 02:14:56,NULL
199203,24362,26394,103,999,NULL,25662,1,19320126,NULL,2022-03-27 02:14:56,NULL
199204,24363,26394,103,999,NULL,25662,1,19320206,NULL,2022-03-27 02:14:56,NULL
199205,24364,26394,103,999,NULL,25662,1,19320206,NULL,2022-03-27 02:14:56,NULL
199206,24365,26394,103,999,NULL,25662,1,19320206,NULL,2022-03-27 02:14:56,NULL
199207,24366,26394,103,999,NULL,25662,1,19320206,NULL,2022-03-27 02:14:56,NULL
199208,24367,26394,103,999,NULL,25662,1,19320206,NULL,2022-03-27 02:14:56,NULL
199209,24368,26394,103,999,NULL,25662,1,19320206,NULL,2022-03-27 02:14:56,NULL
199210,24369,26394,103,999,NULL,25662,1,19320206,NULL,2022-03-27 02:14:56,NULL
199211,24370,26394,103,999,NULL,25662,1,19320206,NULL,2022-03-27 02:14:56,NULL
199212,24371,26394,103,500,NULL,25662,1,20090312,NULL,2022-03-27 02:14:56,NULL
199213,24372,26394,103,999,NULL,25662,1,19370323,NULL,2022-03-27 02:14:56,NULL
199214,24373,26394,103,999,NULL,25662,1,19390330,NULL,2022-03-27 02:14:56,NULL
199215,24374,26394,103,500,NULL,25662,1,20101025,NULL,2022-03-27 02:14:56,NULL
199216,24375,26394,103,500,NULL,25662,1,20101029,NULL,2022-03-27 02:14:56,NULL
199217,24376,26394,103,500,NULL,25662,1,20101029,NULL,2022-03-27 02:14:56,NULL
199218,24377,26394,103,500,NULL,25662,1,20101029,NULL,2022-03-27 02:14:56,NULL
199219,24378,26394,103,500,NULL,25662,1,20101124,NULL,2022-03-27 02:14:56,NULL
199220,24379,26394,103,500,NULL,25662,1,20110228,NULL,2022-03-27 02:14:56,NULL
199221,24380,26394,103,500,NULL,25662,1,20110228,NULL,2022-03-27 02:14:56,NULL
199222,24381,26394,103,500,NULL,25662,1,20110301,NULL,2022-03-27 02:14:56,NULL
199223,24382,26394,103,999,NULL,25662,1,19431118,NULL,2022-03-27 02:14:56,NULL
199224,24383,26394,103,999,NULL,25662,1,19440322,NULL,2022-03-27 02:14:56,NULL
199225,24384,26394,103,999,NULL,25662,1,19440331,NULL,2022-03-27 02:14:56,NULL
199226,24385,26394,103,999,NULL,25662,1,19440415,NULL,2022-03-27 02:14:56,NULL
199227,24386,26394,103,999,NULL,25662,1,19440420,NULL,2022-03-27 02:14:56,NULL
199228,24387,26394,103,999,NULL,25662,1,19450129,NULL,2022-03-27 02:14:56,NULL
199229,24388,26394,103,999,NULL,25662,1,19451008,NULL,2022-03-27 02:14:56,NULL
199230,24389,26394,103,999,NULL,25662,1,19451009,NULL,2022-03-27 02:14:56,NULL
199231,24390,26394,103,999,NULL,25662,1,19451009,NULL,2022-03-27 02:14:56,NULL
199232,24391,26394,103,500,NULL,25662,1,20111109,NULL,2022-03-27 02:14:56,NULL
199233,24392,26394,103,500,NULL,25662,1,20120608,NULL,2022-03-27 02:14:56,NULL
199234,24393,26394,103,500,NULL,25662,1,20130322,NULL,2022-03-27 02:14:56,NULL
199235,24394,26394,103,500,NULL,25662,1,20130502,NULL,2022-03-27 02:14:56,NULL
199236,24395,26394,103,500,NULL,25662,1,20130625,NULL,2022-03-27 02:14:56,NULL
199237,24396,26394,103,500,NULL,25662,1,20130625,NULL,2022-03-27 02:14:56,NULL
199238,24397,26394,103,500,NULL,25662,1,20130625,NULL,2022-03-27 02:14:56,NULL
199239,24398,26394,103,500,NULL,25662,1,20130625,NULL,2022-03-27 02:14:56,NULL
199240,24399,26394,103,500,NULL,25662,1,20131213,NULL,2022-03-27 02:14:56,NULL
199241,24400,26394,103,300,NULL,25662,1,19900712,NULL,2022-03-27 02:14:56,NULL
199242,24401,26394,103,999,NULL,25662,1,19300120,NULL,2022-03-27 02:14:56,NULL
199243,24402,26394,103,999,NULL,25662,1,19470219,NULL,2022-03-27 02:14:56,NULL
199244,24403,26394,103,999,NULL,25662,1,19630508,NULL,2022-03-27 02:14:56,NULL
199245,24404,26394,103,999,NULL,25662,1,19651004,NULL,2022-03-27 02:14:56,NULL
199246,24405,26394,103,300,NULL,25662,1,19671115,NULL,2022-03-27 02:14:56,NULL
199247,24406,26394,103,999,NULL,25662,1,19720503,NULL,2022-03-27 02:14:56,NULL
199248,24407,26394,103,999,NULL,25662,1,19730308,NULL,2022-03-27 02:14:56,NULL
199249,24408,26394,103,999,NULL,25662,1,19750808,NULL,2022-03-27 02:14:56,NULL
199250,24409,26394,103,300,NULL,25662,1,19930401,NULL,2022-03-27 02:14:56,NULL
199251,24410,26394,103,300,NULL,25662,1,19930401,NULL,2022-03-27 02:14:56,NULL
199252,24411,26394,103,300,NULL,25662,1,19930401,NULL,2022-03-27 02:14:56,NULL
199253,24412,26394,103,300,NULL,25662,1,19930401,NULL,2022-03-27 02:14:56,NULL
199254,24413,26394,103,300,NULL,25662,1,19930401,NULL,2022-03-27 02:14:56,NULL
199255,24414,26394,103,300,NULL,25662,1,19930401,NULL,2022-03-27 02:14:56,NULL
199256,24415,26394,103,300,NULL,25662,1,19930401,NULL,2022-03-27 02:14:56,NULL
199257,24416,26394,103,300,NULL,25662,1,19930401,NULL,2022-03-27 02:14:56,NULL
199258,24417,26394,103,999,NULL,25662,1,19940500,NULL,2022-03-27 02:14:56,NULL
199259,24418,26394,103,300,NULL,25662,1,19760401,NULL,2022-03-27 02:14:56,NULL
199260,24419,26394,103,500,NULL,25662,1,19951212,NULL,2022-03-27 02:14:56,NULL
199261,24420,26394,103,999,NULL,25662,1,19140316,NULL,2022-03-27 02:14:56,NULL
199262,24421,26394,103,999,NULL,25662,1,19131124,NULL,2022-03-27 02:14:56,NULL
199263,24422,26394,103,300,NULL,25662,1,19930804,NULL,2022-03-27 02:14:56,NULL
199264,24423,26394,103,500,NULL,25662,1,19960328,NULL,2022-03-27 02:14:56,NULL
199265,24424,26394,103,300,NULL,25662,1,19960501,NULL,2022-03-27 02:14:56,NULL
199266,24425,26394,103,300,NULL,25662,1,19960501,NULL,2022-03-27 02:14:56,NULL
199267,24426,26394,103,300,NULL,25662,1,19960501,NULL,2022-03-27 02:14:56,NULL
199268,24427,26394,103,300,NULL,25662,1,19960501,NULL,2022-03-27 02:14:56,NULL
199269,24428,26394,103,300,NULL,25662,1,19960501,NULL,2022-03-27 02:14:56,NULL
199270,24429,26394,103,300,NULL,25662,1,19960510,NULL,2022-03-27 02:14:56,NULL
199271,24430,26394,103,300,NULL,25662,1,19960510,NULL,2022-03-27 02:14:56,NULL
199272,24431,26394,103,300,NULL,25662,1,19960400,NULL,2022-03-27 02:14:56,NULL
199273,24432,26394,103,500,NULL,25662,1,19960806,NULL,2022-03-27 02:14:56,NULL
199274,24433,26394,103,999,NULL,25662,1,19010420,NULL,2022-03-27 02:14:56,NULL
199275,24434,26394,103,999,NULL,25662,1,18991011,NULL,2022-03-27 02:14:56,NULL
199276,24435,26394,103,500,NULL,25662,1,19980505,NULL,2022-03-27 02:14:56,NULL
199277,24436,26394,103,300,NULL,25662,1,19980504,NULL,2022-03-27 02:14:56,NULL
199278,24437,26394,103,300,NULL,25662,1,19980504,NULL,2022-03-27 02:14:56,NULL
199279,24438,26394,103,300,NULL,25662,1,19980504,NULL,2022-03-27 02:14:56,NULL
199280,24439,26394,103,300,NULL,25662,1,19980915,NULL,2022-03-27 02:14:56,NULL
199281,24440,26394,103,300,NULL,25662,1,19980915,NULL,2022-03-27 02:14:56,NULL
199282,24441,26394,103,300,NULL,25662,1,19690218,NULL,2022-03-27 02:14:56,NULL
199283,24442,26394,103,300,NULL,25662,1,19960510,NULL,2022-03-27 02:14:56,NULL
199284,24443,26394,103,500,NULL,25662,1,19990628,NULL,2022-03-27 02:14:56,NULL
199285,24444,26394,103,999,NULL,25662,1,19090618,NULL,2022-03-27 02:14:56,NULL
199286,24445,26394,103,999,NULL,25662,1,19100131,NULL,2022-03-27 02:14:56,NULL
199287,24446,26394,103,999,NULL,25662,1,19111130,NULL,2022-03-27 02:14:56,NULL
199288,24447,26394,103,999,NULL,25662,1,19140217,NULL,2022-03-27 02:14:56,NULL
199289,24448,26394,103,999,NULL,25662,1,19140217,NULL,2022-03-27 02:14:56,NULL
199290,24449,26394,103,999,NULL,25662,1,19140217,NULL,2022-03-27 02:14:56,NULL
199291,24450,26394,103,300,NULL,25662,1,20010129,NULL,2022-03-27 02:14:56,NULL
199292,24451,26394,103,500,NULL,25662,1,20010206,NULL,2022-03-27 02:14:56,NULL
199293,24452,26394,103,500,NULL,25662,1,20020214,NULL,2022-03-27 02:14:56,NULL
199294,24453,26394,103,500,NULL,25662,1,20030109,NULL,2022-03-27 02:14:56,NULL
199295,24454,26394,103,999,NULL,25662,1,19220228,NULL,2022-03-27 02:14:56,NULL
199296,24455,26394,103,999,NULL,25662,1,19230110,NULL,2022-03-27 02:14:56,NULL
199297,24456,26394,103,999,NULL,25662,1,19230627,NULL,2022-03-27 02:14:56,NULL
199298,24457,26394,103,999,NULL,25662,1,19240609,NULL,2022-03-27 02:14:56,NULL
199299,24458,26394,103,999,NULL,25662,1,19240526,NULL,2022-03-27 02:14:56,NULL
199300,24459,26394,103,500,NULL,25662,1,20040811,NULL,2022-03-27 02:14:56,NULL
199301,24460,26394,103,999,NULL,25662,1,19250527,NULL,2022-03-27 02:14:56,NULL
199302,24461,26394,103,999,NULL,25662,1,19500628,NULL,2022-03-27 02:14:56,NULL
199303,24462,26394,103,999,NULL,25662,1,19510523,NULL,2022-03-27 02:14:56,NULL
199304,24463,26394,103,999,NULL,25662,1,19520215,NULL,2022-03-27 02:14:56,NULL
199305,24464,26394,103,999,NULL,25662,1,19630508,NULL,2022-03-27 02:14:56,NULL
199306,24465,26394,103,999,NULL,25662,1,19250805,NULL,2022-03-27 02:14:56,NULL
199307,24466,26394,103,999,NULL,25662,1,19251127,NULL,2022-03-27 02:14:56,NULL
199308,24467,26394,103,500,NULL,25662,1,20070118,NULL,2022-03-27 02:14:56,NULL
199309,24468,26394,103,999,NULL,25662,1,19260900,NULL,2022-03-27 02:14:56,NULL
199310,24469,26394,103,999,NULL,25662,1,19260900,NULL,2022-03-27 02:14:56,NULL
199311,24470,26394,103,999,NULL,25662,1,19260900,NULL,2022-03-27 02:14:56,NULL
199312,24471,26394,103,999,NULL,25662,1,19260900,NULL,2022-03-27 02:14:56,NULL
199313,24472,26394,103,999,NULL,25662,1,19261100,NULL,2022-03-27 02:14:56,NULL
199314,24473,26394,103,999,NULL,25662,1,19261100,NULL,2022-03-27 02:14:56,NULL
199315,24474,26394,103,999,NULL,25662,1,19261100,NULL,2022-03-27 02:14:56,NULL
199316,24475,26394,103,999,NULL,25662,1,19270100,NULL,2022-03-27 02:14:56,NULL
199317,24476,26394,103,999,NULL,25662,1,19270100,NULL,2022-03-27 02:14:56,NULL
199318,24477,26394,103,999,NULL,25662,1,19270100,NULL,2022-03-27 02:14:56,NULL
199319,24478,26394,103,999,NULL,25662,1,19270100,NULL,2022-03-27 02:14:56,NULL
199320,24479,26394,103,999,NULL,25662,1,19290200,NULL,2022-03-27 02:14:56,NULL
199321,24480,26394,103,999,NULL,25662,1,19290200,NULL,2022-03-27 02:14:56,NULL
199322,24481,26394,103,999,NULL,25662,1,19290200,NULL,2022-03-27 02:14:56,NULL
199323,24482,26394,103,999,NULL,25662,1,19291209,NULL,2022-03-27 02:14:56,NULL
199324,24483,26394,103,999,NULL,25662,1,19291209,NULL,2022-03-27 02:14:56,NULL
199325,24484,26394,103,999,NULL,25662,1,19291209,NULL,2022-03-27 02:14:56,NULL
199326,24485,26394,103,999,NULL,25662,1,19291223,NULL,2022-03-27 02:14:56,NULL
199327,24486,26394,103,999,NULL,25662,1,19291223,NULL,2022-03-27 02:14:56,NULL
199328,24487,26394,103,999,NULL,25662,1,19291223,NULL,2022-03-27 02:14:56,NULL
199329,24488,26394,103,999,NULL,25662,1,19300106,NULL,2022-03-27 02:14:56,NULL
199330,24489,26394,103,999,NULL,25662,1,19300106,NULL,2022-03-27 02:14:56,NULL
199331,24490,26394,103,999,NULL,25662,1,19300106,NULL,2022-03-27 02:14:56,NULL
199332,24491,26394,103,999,NULL,25662,1,19300106,NULL,2022-03-27 02:14:56,NULL
199333,24492,26394,103,999,NULL,25662,1,19300120,NULL,2022-03-27 02:14:56,NULL
199334,24493,26394,103,999,NULL,25662,1,19300120,NULL,2022-03-27 02:14:56,NULL
199335,24494,26394,103,999,NULL,25662,1,19300120,NULL,2022-03-27 02:14:56,NULL
199336,24495,26394,103,999,NULL,25662,1,19300120,NULL,2022-03-27 02:14:56,NULL
199337,24496,26394,103,999,NULL,25662,1,19300120,NULL,2022-03-27 02:14:56,NULL
199338,24497,26394,103,999,NULL,25662,1,19300120,NULL,2022-03-27 02:14:56,NULL
199339,24498,26394,103,999,NULL,25662,1,19300130,NULL,2022-03-27 02:14:56,NULL
199340,24499,26394,103,999,NULL,25662,1,19300130,NULL,2022-03-27 02:14:56,NULL
199341,24500,26394,103,999,NULL,25662,1,19300130,NULL,2022-03-27 02:14:56,NULL
199342,24501,26394,103,999,NULL,25662,1,19300130,NULL,2022-03-27 02:14:56,NULL
199343,24502,26394,103,999,NULL,25662,1,19300130,NULL,2022-03-27 02:14:56,NULL
199344,24503,26394,103,999,NULL,25662,1,19300130,NULL,2022-03-27 02:14:56,NULL
199345,24504,26394,103,999,NULL,25662,1,19300130,NULL,2022-03-27 02:14:56,NULL
199346,24505,26394,103,999,NULL,25662,1,19300226,NULL,2022-03-27 02:14:56,NULL
199347,24506,26394,103,999,NULL,25662,1,19300226,NULL,2022-03-27 02:14:56,NULL
199348,24507,26394,103,999,NULL,25662,1,19300317,NULL,2022-03-27 02:14:56,NULL
199349,24508,26394,103,999,NULL,25662,1,19300317,NULL,2022-03-27 02:14:56,NULL
199350,24509,26394,103,999,NULL,25662,1,19300412,NULL,2022-03-27 02:14:56,NULL
199351,24510,26394,103,999,NULL,25662,1,19300412,NULL,2022-03-27 02:14:56,NULL
199352,24511,26394,103,999,NULL,25662,1,19300412,NULL,2022-03-27 02:14:56,NULL
199353,24512,26394,103,999,NULL,25662,1,19300412,NULL,2022-03-27 02:14:56,NULL
199354,24513,26394,103,999,NULL,25662,1,19300506,NULL,2022-03-27 02:14:56,NULL
199355,24514,26394,103,999,NULL,25662,1,19300701,NULL,2022-03-27 02:14:56,NULL
199356,24515,26394,103,999,NULL,25662,1,19300731,NULL,2022-03-27 02:14:56,NULL
199357,24516,26394,103,999,NULL,25662,1,19300807,NULL,2022-03-27 02:14:56,NULL
199358,24517,26394,103,999,NULL,25662,1,19300912,NULL,2022-03-27 02:14:56,NULL
199359,24518,26394,103,999,NULL,25662,1,19300912,NULL,2022-03-27 02:14:56,NULL
199360,24519,26394,103,999,NULL,25662,1,19301107,NULL,2022-03-27 02:14:56,NULL
199361,24520,26394,103,999,NULL,25662,1,19301121,NULL,2022-03-27 02:14:56,NULL
199362,24521,26394,103,999,NULL,25662,1,19301126,NULL,2022-03-27 02:14:56,NULL
199363,24522,26394,103,999,NULL,25662,1,19300212,NULL,2022-03-27 02:14:56,NULL
199364,24523,26394,103,999,NULL,25662,1,19310227,NULL,2022-03-27 02:14:56,NULL
199365,24524,26394,103,999,NULL,25662,1,19310420,NULL,2022-03-27 02:14:56,NULL
199366,24525,26394,103,999,NULL,25662,1,19320126,NULL,2022-03-27 02:14:56,NULL
199367,24526,26394,103,999,NULL,25662,1,19320126,NULL,2022-03-27 02:14:56,NULL
199368,24527,26394,103,999,NULL,25662,1,19320126,NULL,2022-03-27 02:14:56,NULL
199369,24528,26394,103,999,NULL,25662,1,19320126,NULL,2022-03-27 02:14:56,NULL
199370,24529,26394,103,999,NULL,25662,1,19320126,NULL,2022-03-27 02:14:56,NULL
199371,24530,26394,103,999,NULL,25662,1,19320126,NULL,2022-03-27 02:14:56,NULL
199372,24531,26394,103,999,NULL,25662,1,19320126,NULL,2022-03-27 02:14:56,NULL
199373,24532,26394,103,999,NULL,25662,1,19320126,NULL,2022-03-27 02:14:56,NULL
199374,24533,26394,103,999,NULL,25662,1,19320126,NULL,2022-03-27 02:14:56,NULL
199375,24534,26394,103,999,NULL,25662,1,19320126,NULL,2022-03-27 02:14:56,NULL
199376,24535,26394,103,999,NULL,25662,1,19320126,NULL,2022-03-27 02:14:56,NULL
199377,24536,26394,103,999,NULL,25662,1,19320126,NULL,2022-03-27 02:14:56,NULL
199378,24537,26394,103,999,NULL,25662,1,19320126,NULL,2022-03-27 02:14:56,NULL
199379,24538,26394,103,999,NULL,25662,1,19320126,NULL,2022-03-27 02:14:56,NULL
199380,24539,26394,103,999,NULL,25662,1,19320206,NULL,2022-03-27 02:14:56,NULL
199381,24540,26394,103,999,NULL,25662,1,19320206,NULL,2022-03-27 02:14:56,NULL
199382,24541,26394,103,999,NULL,25662,1,19320206,NULL,2022-03-27 02:14:56,NULL
199383,24542,26394,103,999,NULL,25662,1,19320206,NULL,2022-03-27 02:14:56,NULL
199384,24543,26394,103,999,NULL,25662,1,19320206,NULL,2022-03-27 02:14:56,NULL
199385,24544,26394,103,999,NULL,25662,1,19320226,NULL,2022-03-27 02:14:56,NULL
199386,24545,26394,103,999,NULL,25662,1,19320226,NULL,2022-03-27 02:14:56,NULL
199387,24546,26394,103,999,NULL,25662,1,19320206,NULL,2022-03-27 02:14:56,NULL
199388,24547,26394,103,999,NULL,25662,1,19320206,NULL,2022-03-27 02:14:56,NULL
199389,24548,26394,103,999,NULL,25662,1,19320206,NULL,2022-03-27 02:14:56,NULL
199390,24549,26394,103,999,NULL,25662,1,19320206,NULL,2022-03-27 02:14:56,NULL
199391,24550,26394,103,999,NULL,25662,1,19320206,NULL,2022-03-27 02:14:56,NULL
199392,24551,26394,103,999,NULL,25662,1,19320206,NULL,2022-03-27 02:14:56,NULL
199393,24552,26394,103,999,NULL,25662,1,19320206,NULL,2022-03-27 02:14:56,NULL
199394,24553,26394,103,999,NULL,25662,1,19340314,NULL,2022-03-27 02:14:56,NULL
199395,24554,26394,103,500,NULL,25662,1,20090324,NULL,2022-03-27 02:14:56,NULL
199396,24555,26394,103,500,NULL,25662,1,20090417,NULL,2022-03-27 02:14:56,NULL
199397,24556,26394,103,500,NULL,25662,1,20090911,NULL,2022-03-27 02:14:56,NULL
199398,24557,26394,103,999,NULL,25662,1,19360506,NULL,2022-03-27 02:14:56,NULL
199399,24558,26394,103,500,NULL,25662,1,20100330,NULL,2022-03-27 02:14:56,NULL
199400,24559,26394,103,999,NULL,25662,1,19370512,NULL,2022-03-27 02:14:56,NULL
199401,24560,26394,103,400,NULL,25662,1,20100812,NULL,2022-03-27 02:14:56,NULL
199402,24561,26394,103,999,NULL,25662,1,19260900,NULL,2022-03-27 02:14:56,NULL
199403,24562,26394,103,999,NULL,25662,1,19620711,NULL,2022-03-27 02:14:56,NULL
199404,24563,26394,103,999,NULL,25662,1,19690206,NULL,2022-03-27 02:14:56,NULL
199405,24564,26394,103,999,NULL,25662,1,19690218,NULL,2022-03-27 02:14:56,NULL
199406,24565,26394,103,300,NULL,25662,1,19710402,NULL,2022-03-27 02:14:56,NULL
199407,24566,26394,103,300,NULL,25662,1,19710423,NULL,2022-03-27 02:14:56,NULL
199408,24567,26394,103,999,NULL,25662,1,19750000,NULL,2022-03-27 02:14:56,NULL
199409,24568,26394,103,999,NULL,25662,1,19750000,NULL,2022-03-27 02:14:56,NULL
199410,24569,26394,103,999,NULL,25662,1,19750000,NULL,2022-03-27 02:14:56,NULL
199411,24570,26394,103,999,NULL,25662,1,19780427,NULL,2022-03-27 02:14:56,NULL
199412,24571,26394,103,999,NULL,25662,1,19780328,NULL,2022-03-27 02:14:56,NULL
199413,24572,26394,103,999,NULL,25662,1,19780427,NULL,2022-03-27 02:14:56,NULL
199414,24573,26394,103,999,NULL,25662,1,19780427,NULL,2022-03-27 02:14:56,NULL
199415,24574,26394,103,999,NULL,25662,1,19780427,NULL,2022-03-27 02:14:56,NULL
199416,24575,26394,103,999,NULL,25662,1,19780427,NULL,2022-03-27 02:14:56,NULL
199417,24576,26394,103,999,NULL,25662,1,19790800,NULL,2022-03-27 02:14:56,NULL
199418,24577,26394,103,999,NULL,25662,1,19790800,NULL,2022-03-27 02:14:56,NULL
199419,24578,26394,103,999,NULL,25662,1,19820200,NULL,2022-03-27 02:14:56,NULL
199420,24579,26394,103,300,NULL,25662,1,19820900,NULL,2022-03-27 02:14:56,NULL
199421,24580,26394,103,500,NULL,25662,1,19860811,NULL,2022-03-27 02:14:56,NULL
199422,24581,26394,103,300,NULL,25662,1,19870120,NULL,2022-03-27 02:14:56,NULL
199423,24582,26394,103,300,NULL,25662,1,19930401,NULL,2022-03-27 02:14:56,NULL
199424,24583,26394,103,300,NULL,25662,1,19930401,NULL,2022-03-27 02:14:56,NULL
199425,24584,26394,103,300,NULL,25662,1,19930401,NULL,2022-03-27 02:14:56,NULL
199426,24585,26394,103,300,NULL,25662,1,19930401,NULL,2022-03-27 02:14:56,NULL
199427,24586,26394,103,999,NULL,25662,1,19140217,NULL,2022-03-27 02:14:56,NULL
199428,24587,26394,103,999,NULL,25662,1,19150308,NULL,2022-03-27 02:14:56,NULL
199429,24588,26394,103,999,NULL,25662,1,19150327,NULL,2022-03-27 02:14:56,NULL
199430,24589,26394,103,500,NULL,25662,1,20020214,NULL,2022-03-27 02:14:56,NULL
199431,24590,26394,103,500,NULL,25662,1,20020801,NULL,2022-03-27 02:14:56,NULL
199432,24591,26394,103,500,NULL,25662,1,20030303,NULL,2022-03-27 02:14:56,NULL
199433,24592,26394,103,999,NULL,25662,1,19111130,NULL,2022-03-27 02:14:56,NULL
199434,24593,26394,103,300,NULL,25662,1,19980504,NULL,2022-03-27 02:14:56,NULL
199435,24594,26394,103,999,NULL,25662,1,19140128,NULL,2022-03-27 02:14:56,NULL
199436,24595,26394,103,999,NULL,25662,1,19140217,NULL,2022-03-27 02:14:56,NULL
199437,24596,26394,103,999,NULL,25662,1,19220228,NULL,2022-03-27 02:14:56,NULL
199438,24597,26394,103,999,NULL,25662,1,19240602,NULL,2022-03-27 02:14:56,NULL
199439,24598,26394,103,999,NULL,25662,1,19250311,NULL,2022-03-27 02:14:56,NULL
199440,24599,26394,103,999,NULL,25662,1,19250409,NULL,2022-03-27 02:14:56,NULL
199441,24600,26394,103,500,NULL,25662,1,20050131,NULL,2022-03-27 02:14:56,NULL
199442,24601,26394,103,300,NULL,25662,1,20050628,NULL,2022-03-27 02:14:56,NULL
199443,24602,26394,103,999,NULL,25662,1,19630605,NULL,2022-03-27 02:14:56,NULL
199444,24603,26394,103,999,NULL,25662,1,19630605,NULL,2022-03-27 02:14:56,NULL
199445,24604,26394,103,999,NULL,25662,1,19650302,NULL,2022-03-27 02:14:56,NULL
199446,24605,26394,103,999,NULL,25662,1,19660610,NULL,2022-03-27 02:14:56,NULL
199447,24606,26394,103,999,NULL,25662,1,19250723,NULL,2022-03-27 02:14:56,NULL
199448,24607,26394,103,999,NULL,25662,1,19260300,NULL,2022-03-27 02:14:56,NULL
199449,24608,26394,103,999,NULL,25662,1,19260900,NULL,2022-03-27 02:14:56,NULL
199450,24609,26394,103,999,NULL,25662,1,19260900,NULL,2022-03-27 02:14:56,NULL
199451,24610,26394,103,999,NULL,25662,1,19260900,NULL,2022-03-27 02:14:56,NULL
199452,24611,26394,103,999,NULL,25662,1,19260900,NULL,2022-03-27 02:14:56,NULL
199453,24612,26394,103,999,NULL,25662,1,19260900,NULL,2022-03-27 02:14:56,NULL
199454,24613,26394,103,999,NULL,25662,1,19260900,NULL,2022-03-27 02:14:56,NULL
199455,24614,26394,103,999,NULL,25662,1,19260900,NULL,2022-03-27 02:14:56,NULL
