ID,AUTHOR,FILENAME,DATEEXECUTED,ORDEREXECUTED,EXECTYPE,MD5SUM,DESCRIPTION,COMMENTS,TAG,LIQUIBASE,CONTEXTS,LABELS,DEPLOYMENT_ID
v8.3.0-5,aldrin,classpath:liquibase/crop_changelog/8_3_0.xml,2018-06-06 02:37:11,117,EXECUTED,8:250f1d76fa55f028f1f1a858e6d91ffb,sql,,NULL,3.5.0,NULL,NULL,8241830245
v8.3.0-6,aldrin,classpath:liquibase/crop_changelog/8_3_0.xml,2018-06-06 02:37:11,118,EXECUTED,8:7b97f73cf5dfdfae8c762d4a3484ba4e,sql,,NULL,3.5.0,NULL,NULL,8241830245
v8.3.0-7,aldrin,classpath:liquibase/crop_changelog/8_3_0.xml,2018-06-06 02:37:11,119,EXECUTED,8:76c8a87097d52f64afb145c13ce3e326,sql,,NULL,3.5.0,NULL,NULL,8241830245
v8.3.0-8,aldrin,classpath:liquibase/crop_changelog/8_3_0.xml,2018-06-06 02:37:11,120,EXECUTED,8:d38ae9f23c2b24006e35cfee8bf0452b,sql,,NULL,3.5.0,NULL,NULL,8241830245
v8.4.0-1,aldrin,classpath:liquibase/crop_changelog/8_4_0.xml,2018-06-06 02:37:11,121,MARK_RAN,8:7d92c5fe65d3619499dd2219ffb9a5fd,sql,,NULL,3.5.0,NULL,NULL,8241830245
v8.4.0-2,clarissa,classpath:liquibase/crop_changelog/8_4_0.xml,2018-06-06 02:37:11,122,EXECUTED,8:87737ef07614613df42e11ee152d9fc6,sql,,NULL,3.5.0,NULL,NULL,8241830245
v8.4.0-3,clarissa,classpath:liquibase/crop_changelog/8_4_0.xml,2018-06-06 02:37:11,123,MARK_RAN,8:1669f92018a9507b4901f76e1d1f9bbe,sql,Apply fix on cowpea and bean crop dBs by replacing with proper fcode values. Jira IBP-1544 IBP-1693,NULL,3.5.0,NULL,NULL,8241830245
v9.1.0-1,nahuel,classpath:liquibase/crop_changelog/9_1_0.xml,2018-06-20 03:08:25,124,EXECUTED,8:43e734bdb985617e6cfd29875a56ba8d,addColumn tableName=sample,Add entry_no column to sample,NULL,3.5.0,NULL,NULL,9453304804
v9.1.0-2,nahuel,classpath:liquibase/crop_changelog/9_1_0.xml,2018-06-20 03:08:25,125,EXECUTED,8:1c96d3a8592f9ad3e2ab8c4a4cb860f3,sql,Fill entry_no column,NULL,3.5.0,NULL,NULL,9453304804
v9.1.0-3,nahuel,classpath:liquibase/crop_changelog/9_1_0.xml,2018-06-20 03:08:25,126,EXECUTED,8:f8532f0dd1c0779ab934e55f6d6fb00b,addNotNullConstraint columnName=entry_no,tableName=sample,,NULL,3.5.0,NULL,NULL,9453304804
v9.2.0-1,clarissa,classpath:liquibase/crop_changelog/9_2_0.xml,2018-06-20 03:08:25,127,EXECUTED,8:6a0bc3476045064c20a44dfc67f8ea76,sql,Assign project.created_by = admin user id for nursery,trial templates. Jira IBP-1655,NULL,3.5.0,NULL,NULL,9453304804
v9.2.0-2,clarissa,classpath:liquibase/crop_changelog/9_2_0.xml,2018-06-20 03:08:25,128,MARK_RAN,8:9a6f3dddf3d74244be3c582c3391ddee,sql,Apply fix on bean template and reduce the number of traits.,NULL,3.5.0,NULL,NULL,9453304804
v9.2.0-1,vanina,classpath:liquibase/crop_changelog/9_2_0.xml,2018-10-20 12:25:48,129,EXECUTED,8:517c57c08039a5d93a3a0a49049bf19c,sql,Remove cascade on projectprop_2_fk2,NULL,3.5.0,NULL,NULL,0027548366
v9.2.0-2,cuenyad,classpath:liquibase/crop_changelog/9_2_0.xml,2018-10-20 12:25:48,130,EXECUTED,8:e26ac36dea9bda6889b5c5d74de5972a,sql,update in listnms table  the listtype with TRIAL or NURSERY by STUDY,NULL,3.5.0,NULL,NULL,0027548366
v9.2.0-3,vanina,classpath:liquibase/crop_changelog/9_2_0.xml,2018-10-20 12:25:48,131,EXECUTED,8:eb5dffdb28b2f0a7cc9c98c44257fdfb,sql,Remove study_type_fk from project table,NULL,3.5.0,NULL,NULL,0027548366
v9.2.0-20,vanina,classpath:liquibase/crop_changelog/9_2_0.xml,2018-10-20 12:25:48,132,EXECUTED,8:85efad2495351b8f52b4c519a44b15aa,sql,Remove study_type_fk_idx from project table,NULL,3.5.0,NULL,NULL,0027548366
v9.2.0-4,vanina,classpath:liquibase/crop_changelog/9_2_0.xml,2018-10-20 12:25:48,133,EXECUTED,8:9492f13b2bba9c790813f9ec3828d64f,sql,Remove study_type table,create the new one and insert values,NULL,3.5.0,NULL,NULL,0027548366
v9.2.0-5,vanina,classpath:liquibase/crop_changelog/9_2_0.xml,2018-10-20 12:25:48,134,EXECUTED,8:5eafaa90e80d1d33cbb2967229d3508f,sql,Add study_type_id to project table. Insert index and fk,NULL,3.5.0,NULL,NULL,0027548366
v9.2.0-6,clarysabel,classpath:liquibase/crop_changelog/9_2_0.xml,2018-10-20 12:29:29,135,MARK_RAN,8:e32c750be14306dcecd90dc6aceeb98b,sql,Create entry list order experimental design,NULL,3.5.0,NULL,NULL,0027769392
v9.2.0-7,vanina,classpath:liquibase/crop_changelog/9_2_0.xml,2018-10-20 12:29:29,136,EXECUTED,8:1cfde4fd45a26c9e088633b525a45629,sql,Update projectprop table where experimental design is empty,NULL,3.5.0,NULL,NULL,0027769392
v9.2.0-7.1,vanina,classpath:liquibase/crop_changelog/9_2_0.xml,2018-10-20 12:29:29,137,EXECUTED,8:34cb4fd857ff42aaef512d82bc5ef920,sql,Insert into projectprop table where experimental design does not exist,NULL,3.5.0,NULL,NULL,0027769392
v9.2.0-8,vanina,classpath:liquibase/crop_changelog/9_2_0.xml,2018-10-20 12:29:31,138,EXECUTED,8:cc8fb37e378d5678cc9d39670ffa8c47,sql,Update nd_geolocationprop table where experimental design is empty,NULL,3.5.0,NULL,NULL,0027769392
v9.2.0-9,vanina,classpath:liquibase/crop_changelog/9_2_0.xml,2018-10-20 12:29:31,139,MARK_RAN,8:0bd1a74528a0d72b27eb309a3717dc0c,sql,Drop migrate check list procedure,NULL,3.5.0,NULL,NULL,0027769392
v9.2.0-10,vanina,classpath:liquibase/crop_changelog/9_2_0.xml,2018-10-20 12:29:31,140,EXECUTED,8:a5b72915e536be92104f0f1c77825f0b,sql,Create migrate check list SP,NULL,3.5.0,NULL,NULL,0027769392
v9.2.0-11,vanina,classpath:liquibase/crop_changelog/9_2_0.xml,2018-10-20 12:29:31,141,EXECUTED,8:a30b2b295bf7b4cdd27c732e1d7a9d0d,sql,Run migrate check list procedure,NULL,3.5.0,NULL,NULL,0027769392
v9.2.0-12,vanina,classpath:liquibase/crop_changelog/9_2_0.xml,2018-10-20 12:29:31,142,EXECUTED,8:0bd1a74528a0d72b27eb309a3717dc0c,sql,,NULL,3.5.0,NULL,NULL,0027769392
v9.2.0-13,vanina,classpath:liquibase/crop_changelog/9_2_0.xml,2018-10-20 12:29:31,143,EXECUTED,8:b1cd7cb43f1b0498e6d4d92faaadd2fa,sql,Remove \'Nursery Condition\' from variables that are have both trial and nursery conditions,NULL,3.5.0,NULL,NULL,0027769392
v9.2.0-14,vanina,classpath:liquibase/crop_changelog/9_2_0.xml,2018-10-20 12:29:31,144,EXECUTED,8:e3b1add5f39569c47c66dd6cadada3fb,sql,Transform \'Trial Condition\' cvterm to \'Study Condition\,NULL,3.5.0,NULL,NULL,0027769392
v9.2.0-16,vanina,classpath:liquibase/crop_changelog/9_2_0.xml,2018-10-20 12:29:31,145,MARK_RAN,8:339db0c968236a2a0caa9f91b894326a,sql,Change \'Nursery Condition\' props to \'Study Condition\,NULL,3.5.0,NULL,NULL,0027769392
v9.2.0-17,vanina,classpath:liquibase/crop_changelog/9_2_0.xml,2018-10-20 12:29:31,146,EXECUTED,8:04536ba9804daac9b320895a8c32db84,sql,deletes \'Nursery Condition\' cvterm,NULL,3.5.0,NULL,NULL,0027769392
v9.2.0-18,vanina,classpath:liquibase/crop_changelog/9_2_0.xml,2018-10-20 12:29:31,147,EXECUTED,8:9ccf312b12cdb98b5774e28b7ab6a0a3,sql,Update cvtermprop Nursery and Trial conditions to Study Condition,NULL,3.5.0,NULL,NULL,0027769392
v9.2.0-19,clarysabel,classpath:liquibase/crop_changelog/9_2_0.xml,2018-10-20 12:29:31,148,EXECUTED,8:70d71a7b4df1eb0bb7fb2a6a95c0db8a,sql,Update projectprop table where TRIAL INSTANCE alias is not trial instance,NULL,3.5.0,NULL,NULL,0027769392
v9.2.0-21,vanina,classpath:liquibase/crop_changelog/9_2_0.xml,2018-10-20 12:29:31,149,EXECUTED,8:6a7f6b772b8ea2e11615bbe8adce840c,sql,Insert into nd_geolocationprop table missing experimental design row,NULL,3.5.0,NULL,NULL,0027769392
v9.2.0-22,vanina,classpath:liquibase/crop_changelog/9_2_0.xml,2018-10-20 12:29:31,150,MARK_RAN,8:7fa34451e2c9dffe9a81793d014d4deb,sql,Insert into nd_geolocationprop table missing check start row,NULL,3.5.0,NULL,NULL,0027769392
v9.2.0-23,vanina,classpath:liquibase/crop_changelog/9_2_0.xml,2018-10-20 12:29:31,151,MARK_RAN,8:d9d0fe81d74bc4fa829d225421f2073c,sql,Insert into nd_geolocationprop table missing check interval row,NULL,3.5.0,NULL,NULL,0027769392
v9.2.0-24,vanina,classpath:liquibase/crop_changelog/9_2_0.xml,2018-10-20 12:29:31,152,MARK_RAN,8:1c095abdbc1baa057eb998cb40e92319,sql,Insert into nd_geolocationprop table missing check plan row,NULL,3.5.0,NULL,NULL,0027769392
v9.2.0-25,vanina,classpath:liquibase/crop_changelog/9_2_0.xml,2018-10-20 12:29:31,153,EXECUTED,8:89badb85f9ee637dc215ae1331e7dce1,sql,Update projectprop table missing entry type alias,NULL,3.5.0,NULL,NULL,0027769392
v9.2.0-26,vanina,classpath:liquibase/crop_changelog/9_2_0.xml,2018-10-20 12:29:31,154,EXECUTED,8:ed38a2bbcfabf6fb36499f909a84f45e,sql,Insert into projectprop table missing entry type row,NULL,3.5.0,NULL,NULL,0027769392
v9.2.0-27,vanina,classpath:liquibase/crop_changelog/9_2_0.xml,2018-10-20 12:29:31,155,EXECUTED,8:32d88d778e6708df8c632c5be70eebf8,sql,Insert into stockprop table missing entry type row,NULL,3.5.0,NULL,NULL,0027769392
v9.2.0-28,aldrin,classpath:liquibase/crop_changelog/9_2_0.xml,2018-10-20 12:29:31,156,EXECUTED,8:acbbe849351b2a282e0e2decc906528b,sql,Create \'Unspecified Location\' Location,NULL,3.5.0,NULL,NULL,0027769392
v9.2.0-29,aldrin,classpath:liquibase/crop_changelog/9_2_0.xml,2018-10-20 12:29:32,157,EXECUTED,8:8115029e47504b131bfdb0f4e0552cd8,sql,Automatically add location name ([8190] LOCATION_ID variable
v9.2.0-30,aldrin,classpath:liquibase/crop_changelog/9_2_0.xml,2018-10-20 12:29:32,158,EXECUTED,8:0aebd7a7c97a7e8aa9e9305da43621a2,sql,Rename the alias of Location ID variable of Nursery/Trial template to \'SITE\,NULL,3.5.0,NULL,NULL,0027769392
v9.2.0-31,aldrin,classpath:liquibase/crop_changelog/9_2_0.xml,2018-10-20 12:29:32,159,EXECUTED,8:aed6d7e5264856fea7f7e9e6ffc44948,sql,Delete the Location Name variable in Basic Nursery/Trial template.,NULL,3.5.0,NULL,NULL,0027769392
v9.2.0-31,darla,classpath:liquibase/crop_changelog/9_2_0.xml,2018-10-20 12:29:32,160,EXECUTED,8:7b590237cc3e6e8a56690048aaa37a57,dropTable tableName=users_roles,,NULL,3.5.0,NULL,NULL,0027769392
v9.3.0-1,vanina,classpath:liquibase/crop_changelog/9_3_0.xml,2018-10-20 12:29:32,161,EXECUTED,8:522c191989a3c7bde4aa03f4ed58d746,sql,,NULL,3.5.0,NULL,NULL,0027769392
v9.3.0-2,vanina,classpath:liquibase/crop_changelog/9_3_0.xml,2018-10-20 12:29:32,162,EXECUTED,8:c7554b46cbfdf60c0ea9b6a77060d7f7,sql,,NULL,3.5.0,NULL,NULL,0027769392
v9.3.0-3,vanina,classpath:liquibase/crop_changelog/9_3_0.xml,2018-10-20 12:29:33,163,EXECUTED,8:78f942e63bef419cb959174931d7ca23,sql,,NULL,3.5.0,NULL,NULL,0027769392
v9.3.0-4,vanina,classpath:liquibase/crop_changelog/9_3_0.xml,2018-10-20 12:29:33,164,EXECUTED,8:6e1bbd067536a4b84e394895782102fc,sql,,NULL,3.5.0,NULL,NULL,0027769392
v9.3.0-5,vanina,classpath:liquibase/crop_changelog/9_3_0.xml,2018-10-20 12:29:34,165,EXECUTED,8:c4357c0f8301b2e5a1fc6e3ab706c862,sql,,NULL,3.5.0,NULL,NULL,0027769392
v9.3.0-6,clarysabel,classpath:liquibase/crop_changelog/9_3_0.xml,2018-10-20 12:29:34,166,EXECUTED,8:018ef371815e3124049771d55815b6ed,sql,,NULL,3.5.0,NULL,NULL,0027769392
v9.3.0-7,cuenyad,classpath:liquibase/crop_changelog/9_3_0.xml,2018-10-20 12:29:34,167,EXECUTED,8:ed7e0130ed58810c5342c3f90f99dd7c,sql,Removing nd_experiment_project table from the View.,NULL,3.5.0,NULL,NULL,0027769392
v9.3.0-8,cuenyad,classpath:liquibase/crop_changelog/9_3_0.xml,2018-10-20 12:29:34,168,EXECUTED,8:073cce4d14f6681d04f1ea4ee6a1e1f9,sql,Removing nd_experiment_project table from the View.,NULL,3.5.0,NULL,NULL,0027769392
v9.3.0-9,vanina,classpath:liquibase/crop_changelog/9_3_0.xml,2018-10-20 12:29:47,169,EXECUTED,8:a9613895420879eb98544a8d002755a3,sql,Add nd_experiment_id to phenotype table. Migrate data. Drop nd_experiment_phenotype table.,NULL,3.5.0,NULL,NULL,0027769392
v9.3.0-10,vanina,classpath:liquibase/crop_changelog/9_3_0.xml,2018-10-20 12:29:54,170,EXECUTED,8:d35772ea83e0a99d95070ddf73d3e95c,sql,Add not null constraint  to nd_experiment_id in phenotype table.,NULL,3.5.0,NULL,NULL,0027769392
v9.3.0-11,vanina,classpath:liquibase/crop_changelog/9_3_0.xml,2018-10-20 12:29:54,171,EXECUTED,8:1836d3faec521dea812534ffd8c3487b,sql,,NULL,3.5.0,NULL,NULL,0027769392
v9.3.0-12,vanina,classpath:liquibase/crop_changelog/9_3_0.xml,2018-10-20 12:29:54,172,EXECUTED,8:44486f74789bf716a354c78c32b290a3,sql,Removing nd_experiment_project table from the View.,NULL,3.5.0,NULL,NULL,0027769392
v9.3.0-1,nahuel,classpath:liquibase/crop_changelog/9_3_0.xml,2018-10-20 12:29:54,173,EXECUTED,8:2ff8530ebc88260a927cd0bba8dd54ed,createTable tableName=formula; createTable tableName=formula_input,Create tables to compute derived variables,NULL,3.5.0,NULL,NULL,0027769392
v9.4.0-1,clarysabel,classpath:liquibase/crop_changelog/9_4_0.xml,2018-10-20 12:29:57,174,EXECUTED,8:0b1fcc8312448bb5a3fc9d5e34f7078b,sql,,NULL,3.5.0,NULL,NULL,0027769392
v9.4.0-1,cuenyad,classpath:liquibase/crop_changelog/9_4_0.xml,2018-10-20 12:29:57,175,EXECUTED,8:b9d7869c84c893e9dbbeda2de8eecf46,addColumn tableName=sample,,NULL,3.5.0,NULL,NULL,0027769392
v9.4.0-2,cuenyad,classpath:liquibase/crop_changelog/9_4_0.xml,2018-10-20 12:29:58,176,EXECUTED,8:1dae87552ab09567b44bb113f2099e25,addColumn tableName=sample,,NULL,3.5.0,NULL,NULL,0027769392
v9.4.0-1,nahuel,classpath:liquibase/crop_changelog/9_4_0.xml,2018-10-20 12:29:58,177,EXECUTED,8:e5337f25e2884af3ac4761fe99854576,dropForeignKeyConstraint baseTableName=formula_input,constraintName=fk_formula_input_formula_id,,NULL,3.5.0,NULL,NULL,0027769392
v9.4.0-2,nahuel,classpath:liquibase/crop_changelog/9_4_0.xml,2018-10-20 12:29:58,178,EXECUTED,8:645390efacf8514ee9c8daa65d56284b,addForeignKeyConstraint baseTableName=formula_input,constraintName=fk_formula_input_formula_id,referencedTableName=formula,,NULL,3.5.0,NULL,NULL,0027769392
v9.4.0-3,nahuel,classpath:liquibase/crop_changelog/9_4_0.xml,2018-10-20 12:29:58,179,EXECUTED,8:190988f1ac0973fb7d4fefd8c08ab6a6,dropForeignKeyConstraint baseTableName=formula,constraintName=fk_target_variable_id,,NULL,3.5.0,NULL,NULL,0027769392
v9.4.0-4,nahuel,classpath:liquibase/crop_changelog/9_4_0.xml,2018-10-20 12:29:58,180,EXECUTED,8:af9a8f51c932b7fedbc5447cd61721e9,addForeignKeyConstraint baseTableName=formula,constraintName=fk_target_variable_id,referencedTableName=cvterm,,NULL,3.5.0,NULL,NULL,0027769392
v9.4.0-5,clarissa,classpath:liquibase/crop_changelog/9_4_0.xml,2018-10-20 12:29:58,181,MARK_RAN,8:4c883c627624229e7a545c4c98bfe172,sql,Ensure that folders does not have liststatus=1 (for lists
v9.4.0-6,clarissa,classpath:liquibase/crop_changelog/9_4_0.xml,2018-10-20 12:29:58,182,EXECUTED,8:78c868e659eb50420ef47c37d77fed18,sql,Categorizing the cvterms as Experimental Design where it used to be grouped as Environment Detail and Study Detail.,NULL,3.5.0,NULL,NULL,0027769392
v9.4.0-7,cuenyad,classpath:liquibase/crop_changelog/9_4_0.xml,2018-10-20 12:29:59,183,EXECUTED,8:3c3aea94ffc358c855799a3e0f2364c6,modifyDataType columnName=plate_id,tableName=sample,,NULL,3.5.0,NULL,NULL,0027769392
v9.4.0-8,cuenyad,classpath:liquibase/crop_changelog/9_4_0.xml,2018-10-20 12:29:59,184,EXECUTED,8:f0d59dfec90ff68efdf57f7f39e1c711,modifyDataType columnName=well,tableName=sample,,NULL,3.5.0,NULL,NULL,0027769392
v9.4.1-1,vanina,classpath:liquibase/crop_changelog/9_4_1.xml,2018-10-20 12:29:59,185,EXECUTED,8:ce13f1af30515745c8568717eff86feb,sql,,NULL,3.5.0,NULL,NULL,0027769392
v9.4.1-2,vanina,classpath:liquibase/crop_changelog/9_4_1.xml,2018-10-20 12:29:59,186,EXECUTED,8:d34aee5c5ab29e791a2374b67838ea8e,sql,,NULL,3.5.0,NULL,NULL,0027769392
v9.4.1-3,vanina,classpath:liquibase/crop_changelog/9_4_1.xml,2018-10-20 12:29:59,187,EXECUTED,8:b6d96fe444a9134ad91cb19e42676260,sql,,NULL,3.5.0,NULL,NULL,0027769392
v9.4.1-4,vanina,classpath:liquibase/crop_changelog/9_4_1.xml,2018-10-20 12:29:59,188,EXECUTED,8:3ad9c45502ad102da656d1c58740f52f,sql,,NULL,3.5.0,NULL,NULL,0027769392
v9.4.1-5,vanina,classpath:liquibase/crop_changelog/9_4_1.xml,2018-10-20 12:29:59,189,EXECUTED,8:1a0d11de53ea4ff3b717b31edb3689c1,sql,,NULL,3.5.0,NULL,NULL,0027769392
v9.4.1-6,vanina,classpath:liquibase/crop_changelog/9_4_1.xml,2018-10-20 12:29:59,190,EXECUTED,8:7a75c6403fa8319dcec18d513fece2e9,sql,,NULL,3.5.0,NULL,NULL,0027769392
v9.4.1-7,vanina,classpath:liquibase/crop_changelog/9_4_1.xml,2018-10-20 12:29:59,191,EXECUTED,8:26b925793ae755f0cddcbde82819a054,sql,,NULL,3.5.0,NULL,NULL,0027769392
v9.4.1-8,vanina,classpath:liquibase/crop_changelog/9_4_1.xml,2018-10-20 12:29:59,192,EXECUTED,8:c18e304428fcaeec1a39a7b62b85e230,sql,,NULL,3.5.0,NULL,NULL,0027769392
v10.1-1,darla,classpath:liquibase/crop_changelog/10_1_0.xml,2019-02-16 07:31:30,193,EXECUTED,8:b6b655b79980b6961c89f95ccc088cb6,sql,Add stock_id to nd_experiment table. Migrate data. Drop nd_experiment_stock table.,NULL,3.5.0,NULL,NULL,0302288283
v10.1-2,darla,classpath:liquibase/crop_changelog/10_1_0.xml,2019-02-16 07:31:30,194,EXECUTED,8:ae3849488048c52fcc65f7fba0eac86c,sql,Removing nd_experiment_stock table from the germplasm_trial_details view.,NULL,3.5.0,NULL,NULL,0302288283
v10.1-3,darla,classpath:liquibase/crop_changelog/10_1_0.xml,2019-02-16 07:31:30,195,EXECUTED,8:7a098c90ae48f0692b55777b697f062e,sql,Removing nd_experiment_stock table from the h2h_details view.,NULL,3.5.0,NULL,NULL,0302288283
v10.1-4,darla,classpath:liquibase/crop_changelog/10_1_0.xml,2019-02-16 07:31:30,196,EXECUTED,8:aa4bb8cd004897e812bacb16ef03397b,addForeignKeyConstraint baseTableName=stock,constraintName=stock_dbxref_id_fk,referencedTableName=germplsm,Add FK to dbxref_id column in Stock table to Germplasm GID,NULL,3.5.0,NULL,NULL,0302288283
v10.1-5,darla,classpath:liquibase/crop_changelog/10_1_0.xml,2019-02-16 07:31:30,197,EXECUTED,8:6dc2137d6247d24c3591ba47be924b4c,sql,,NULL,3.5.0,NULL,NULL,0302288283
v10.2.0-1,vanina,classpath:liquibase/crop_changelog/10_2_0.xml,2019-02-16 07:31:31,198,EXECUTED,8:1cb93f7a97806482247f97a2bf56f21a,sql,Change column name plot_id as obs_unit_id in nd_experiment table,NULL,3.5.0,NULL,NULL,0302288283
v10.2.0-2,vanina,classpath:liquibase/crop_changelog/10_2_0.xml,2019-02-16 07:31:31,199,EXECUTED,8:7143186a0197b99383e85b951d984e0a,sql,Change name and definition of cvterm 8201,previous PLOT_ID,in cvterm table,NULL,3.5.0,NULL,NULL,0302288283
v10.2.0-3,vanina,classpath:liquibase/crop_changelog/10_2_0.xml,2019-02-16 07:31:31,200,EXECUTED,8:43ed72646d6087b03430f37533037cde,sql,Change alias of variable_id 8201,previous PLOT_ID,in projectprop table,NULL,3.5.0,NULL,NULL,0302288283
v10.2.0-4,darla,classpath:liquibase/crop_changelog/10_2_0.xml,2019-02-16 07:31:31,201,EXECUTED,8:34f0ca6329c2b531bf033883b85a0731,addColumn tableName=project,Add locked field in project table and set all studies as non-locked initially,NULL,3.5.0,NULL,NULL,0302288283
v10.2.0-4,mderamos,classpath:liquibase/crop_changelog/10_2_0.xml,2019-02-16 07:31:35,202,EXECUTED,8:d06e2d512971e4a6344059c4e96b5f8e,sql,,NULL,3.5.0,NULL,NULL,0302288283
v10.2.0-4,vanina,classpath:liquibase/crop_changelog/10_2_0.xml,2019-02-16 07:31:38,203,EXECUTED,8:9210ac0fb39ee41733bb5729130c08f3,sql,Add created_date to phenotype table,NULL,3.5.0,NULL,NULL,0302288283
v10.2.0-5,vanina,classpath:liquibase/crop_changelog/10_2_0.xml,2019-02-16 07:31:42,204,EXECUTED,8:4f3b55effa3d7debe534f72df5a6b821,sql,Add updated_date to phenotype table,NULL,3.5.0,NULL,NULL,0302288283
v10.3.0-1,darla,classpath:liquibase/crop_changelog/10_3_0.xml,2019-02-16 07:31:42,205,EXECUTED,8:ad59e485d8d9f685e35d149ce689a5a9,sql,"Add \""Observation Unit\"" variable type",NULL,3.5.0,NULL,NULL,0302288283
v10.3.0-2,darla,classpath:liquibase/crop_changelog/10_3_0.xml,2019-02-16 07:31:42,206,EXECUTED,8:4a4ad91f0606bb5b0b693a64f899704c,sql,Add default enumerator variables for sub observation units,NULL,3.5.0,NULL,NULL,0302288283
v10.3.0-3,darla,classpath:liquibase/crop_changelog/10_3_0.xml,2019-02-16 07:31:42,207,MARK_RAN,8:dc206e70a640d5ed8b9c0f8833cc0bf3,sql,Add dataset types for sub observation units,NULL,3.5.0,NULL,NULL,0302288283
v10.3.0-4,vanina,classpath:liquibase/crop_changelog/10_3_0.xml,2019-02-16 07:31:43,208,EXECUTED,8:1a5b0fd3c17222196d9b7b851581f759,sql,Add parent_id to nd_experiment table,NULL,3.5.0,NULL,NULL,0302288283
v10.3.0-5,vanina,classpath:liquibase/crop_changelog/10_3_0.xml,2019-02-16 07:31:43,209,EXECUTED,8:b9039ae0ecc1ac811066d4bb394f651f,sql,Add observation_unit_no to nd_experiment table,NULL,3.5.0,NULL,NULL,0302288283
v10.4.0-1,clarissa,classpath:liquibase/crop_changelog/10_4_0.xml,2019-02-16 07:31:43,210,MARK_RAN,8:bc50865f686cff42f3579eada96722b3,sql,Apply fix on fingermillet scales 20600 and 20601 from categorical to numeric data type.,NULL,3.5.0,NULL,NULL,0302288283
v10.4.0-2,clarissa,classpath:liquibase/crop_changelog/10_4_0.xml,2019-02-16 07:31:43,211,MARK_RAN,8:c79374c2b0bcc9a3e88b71a61acd24e1,sql,Removes the entries where there are both zeroes for min and max.,NULL,3.5.0,NULL,NULL,0302288283
v10.4.0-3,darla,classpath:liquibase/crop_changelog/10_4_0.xml,2019-02-16 07:31:43,212,EXECUTED,8:7bc4d74956207ec507f81fd492cfcd44,sql,Change the length of obs_unit_id field in nd_experiment_table to be able to store UUIDs,NULL,3.5.0,NULL,NULL,0302288283
v10.4.0-4,marie,classpath:liquibase/crop_changelog/10_4_0.xml,2019-02-16 07:31:43,213,EXECUTED,8:c51e8015c5d1ebc9032c2a11b5defefd,sql,Unspecified location should be defined as Breeding Location,NULL,3.5.0,NULL,NULL,0302288283
v10.4.0-5,marie,classpath:liquibase/crop_changelog/10_4_0.xml,2019-02-16 07:31:44,214,EXECUTED,8:8022dfbba88b7200df54d99d4006f654,sql,Unspecified location should be favorite location for all existing programs,NULL,3.5.0,NULL,NULL,0302288283
v10.4.2-1,vanina,classpath:liquibase/crop_changelog/10_4_2.xml,2019-02-16 07:31:44,215,MARK_RAN,8:60120a32a61936df1c178fa66b3c2703,sql,Added start date for empty cases in project table,NULL,3.5.0,NULL,NULL,0302288283
v11.1.0-1,aldrin,classpath:liquibase/crop_changelog/11_1_0.xml,2019-07-02 23:59:46,216,EXECUTED,8:b138e90428adbd26890872db27cd7b6b,sql,Directly link sample to nd_experiment because plant table is now obsolete.,NULL,3.5.0,NULL,NULL,2111985941
v11.2.0-1,vanina,classpath:liquibase/crop_changelog/11_2_0.xml,2019-07-02 23:59:50,217,EXECUTED,8:55f5663bc92e0c2f03ce3bbfffccb564,addColumn tableName=phenotype,Add draft_value to phenotype table,NULL,3.5.0,NULL,NULL,2111985941
v11.2.0-2,vanina,classpath:liquibase/crop_changelog/11_2_0.xml,2019-07-02 23:59:54,218,EXECUTED,8:e8412b1b40dffeb7285d7a45c6381e9c,addColumn tableName=phenotype,Add draft_cvalue_id to phenotype table,NULL,3.5.0,NULL,NULL,2111985941
v11.3.0-1,cuenyad,classpath:liquibase/crop_changelog/11_3_0.xml,2019-07-02 23:59:54,219,EXECUTED,8:57ea4ef72ee115db8af1bd1ee50f391f,dropIndex indexName=project_idx1,tableName=project,remove project_idx1 to to allow saving projects with the same name. IBP-2211,NULL,3.5.0,NULL,NULL,2111985941
v11.3.0-2,darla,classpath:liquibase/crop_changelog/11_3_0.xml,2019-07-02 23:59:54,220,EXECUTED,8:768822b4445f5dabef1c3b098a80c4dd,dropPrimaryKey tableName=progntrs; addColumn tableName=progntrs,Drop composite PK and add ID field to progntrs table,NULL,3.5.0,NULL,NULL,2111985941
v11.3.0-3,darla,classpath:liquibase/crop_changelog/11_3_0.xml,2019-07-02 23:59:54,221,EXECUTED,8:35c669ed5574ca6f07fd6e6181a5ad95,createIndex indexName=progntrs_unique,tableName=progntrs,Create unique key in progntrs table,NULL,3.5.0,NULL,NULL,2111985941
v11.3.0-4,darla,classpath:liquibase/crop_changelog/11_3_0.xml,2019-07-02 23:59:54,222,EXECUTED,8:ced32dbb3b523f5cd9a811cffddaa7f1,addForeignKeyConstraint baseTableName=progntrs,constraintName=progntrs_fk,referencedTableName=germplsm,Create progntrs.gid FK to germsplsm table,NULL,3.5.0,NULL,NULL,2111985941
v11.4.0-1,aldrin,classpath:liquibase/crop_changelog/11_4_0.xml,2019-07-03 00:06:51,223,MARK_RAN,8:f52384c44eca008f57b9254acddf7633,sql,Create P-rep experimental design,NULL,3.5.0,NULL,NULL,2112411886
