cvterm_id,cv_id,name,definition,dbxref_id,is_obsolete,is_relationshiptype,is_system
6095,1030,m**2,meters squared,NULL,0,0,0
6100,1030,pH,pH scale,NULL,0,0,0
6105,1030,Packets,Number of packets,NULL,0,0,0
6110,1030,Accession name,Unique accession number or name in a genebank or germplasm collection,NULL,0,0,0
6115,1030,Pedigree string,Pedigree string,NULL,0,0,0
6120,1030,Degree centigrade,Degree centigrade,NULL,0,0,0
6130,1030,mm*2,square millimeters,NULL,0,0,0
6140,1030,Plot Coordinate,Plot Coordinate,NULL,0,0,0
6150,1030,Y/N,Y=Yes,N=No,NULL,0,0,0
6160,1030,seed/plot,seed per plot,NULL,0,0,0
6170,1030,seed/m2,seed per square m,NULL,0,0,0
6180,1030,g/plot,grams per plot,NULL,0,0,0
6190,1030,t,tonnes,NULL,0,0,0
8008,1040,STUDY_DATE,Date the study was created,NULL,0,0,0
8010,1040,USER_NAME,Study user - assigned (DBCV
8021,1040,Dataset_UID,ID of the user entering the dataset - assigned (DBID
8040,1040,PM_KEY,Project management key - assigned (text
8045,1040,PCODE,Project code - identifies the project to which a list or study belongs,NULL,0,0,0
8048,1000,creation date,Creation Date time,NULL,0,0,0
8049,1000,last update date,Date time of when variable was updated,NULL,0,0,0
8065,1040,NURSERY_TYPE,Type of nursery -assigned (type
8066,1040,Generation,Nursery generation,NULL,0,0,0
8071,1040,STUDY_CODE,Study code - assigned (text
8080,1040,STUDY_INSTITUTE,Study institute - conducted (DBCV
8090,1040,INSTITUTE_ID,Study institute ID - conducted (DBID
8100,1040,PI_NAME,Principal investigator - assigned (DBCV
8110,1040,PI_ID,Principal investigator - assigned (DBID
8115,1040,PI_NAME_TEXT,Principal investigator - assigned (Name
8116,1040,CONTACT_NAME,Contact Person Name,NULL,0,0,0
8117,1040,CONTACT_EMAIL,Contact Person Email,NULL,0,0,0
8118,1040,CONTACT_ORG,Contact Person Organization,NULL,0,0,0
8119,1040,CONTACT_TYPE,Contact Person Type,NULL,0,0,0
8120,1040,STUDY_IP,Study IP status - assigned (status
8130,1040,RELEASE_DATE,Study release - assigned (date
8131,1040,NREP,Number of replications in an experiment,NULL,0,0,0
8132,1040,BSIZE,Block Size for incomplete block designs,NULL,0,0,0
8133,1040,RMAP,Replications will be arranged in the field as: 1. single row,2. single column,or 3. adjacent columns,NULL,0,0,0
8134,1040,NREPC,Number of reps in each column,running from left to right: (noted as numbers separated by colmmas,e.g. 1,1,1
8135,1040,EXPT_DESIGN,Experimental design - assigned (type
8136,1040,NRREP,Number of rows in replications:,NULL,0,0,0
8137,1040,NCREP,Number of columns in replications:,NULL,0,0,0
8138,1040,NRLAT,Number of contiguous rows to latinize:,NULL,0,0,0
8139,1040,NCLAT,Number of contiguous columns to latinize:,NULL,0,0,0
8140,1040,DATASET_ID,Data set ID - assigned (DBID
8142,1040,NBLAT,Number of contiguous blocks to latinize,NULL,0,0,0
8143,3060,1,Reps in single row,NULL,0,0,0
8144,3060,2,Reps in single column,NULL,0,0,0
8145,3060,3,Reps in adjacent columns,NULL,0,0,0
8146,1040,POIL,Plot order in layout,NULL,0,0,0
8147,3070,1,Plot order by rows,NULL,0,0,0
8148,3070,2,Plot order by columns,NULL,0,0,0
8149,3070,3,Serpentine by rows,NULL,0,0,0
8150,1040,DATASET_NAME,Dataset name - assigned (DBCV
8151,3070,4,Serpentine by columns,NULL,0,0,0
8155,1040,DATASET_TITLE,Dataset title - assigned (Text
8165,1040,EXPT_DESIGN_SOURCE,Source of the experimental design. For example the name of csv file used for custom or preset designs.,NULL,0,0,1
8170,1040,TRIAL_INSTANCE,Trial instance - enumerated (number
8180,1040,LOCATION_NAME,Location - selected (DBCV
8185,1040,TRIAL_CODE,Trial code - assigned (text
8186,1040,Trial_Location,Location - assigned (Name
8189,1040,LOCATION_ABBR,Location code - assigned (LOC_ABBR
8190,1040,LOCATION_ID,Location - selected (DBID
8191,1040,SITE_LAT,Latitude of site - observed (decimal + for N,- for S
8192,1040,SITE_LONG,Longitude of site - observed (decimal + for E,- for W
8193,1040,SITE_DATUM,Geodetic datum for lat,long - observed (text
8194,1040,SITE_ALT,Altitude of site - observed (m
8195,1040,SITE_CODE,Site code - assigned (text
8196,1040,SITE_NAME,Site name - Assigned (text
8200,1040,PLOT_NO,Field plot - enumerated (number
8201,1040,OBS_UNIT_ID,Field observation unit id - assigned (text
8202,1010,Observation Date,Observation Date,NULL,0,0,0
8203,1010,Plants Observed,Plants Observed,NULL,0,0,0
8204,1010,Quadrats Observed,Quadrats Observed,NULL,0,0,0
8205,1040,DATE_NO,Enumerator for the date of observation,NULL,0,0,0
8206,1040,PLANT_NO,Enumerator for the observed plant,NULL,0,0,0
8207,1040,QUADRAT_NO,Enumerator for the observed quadrat,NULL,0,0,0
8210,1040,REP_NO,Replication - assigned (number
8220,1040,BLOCK_NO,Block - assigned (number
8221,1040,SUB_BLOCK,Sub-block or incomplete block in a field design - assigned (number
8222,1040,SUB_PLOT,Sub-plot sampling unit within a field plot -assigned (number
8230,1040,ENTRY_NO,Germplasm entry - enumerated (number
8240,1040,GID,Germplasm identifier - assigned (DBID
8241,1040,NFERT_NO,Nitrogen fertilizer treatment level (1,2,…
8250,1040,DESIGNATION,Germplasm identifier - assigned (DBCV
8251,1040,STUDY_BM_CODE,Breeding method applied to all plots in a study (CODE
8252,1040,BM_CODE_VTE,Breeding method observed on each plot (CODE
8253,1040,PLOT_BM_CODE,Breeding method applied to each plot in a study (CODE
8255,1040,ENTRY_TYPE,Entry type (test/check
8256,1040,STUDY_BMETH,Breeding method applied to all plots (DBCV
8257,1040,STUDY_BM_ID,ID of breeding method applied to all plots (DBID
8258,1040,PLOT_BMETH,Breeding method applied to each plot (DBCV
8259,1040,PLOT_BM_ID,ID of breeding method applied to each plot (DBID
8260,1040,NFert_kg_ha,N fertilizer treatment - applied (kg/ha
8261,1040,BMETH_VTE,Breeding method observed on each plot (DBCV
8262,1040,BM_ID_VTE,ID of breeding method observed on each plot (DBID
8263,1040,NPSEL,Number of plants selected - counted (number
8264,1040,SEED_AMOUNT_g,Seed inventory amount deposited or withdrawn (g
8266,1040,SEED_AMOUNT_No,Seed inventory amount deposited or withdrawn (no
8267,1040,SEED_AMOUNT_kg,Seed inventory amount deposited or withdrawn (kg
8268,1040,SEED_AMOUNT_Packets,Seed inventory amount deposited or withdrawn (packets
8270,1040,SITE_SOIL_PH,Soil acidity - ph meter (pH
8280,1040,YEAR_OBS,Year of observation - Not specified (Year
8282,1040,MONTH_OBS,Month of observation - Not specified (Month
8284,1040,DAY_OBS,Day of observation - Not specified (Day
8300,1040,ENTRY_CODE,Germplasm ID - Assigned (Code
8310,1040,ACCNO,Germplasm ID - Assigned (Accession name
8320,1040,GERM_SOURCE,Germplasm ID - Selected (Name
8330,1040,GROUPGID,Germplasm group - Assigned (DBID
8340,1040,GROUP,Germplasm group - Assigned (Text
8350,1040,PLOT_CODE,Field plot - Assigned (Code
8360,1040,SEED_SOURCE,Seed source - Selected (Code
8369,1040,Crop_Season_Start_Month,Crop season start month (YYYYMM
8370,1040,CROP_SEASON,Season - Assigned (Text
8371,1040,Crop_season_Code,Season - Assigned (Code
8372,1040,COOPERATOR_ID,COOPERATOR ID -Assigned (DBID
8373,1040,COOPERATOR,COOPERATOR NAME,NULL,0,0,0
8377,1040,CROSS,The pedigree string of the germplasm,NULL,0,0,1
8378,1040,SOURCE,The seed source of the germplasm - selected (Name
8380,1040,PLOT_NNO,Plot number distinct over trials - enumerated (nested number
8383,1040,SEEDING_DATE,Date Seeded - applied (yyyymmdd
8384,1040,TranspltD_date,Date Transplanted -applied (yyyymmdd
8385,1040,PlantingDensity_number,Planting density as seed or propagule rate at planting,NULL,0,0,0
8386,1040,NoRows_integer,Number of rows/plot used throught a trial or nursery,NULL,0,0,0
8387,1040,RowSpacing_cm,Spacing between rows used throughout a trial or nursery,NULL,0,0,0
8388,1040,PLOT_ROWS,Number of plant rows per plot (each plot may differ
8390,1040,NOTES,Field notes - observed (text
8391,1040,Notes_1,First comment (used for one of a series of notes needed for any reason
8392,1040,Notes_2,Second comment (used for one of a series of notes needed for any reason
8393,1040,Notes_3,Third comment (used for one of a series of notes needed for any reason
8400,1040,FIELDMAP COLUMN,Column coordinate of plot in fieldplan,NULL,0,0,1
8410,1040,FIELDMAP RANGE,Row coordinate of plot in fieldplan,NULL,0,0,1
8411,1040,CHECK_START,Plot position where first check will be inserted,NULL,0,0,1
8412,1040,CHECK_INTERVAL,Number of plots between check insertion points,NULL,0,0,1
8413,1040,CHECK_PLAN,Check insertion method - 1=insert each check in turn,2= insert all checks at each position,NULL,0,0,1
8414,3080,1,Insert each check in turn,NULL,0,0,0
8415,3080,2,Insert all checks at each position,NULL,0,0,0
8580,1011,General,General trait class,NULL,0,0,0
8581,1040,ROW,Row number within a row-column design,NULL,0,0,1
8582,1040,COL,Column number within a row-column design,NULL,0,0,1
8583,1040,BLOCK_ID,ID of a Block within a field,NULL,0,0,0
8584,1040,BLOCK_NAME,Name of a Block within a field,NULL,0,0,0
8590,1040,PlantingDTreat_text,Planting date treatment,NULL,0,0,0
8600,1040,PlantingDTreat_number,Planting date treatment level (1,2,…
8611,3090,Early,Early planting date,NULL,0,0,0
8612,3090,Late,Late planting date,NULL,0,0,0
8620,1040,PlantingDensity_kg_ha,Planting density as seed or propagule rate at planting,NULL,0,0,0
8630,1040,GermiTest_date,Date of germination test,NULL,0,0,0
8640,1040,Mega_Environment,MEGA is the Mega Environment for a Cross origin,a text string of up to 3 letters.,NULL,0,0,0
8650,1040,FB_Type,Fieldbook type,NULL,0,0,0
8660,1040,Cooperator_Email,Cooperator Email,NULL,0,0,0
8670,1040,Trial_Type,Trial Type (national,international
8680,1040,STUDY_ABBR,Trial name abbreviation,NULL,0,0,0
8690,1040,HarvestMethod_text,Harvest method (hand,combine
8700,1040,IrrigMethod_text,Irrigation method,NULL,0,0,0
8710,1040,SEED_AMOUNT_t,Seed inventory amount deposited or withdrawn (t
8720,1040,PlantingDensity_g_plot,Planting density as seed or propagule rate at planting,NULL,0,0,0
8730,1040,TillSytem_text,Tillage system (conventional,reduced,no-till
8740,1040,PlantingDensity_seed_m2,Planting density as seed or propagule rate at planting,NULL,0,0,0
8750,1040,PlantingDensity_seed_plot,Planting density as seed or propagule rate at planting,NULL,0,0,0
8760,1040,PlotLng_m,Plot length,NULL,0,0,0
8770,1040,PlotWid_m,Plot width,NULL,0,0,0
8780,1040,Roguing_Y_N,Roguing (removing undesirable plants
8790,1040,SeedDistrib_text,Seed distribution (solid rows,paired rows,broadcast
8800,1040,SowingDepth_cm,Sowing depth,NULL,0,0,0
8810,1040,SowingMethod_text,Sowing method (hand,planter
8820,1040,ThresherMethod_text,Thresher method (hand,stationary,combine
8830,1040,MecWeedCtrl_date,Mechanical weed control,NULL,0,0,0
8831,1040,NBLKS,Number of blocks in an experimental design.,NULL,0,0,0
8832,1010,ED - number of blocks,ED - number of blocks,NULL,0,0,0
8841,1010,ED - % of test entries to replicate,Experimental design parameter - % of test entries to replicate,NULL,0,0,0
8842,1040,PREP,Percentage of test entries to replicate for P-Rep Design,NULL,0,0,0
10040,2030,C,Copy right,NULL,0,0,0
10050,2030,O,Open commons,NULL,0,0,0
10055,2040,UNREP,Unreplicated demonstration,NULL,0,0,0
10060,2020,SC,Study conditions,NULL,0,0,0
10070,2020,MD,Means data for each trial instance,NULL,0,0,0
10080,2020,SD,Environment conditions and summary data,NULL,0,0,0
10090,2020,PD,Plot data,NULL,0,0,0
10091,2020,SS,Sub-sample data,NULL,0,0,0
10092,2020,WD,Weather data,NULL,0,0,0
10093,2020,OM,Means over trial instances,NULL,0,0,0
10094,2020,PSD,Plant Sub-Observation Dataset,NULL,0,0,0
10095,2020,QSD,Quadrats Sub-Observation Dataset,NULL,0,0,0
10096,2020,TSD,Time Series Sub-Observation Dataset,NULL,0,0,0
10097,2020,CSD,Custom Sub-Observation Dataset,NULL,0,0,0
10100,2040,CRD,Completely randomized design,NULL,0,0,0
10110,2040,RCBD,Randomized complete block design,NULL,0,0,0
10120,2040,Alpha,Alpha lattice,NULL,0,0,0
10130,2040,RIBD,Resolvable incomplete block design,NULL,0,0,0
10140,2040,NRIBD,Non resolvable incomplete block design,NULL,0,0,0
10145,2040,RRCD,Resolvable row-column design,NULL,0,0,0
10150,2040,NRRCD,Non resolvable row-column design,NULL,0,0,0
10160,2040,Augmented,Augmented design,NULL,0,0,0
10164,2040,PREPD,Partially Replicated Design,NULL,0,0,0
10165,2040,SP,Split-plot design,NULL,0,0,0
10166,2040,RIBDL,Resolvable Incomplete Block Design (Latinized
10167,2040,RRCDL,Resolvable Row-and-Column Design (Latinized
10168,2040,EGDGN,Externally generated design,NULL,0,0,0
10169,2040,ELO,Entry list order,NULL,0,0,0
10170,2050,T,Test entry,NULL,0,0,0
10180,2050,C,Check entry,NULL,0,0,0
10185,2050,X,Non Replicated,NULL,0,0,0
10190,2050,D,Disease check,NULL,0,0,0
10200,2050,S,Stress check,NULL,0,0,0
10210,3040,SEG,Segregating nursery,NULL,0,0,0
10220,3040,HAP,Haploid nursery,NULL,0,0,0
10230,3040,DHN,Double haploid nursery,NULL,0,0,0
10240,3040,OBS,Observational nursery,NULL,0,0,0
10250,3040,BSN,Biotic stress nursery,NULL,0,0,0
10260,3040,ASN,Abiotic stress nursery,NULL,0,0,0
10270,3040,PTN,Parent test nursery,NULL,0,0,0
10280,3040,ILN,Inbred line nursery,NULL,0,0,0
10290,2070,0,Dry season,NULL,0,0,0
10300,2070,1,Wet season,NULL,0,0,0
12951,3050,PR,Parent,NULL,0,0,0
12952,3050,F1,F1 generation,NULL,0,0,0
12953,3050,F2,F2 generation,NULL,0,0,0
12954,3050,F3,F3 generation,NULL,0,0,0
12955,3050,F4,F4 generation,NULL,0,0,0
12956,3050,F5,F5 generation,NULL,0,0,0
12957,3050,F6,F6 generation,NULL,0,0,0
12958,3050,AD,Advanced generation,NULL,0,0,0
12959,3050,MX,Mixed generations,NULL,0,0,0
12960,2005,1,Active study visible to all users with access,NULL,0,0,0
12961,3050,OT,Other,NULL,0,0,0
12970,2005,2,Active study visible to owner only,NULL,0,0,0
12980,2005,3,Locked study visible to all users with access,NULL,0,0,0
12990,2005,9,Deleted study,NULL,0,0,0
15009,1010,Yield,Yield,NULL,0,0,0
15010,1010,Biomass,Biomass,NULL,0,0,0
15020,1010,Plant height,Plant height,NULL,0,0,0
15030,1010,Flowering time,Flowering,NULL,0,0,0
15040,1010,Maturity time,Maturity,NULL,0,0,0
15045,1010,Fertility measure,Plant fertility,NULL,0,0,0
15050,1010,Disease pressure,Disease pressure,NULL,0,0,0
15060,1010,Lodging incidence,Lodging incidence,NULL,0,0,0
15080,1010,Plant vigor,Plant vigor,NULL,0,0,0
15090,1010,Pest pressure,Pest pressure,NULL,0,0,0
15100,1010,Weed pressure,Weed pressure,NULL,0,0,0
15110,1010,Grain size,Grain size,NULL,0,0,0
15115,1010,Grain moisture,Grain moisture,NULL,0,0,0
15120,1010,Harvest index,Harvest index,NULL,0,0,0
15130,1010,Days to harvest,Days to harvest,NULL,0,0,0
16000,1020,Dry and weigh,Dry and weigh,NULL,0,0,0
16010,1020,Soil to tip at maturity,Soil to tip at maturity,NULL,0,0,0
16020,1020,Count days after sowing,Count days after sowing,NULL,0,0,0
16030,1020,Visual assessment,Visual assessment,NULL,0,0,0
16040,1020,Counting,Counting,NULL,0,0,0
16050,1020,Visual assessment at seedling stage,Visual assessment at seedling stage,NULL,0,0,0
16060,1020,Visual assessment at maturity,Visual assessment at maturity,NULL,0,0,0
16070,1020,Weigh 1000 dry grains,Weigh 1000 dry grains,NULL,0,0,0
16075,1020,Weigh 100 dry grains,Weigh 100 dry grains,NULL,0,0,0
16080,1020,Calculate yield/biomas,Calculate yield/biomas,NULL,0,0,0
16090,1020,LS MEAN,Least squares mean of plot data,NULL,0,0,0
16091,1020,Statistical analysis,Value resulting from a statistical analysis,NULL,0,0,0
16095,1020,ERROR ESTIMATE,Estimated unit errors from statistical analysis,NULL,0,0,0
16100,1020,Method for SEM,Standard error of a mean,NULL,0,0,0
16110,1020,Method for LSD,Least significant difference 5%,NULL,0,0,0
16120,1020,Method for MIN,Minimum of a set of values,NULL,0,0,0
16130,1020,Method for MAX,Maximum of a set of values,NULL,0,0,0
16140,1020,Method for H,Heritability calculation,NULL,0,0,0
17010,1030,t/ha,Tonnes per hectare,NULL,0,0,0
17021,1030,mm,milimeter,NULL,0,0,0
17040,1030,Score,Score,NULL,0,0,0
17050,1030,Percent,Percent,NULL,0,0,0
17070,1030,Index,Index,NULL,0,0,0
17080,1030,g/1000 grains,g/1000 grains,NULL,0,0,0
17090,1030,g/100 grains,g/100 grains,NULL,0,0,0
17100,1030,Number/square meter,Number/square meter,NULL,0,0,0
17110,1030,Ratio,Ratio of numbers,NULL,0,0,0
17120,1030,cm/day,cm per day,NULL,0,0,0
17130,1030,Mpa,Megapascal,NULL,0,0,0
17140,1030,pg/g,Picogram per gram,NULL,0,0,0
17150,1030,uF,Microfarad,NULL,0,0,0
17160,1030,rank,Rank order,NULL,0,0,0
18000,1040,Grain_yield,Total Yield per plot,from the harvest of the 2 central rows in the plot in (kg/ha
18010,1040,Biomas_yield,Biomas - dry and weigh (t/ha
18020,1040,Plant_height,Plant height - soil to tip at maturity  (cm
18030,1040,Days_to_flowering,Flowering - count days after sowing (number
18040,1040,Days_to_maturity,Maturity - count days after sowing (number
18050,1040,DisPressure_0_9,Disease pressure - visual assessment,NULL,0,0,0
18060,1040,Lodging_incidence,Lodging incidence - visual assessment (percent
18070,1040,Plant_stand,Plant stand - count (number
18080,1040,Plant_vigor,Plant vigor - visual assessment at seedling stage (score
18090,1040,PestPressure_0_9,Pest pressure - visual assessment,NULL,0,0,0
18100,1040,WeedPressure_number,Weed pressure - count number of weed plants in the plot,NULL,0,0,0
18110,1040,Grain_size,Grain size - weigh 1000 dry grains (g
18120,1040,Harvest_index,Harvest index - calculate yield/biomas (index
18130,1040,Days_to_harvest,Days to harvest - count days after sowing (number
18140,1040,GRAIN_YIELD_SEM,Grain yield - standard error of a mean (KG/HA
18150,1040,GRAIN_YIELD_LSD,Grain yield - least significant difference 5% (KG/HA
18160,1040,PLANT_HEIGHT_SEM,Plant height - standard error of a mean (CM
18170,1040,PLANT_HEIGHT_LSD,Plant height - least significant difference 5% (CM
18180,1040,PLANT_HEIGHT_MEAN,Plant height - least squares mean  (CM
18190,1040,GRAIN_YIELD_MEAN,Grain yield - least squares mean (KG/HA
18200,1040,GRAIN_YIELD_UnitErrors,YIELD_UnitErrors,NULL,0,0,0
18210,1040,PLANT_HEIGHT_UnitErrors,PLTHT_UnitErrors,NULL,0,0,0
18220,1040,GRAIN_YIELD_Minimum,Grain yield - minimum (kg/ha
18230,1040,GRAIN_YIELD_Maximum,Grain yield - maximum (kg/ha
18240,1040,GRAIN_YIELD_Hertibility,Grain yield - heritability (ratio
18250,1040,PLANT_HEIGHT_Minimum,Plant height - minimum (cm
18260,1040,PLANT_HEIGHT_Maximum,Plant height - maximum (cm
18270,1040,PLANT_HEIGHT_Heritability,Plant height - heritability (ratio
18271,1040,PLANT_HEIGHT_GM,Plant height_Grand mean,NULL,0,0,0
18272,1040,GRAIN_YIELD_GM,Grain yield_Grand mean,NULL,0,0,0
18273,1040,PLANT_HEIGHT_CV,Plant height_CV,NULL,0,0,0
18274,1040,GRAIN_YIELD_CV,Grain yield_CV,NULL,0,0,0
18275,1040,PLANT_HEIGHT_MSE,Plant height_MSE,NULL,0,0,0
18276,1040,GRAIN_YIELD_MSE,Grain yield_MSE,NULL,0,0,0
18277,1040,PLANT_HEIGHT_pValue,Plant height_pValue,NULL,0,0,0
18278,1040,GRAIN_YIELD_pValue,Grain yield_pValue,NULL,0,0,0
18279,1040,PLANT_HEIGHT_EDF,Plant height_EDF,NULL,0,0,0
18280,1040,GRAIN_YIELD_EDF,Grain yield_EDF,NULL,0,0,0
18281,1040,PLANT_HEIGHT_NREP,Plant height_No Reps,NULL,0,0,0
18282,1040,GRAIN_YIELD_NREP,Grain yield_No Reps,NULL,0,0,0
19000,3010,0,No disease,NULL,0,0,0
19010,3010,1,10 percent of plants affected,NULL,0,0,0
19020,3010,2,20 percent of plants affected,NULL,0,0,0
19030,3010,3,30 percent of plants affected,NULL,0,0,0
19040,3010,4,40 percent of plants affected,NULL,0,0,0
19050,3010,5,50 percent of plants affected,NULL,0,0,0
19060,3010,6,60 percent of plants affected,NULL,0,0,0
19070,3010,7,70 percent of plants affected,NULL,0,0,0
19080,3010,8,80 percent of plants affected,NULL,0,0,0
19090,3010,9,All plants affected,NULL,0,0,0
19100,3020,1,Extra vigorous (very fast growing
19110,3020,2,Vigorous (fast growing
19120,3020,3,Normal,NULL,0,0,0
19130,3020,4,Weak (plants somewhat stunted
19140,3020,5,Very weak (stunted growth,yellowing of leaves
19150,3030,0,No plants affected,NULL,0,0,0
19160,3030,1,10 percent of plants affected,NULL,0,0,0
19170,3030,2,20 percent of plants affected,NULL,0,0,0
19180,3030,3,30 percent of plants affected,NULL,0,0,0
19190,3030,4,40 percent of plants affected,NULL,0,0,0
19200,3030,5,50 percent of plants affected,NULL,0,0,0
19210,3030,6,60 percent of plants affected,NULL,0,0,0
19220,3030,7,70 percent of plants affected,NULL,0,0,0
19230,3030,8,80 percent of plants affected,NULL,0,0,0
19240,3030,9,All plants affected,NULL,0,0,0
20002,1010,Soybean Mosaic Virus,Stunting of plants and crinkled and mottling of leaves,NULL,0,0,0
20003,1010,Soybean rust,Tan and reddish brown lesions on leaves,pods or whole plant caused by Phakopsora Pachyrhizi,NULL,0,0,0
20005,1010,Nodulation,Root nodule formation due to interaction with microorganisms.,NULL,0,0,0
20006,1010,Meloidogyne Spp infestation,Infestation by root-knot nematode,NULL,1,0,0
20007,1010,Plants Harvested,The number of plants harvested contributing to the yield,NULL,0,0,0
20008,1010,Fodder Yield,Weight of harvested fodder i.e.,haulm,stover per unit of area,NULL,0,0,0
20009,1010,Storability,Capacity of a seed to emerge when planted after being stored during a given amount of time.,NULL,0,0,0
20010,1010,Early shattering,Proportion of open pods,NULL,1,0,0
20011,1040,BP_Est_1to5,Bacterial Pustule -BY- Bacterial pustle assessment -IN- 1 to 5 infection score,NULL,0,0,0
20012,1040,RUST_Est_1to5,Soybean rust -BY- Rust assessment -IN- 1 to 5 infection score,NULL,0,0,0
20013,1040,SMV_Est_1to5,Soybean Mosaic Virus -BY- SMV assessment -IN- 1 to 5 infection score,NULL,0,0,0
20014,1040,FROGEYE_Est_1to5,Frogeye leafspot -BY- Frog eye assessment -IN- 1 to 5 infection score,NULL,0,0,0
20015,1040,RtNod_Est_1to5,Nodulation -BY- Nodulation observation -IN- 1 to 5 percentage scale,NULL,0,0,0
20016,1040,Meloidogyne Spp,Nematode at R4-R6 stage,NULL,1,0,0
20017,1040,Stalk Height,Height in cm from base of plant to first pod at R3-R6 stages,NULL,0,0,0
20018,1040,Lodg_Est_1to5,Score the average lodging of the plot on a 1 to 5 scale with 1=plants fully erect and 5= all plants prostrate.,NULL,0,0,0
20019,1040,PlntHvst_Count_plant,Plants Harvested -BY- Number of plants harvested in the net plot,excluding the borders -IN- Plant,NULL,0,0,0
20021,1040,FodYld_MeasPerPlot_gPlot,Fodder Yield -BY- Weighing of fodder per plot -IN- g/plot,NULL,0,0,0
20022,1040,PodShat_EarlyEst_1to5,Pod shattering -BY- Early pod shattering estimation -IN- 1 to 5 percentage scale,NULL,0,0,0
20023,1040,Storab_Count_Pct,Storability -BY- Germination in storage count -IN- Percentage,NULL,0,0,0
20064,1010,Stalk height,Height of lowest pods,NULL,0,0,0
20100,1010,100 seed weight,Weight of the seed,NULL,1,0,0
20101,1010,Beet armyworm,Foliar feeding damage caused by beet armyworm(Spodoptera exigua
20102,1010,Canopy height,Distance from growing medium to the top leaves in a plot of soybean plants,NULL,1,0,0
20103,1010,Chlorosis,Reduction in chlorophyll in a plant or plant part as a result of nutrient deficiency,NULL,0,0,0
20104,1010,Cold stress resistance,Resistance of a plant or plant part to damage by lower than normal temperatures,NULL,0,0,0
20105,1010,Defoliation,Defoliation by chewing insects,NULL,0,0,0
20106,1010,Downy mildew,Reaction of the plant or plant part to Peronospora manchurica infection.,NULL,0,0,0
20107,1010,Drought Tolerance,Resistance to damage by water restriction.,NULL,0,0,0
20108,1010,Fiber content,The amount of fiber in soybean seed,NULL,0,0,0
20109,1010,First flower,Anthesis or flowering time is the period during which a flower is fully open and functional. Pollination and fertilization occur during this period.,NULL,1,0,0
20110,1010,Flooding tolerance,Response of plant to inundation by water of all or part of the plant,NULL,0,0,0
20111,1010,Flower color,Color of the flower petals,NULL,0,0,0
20112,1010,Flower form,Final developmental form of a flower.,NULL,0,0,0
20113,1010,Flower number,The number of flowers produced by a plant,NULL,0,0,0
20114,1010,Germination time,Time from planting soybean seed until hypocotyl emerges from the substrate,NULL,0,0,0
20115,1010,Grain Weight,Yield of a soybean field in terms of seed weight per unit area at a specified moisture content.,NULL,0,0,0
20116,1010,Heat stress resistance,Resistance of a plant or plant part to damage by higher than normal temperatures,NULL,0,0,0
20117,1010,Height of lowest pods,Height from soil surface to first pod,NULL,0,0,0
20118,1010,Herbicide sensitivity,Reaction of the plant or plant part to herbicide exposure,NULL,0,0,0
20119,1010,Hilum color,Color of the soybean seed hilum (scar on the ovule produced by abscission of funiculus
20120,1010,Late Shattering Score,Proportion of open pods,NULL,1,0,0
20121,1010,Lateral root shape,The shape of the lateral root at a stipulated range of the roots,NULL,1,0,0
20122,1010,Lateral root size,The diameter of a lateral root measured at the proximal end of the root,NULL,0,0,0
20123,1010,Leaf chlorophyll content,The amount of chlorophyll normally found in a plant under normal environmental conditions,NULL,0,0,0
20124,1010,Leaf number,The number of leaves (petioles
20125,1010,Leaflet shape,The shape of the leaflet.,NULL,0,0,0
20127,1010,Main stem diameter,The average diameter of the main stem of soybean plant,NULL,0,0,0
20128,1010,Maturity date,Time when pods have changed to final color.,NULL,0,0,0
20129,1010,Maturity group,Maturity group designation of a germplasm.,NULL,0,0,0
20130,1010,Nodule number,The number of nodule on the root system usually compared to wild type,NULL,0,0,0
20131,1010,Number of seeds,Number of seed per pod sampled,NULL,0,0,0
20132,1010,Plant branching,Tendency of plant to form primary branches,NULL,0,0,0
20133,1010,Pod color,Color of the pod.,NULL,0,0,0
20134,1010,Pod length,Length of the pod from the caylx to the pod tip in cm or mm,NULL,0,0,0
20135,1010,Pod Maturity Date,Number of days past planting when pods are mature. This trait is synonymous with seed pod maturity.Maturity defined as pods have reached their final color.,NULL,1,0,0
20136,1010,Pod number,Number of pods per plant,NULL,0,0,0
20137,1010,Primary root shape,The shape of the primary root at a stipulated range of the root,NULL,0,0,0
20138,1010,Primary root size,The diameter of the main root measured at a stipulated level of the root,NULL,0,0,0
20139,1010,Pubescence Color,The color of soybean pubescence.,NULL,0,0,0
20140,1010,Pubescence form,Orientation of pubescence,generally on the leaf surface but some types are classified on the stem,NULL,0,0,0
20141,1010,Pubescence presence,Presence or absence of pubecsence on soybean plant,NULL,0,0,0
20142,1010,Pubescence tip type,The form of the tip of a soybean pubescence,NULL,0,0,0
20143,1010,R8 Full Maturity,Time when pods have changed to final color.,NULL,1,0,0
20144,1010,Reaction to Aphis glycines,The reaction of the plant or plant part to damage caused by Aphis glycines feeding.,NULL,0,0,0
20145,1010,Reproductive period,The number of days between growth stage R1 and R8 or R8 - R1 in days past planting.,NULL,0,0,0
20146,1010,Root knot nematode,Large galls or knots on the root system caused by Meloidogyne Spp,NULL,0,0,0
20147,1010,Root nodule weight,Weight of root nodules,NULL,0,0,0
