File,Sheet,Page,Language,Variable Name,Variable Description,Data_type,Unit_of_Measurment,Key
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input1_Unit,Unit of measurement,Integer,Per Quintals,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input1_Qnt,Total quantity used (QU/plot/season) (not per times),Integer,QU/plot/season,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input1_Avg_Price,Average price of input as used during last season (Birr per measurement),Integer,Birr,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input1_Covid_Aff,Did the COVID-19 situation affected your expected use of the specific input? (Code 1) input? (Code 1),Code,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input2_AnimalWaste,Have you applied Manure: Animal waste/manure (Code 1),Code,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input2_Name,Name of input,Text,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input2_Unit,Unit of measurement,Integer,Per Quintals,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input2_Qnt,Total quantity used (QU/plot/season) (not per times),Integer,QU/plot/season,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input2_Avg_Price,Average price of input as used during last season (Birr per measurement,Integer,Birr,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input2_Covid_Aff,Did the COVID-19 situation affected your expected use of the specific input? (Code 1) inuput?(Code 1),Code,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input3_ChemFert_1,Have you applied Chemical fertilizers - Type 1 (Code 1),Code,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input3_Name_1,Name of input,Text,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input3_Unit_1,Unit of measurement,Integer,Per Kg,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input3_Qnt_1,Total quantity used (QU/plot/season) (not per times),Integer,QU/plot/season,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input3_Avg_Price_1,Average price of input as used during last season (Birr per measuremen,Integer,Birr,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input3_Covid_Aff_1,Did the COVID-19 situation affected your expected use of the specific input? (Code 1),Code,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input3_ChemFert_2,Have you applied Chemical fertilizers - Type 2 (Code 1),Code,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input3_Name_2,Name of input,Text,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input3_Unit_2,Unit of measurement,Integer,Per Kg,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input3_Qnt_2,Total quantity used (QU/plot/season) (not per times),Integer,QU/plot/season,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input3_Avg_Price_2,Average price of input as used during last season (Birr per measuremen,Integer,Birr,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input3_Covid_Aff_2,Did the COVID-19 situation affected your expected use of the specific input? (Code 1),Code,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input3_ChemFert_3,Have you applied Chemical fertilizers - Type 3 (Code 1),Code,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input3_Name_3,Name of input,Text,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input3_Unit_3,Unit of measurement,Integer,Per Kg,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input3_Qnt_3,Total quantity used (QU/plot/season) (not per times),Integer,QU/plot/season,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input3_Avg_Price_3,Average price of input as used during last season (Birr per measuremen,Integer,Birr,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input3_Covid_Aff_3,Did the COVID-19 situation affected your expected use of the specific input? (Code 1),Code,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input4_Herbicide_1,Have you applied Herbicides - Type 1 (Code 1),Code,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input4_Name_1,Name of input,Text,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input4_Unit_1,Unit of measurement,Integer,Per Lt or Kg,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input4_Qnt_1,Total quantity used (QU/plot/season) (not per times),Integer,QU/plot/season,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input4_Avg_Price_1,Average price of input as used during last season (Birr per measuremen,Integer,Birr,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input4_Covid_Aff_1,Did the COVID-19 situation affected your expected use of the specific input? (Code 1),Code,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input4_Herbicide_2,Have you applied Herbicides - Type 2 (Code 1),Code,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input4_Name_2,Name of input,Text,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input4_Unit_2,Unit of measurement,Integer,Per Lt or Kg,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input4_Qnt_2,Total quantity used (QU/plot/season) (not per times),Integer,QU/plot/season,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input4_Avg_Price_2,Average price of input as used during last season (Birr per measuremen,Integer,Birr,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input4_Covid_Aff_2,Did the COVID-19 situation affected your expected use of the specific input? (Code 1),Code,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input5_OthrPesticide_1,Have you applied Other pesticides (fungicides and insecticides) - Type 1 (Code 1),Code,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input5_Name_1,Name of input,Text,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input5_Unit_1,Unit of measurement,Integer,Per Lt or Kg,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input5_Qnt_1,Total quantity used (QU/plot/season) (not per times),Integer,QU/plot/season,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input5_Avg_Price_1,Average price of input as used during last season (Birr per measuremen,Integer,Birr,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input5_Covid_Aff_1,Did the COVID-19 situation affected your expected use of the specific input? (Code 1),Code,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input5_OthrPesticide_2,Have you applied Other pesticides (fungicides and insecticides) - Type 2 (Code 1),Code,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input5_Name_2,Name of input,Text,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input5_Unit_2,Unit of measurement,Integer,Per Lt or Kg,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input5_Qnt_2,Total quantity used (QU/plot/season) (not per times),Integer,QU/plot/season,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input5_Avg_Price_2,Average price of input as used during last season (Birr per measuremen,Integer,Birr,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input5_Covid_Aff_2,Did the COVID-19 situation affected your expected use of the specific input? (Code 1),Code,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input6_Lime,Have you applied Lime or soil conditioner (Code 1),Code,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input6_Name,Name of input,Text,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input6_Unit,Unit of measurement,Integer,Per Kg,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input6_Qnt,Total quantity used (QU/plot/season) (not per times),Integer,QU/plot/season,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input6_Avg_Price,Average price of input as used during last season (Birr per measurement,Integer,Birr,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input6_Covid_Aff,Did the COVID-19 situation affected your expected use of the specific input? (Code 1) i,Code,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input7_Irrgn_Fuel,Have you applied Irrigation fuel cost (excluding labor cost) (Code 1),Code,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input7_Name,Name of input,Text,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input7_Unit,Unit of measurement,Integer,Per Application,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input7_Qnt,Total quantity used (QU/plot/season) (not per times),Integer,QU/plot/season,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input7_Avg_Price,Average price of input as used during last season (Birr per measurement,Integer,Birr,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input7_Covid_Aff,Did the COVID-19 situation affected your expected use of the specific input? (Code 1) i,Code,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input8_Electricity_Cost,Have you applied Electricity cost (Code 1),Code,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input8_Name,Name of input,Text,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input8_Unit,Unit of measurement,Integer,Per Unit,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input8_Qnt,Total quantity used (QU/plot/season) (not per times),Integer,QU/plot/season,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input8_Avg_Price,Average price of input as used during last season (Birr per measurement,Integer,Birr,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 9,English,Input8_Covid_Aff,Did the COVID-19 situation affected your expected use of the specific input? (Code 1),Code,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_LandLevelling_1,No. of Land levelling and cleaning operations per season,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Days_Req_Op1,No. of days required to complete 1 operation,Integer,Days,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Contracted_Out_Op1,Number of times the activity was contracted out (< or = total number of,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Hired_MLab_Op1,Average no. of MALE hired labor used per day of operation,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Hired_FLab_Op1,Average no. of FEMALE hired labor used per day of operation,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Hired_AnimLab_Op1,Average no. of ANIMAL hired labor used per day of operation,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Hired_MechLab_Op1,Average no. of MACHINE hired labor used per day of operation,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,MLab_WageRate_Op1,"If not contracted out all the time, the wage rate paid (ETB. per day) Male",Integer,ETB/Day,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,FLab_WageRate_Op1,"If not contracted out all the time, the wage rate paid (ETB. per day) Female",Integer,ETB/Day,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,AnimLab_WageRate_Op1,"If not contracted out all the time, the wage rate paid (ETB. per day) Animal",Integer,ETB/Day,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,MechLab_WageRate_Op1,"If not contracted out all the time, the wage rate paid (ETB. per day) Machine",Integer,ETB/Day,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,RentalFee_OutContract_Op1,"If contracted out at least once, rental fee (ETB. per operation)",Integer,ETB,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Own_MLab_Op1,No. of own MALE labor used per day of work,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Own_FLab_Op1,No. of own FEMALE labor used per day of work,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Own_AnimLab_Op1,No. of own ANIMAL labor used per day of work,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Own_MechLab_Op1,No. of own MACHINE used per day of work,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_LandPreprn_2,No. of Land preparation (tillage) operations per season,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Days_Req_Op2,No. of days required to complete 1 operation,Integer,Days,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Contracted_Out_Op2,Number of times the activity was contracted out (< or = total number of,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Hired_MLab_Op2,Average no. of MALE hired labor used per day of operation,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Hired_FLab_Op2,Average no. of FEMALE hired labor used per day of operation,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Hired_AnimLab_Op2,Average no. of ANIMAL hired labor used per day of operation,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Hired_MechLab_Op2,Average no. of MACHINE hired labor used per day of operation,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,MLab_WageRate_Op2,per day) Male,Integer,ETB/Day,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,FLab_WageRate_Op2,"If not contracted out all the time, the wage rate paid (ETB. per day) Female",Integer,ETB/Day,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,AnimLab_WageRate_Op2,"If not contracted out all the time, the wage rate paid (ETB. per day) Animal",Integer,ETB/Day,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,MechLab_WageRate_Op2,"If not contracted out all the time, the wage rate paid (ETB. per day) Mechine",Integer,ETB/Day,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,RentalFee_OutContract_Op2,"If contracted out at least once, rental fee (ETB. per operation)",Integer,ETB,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Own_MLab_Op2,No. of own MALE labor used per day of work,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Own_FLab_Op2,No. of own FEMALE labor used per day of work,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Own_AnimLab_Op2,No. of own ANIMAL labor used per day of work,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Own_MechLab_Op2,No. of own MACHINE used per day of work,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Sowing_3,No. of Seeding/planting/sowing operations per season,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Days_Req_Op3,No. of days required to complete 1 operation,Integer,Days,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Contracted_Out_Op3,Number of times the activity was contracted out (< or = total number of,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Hired_MLab_Op3,Average no. of MALE hired labor used per day of operation,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Hired_FLab_Op3,Average no. of FEMALE hired labor used per day of operation,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Hired_AnimLab_Op3,Average no. of ANIMAL hired labor used per day of operation,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Hired_MechLab_Op3,Average no. of MACHINE hired labor used per day of operation,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,MLab_WageRate_Op3,"If not contracted out all the time, the wage rate paid (ETB. per day) Male",Integer,ETB/Day,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,FLab_WageRate_Op3,"If not contracted out all the time, the wage rate paid (ETB. per day) Female",Integer,ETB/Day,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,AnimLab_WageRate_Op3,"If not contracted out all the time, the wage rate paid (ETB. per day) Animal",Integer,ETB/Day,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,MechLab_WageRate_Op3,"If not contracted out all the time, the wage rate paid (ETB. per day) Machine",Integer,ETB/Day,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,RentalFee_OutContract_Op3,"If contracted out at least once, rental fee (ETB. per operation)",Integer,ETB,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Own_MLab_Op3,No. of own MALE labor used per day of work,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Own_FLab_Op3,No. of own FEMALE labor used per day of work,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Own_AnimLab_Op3,No. of own ANIMAL labor used per day of work,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Own_MechLab_Op3,No. of own MACHINE used per day of work,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_MWeed_PreSowing_4,No. of Manual weeding (pre-sowing) operations per season,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Days_Req_Op4,No. of days required to complete 1 operation,Integer,Days,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Contracted_Out_Op4,Number of times the activity was contracted out (< or = total number of,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Hired_MLab_Op4,Average no. of MALE hired labor used per day of operation,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Hired_FLab_Op4,Average no. of FEMALE hired labor used per day of operation,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Hired_AnimLab_Op4,Average no. of ANIMAL hired labor used per day of operation,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Hired_MechLab_Op4,Average no. of MACHINE hired labor used per day of operation,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,MLab_WageRate_Op4,"If not contracted out all the time, the wage rate paid (ETB. per day) Male",Integer,ETB/Day,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,FLab_WageRate_Op4,"If not contracted out all the time, the wage rate paid (ETB. per day) Female",Integer,ETB/Day,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,AnimLab_WageRate_Op4,"If not contracted out all the time, the wage rate paid (ETB. per day) Animal",Integer,ETB/Day,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,MechLab_WageRate_Op4,"If not contracted out all the time, the wage rate paid (ETB. per day) Machine",Integer,ETB/Day,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,RentalFee_OutContract_Op4,"If contracted out at least once, rental fee (ETB. per operation)",Integer,ETB,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Own_MLab_Op4,No. of own MALE labor used per day of work,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Own_FLab_Op4,No. of own FEMALE labor used per day of work,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Own_AnimLab_Op4,No. of own ANIMAL labor used per day of work,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Own_MechLab_Op4,No. of own MACHINE used per day of work,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_MWeed_PostSowing_5,No. of Manual weeding (post-sowing) operations per season,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Days_Req_Op5,No. of days required to complete 1 operation,Integer,Days,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Contracted_Out_Op5,Number of times the activity was contracted out (< or = total number of,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Hired_MLab_Op5,Average no. of MALE hired labor used per day of operation,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Hired_FLab_Op5,Average no. of FEMALE hired labor used per day of operation,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Hired_AnimLab_Op5,Average no. of ANIMAL hired labor used per day of operation,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Hired_MechLab_Op5,Average no. of MACHINE hired labor used per day of operation,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,MLab_WageRate_Op5,"If not contracted out all the time, the wage rate paid (ETB. per day) Male",Integer,ETB/Day,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,FLab_WageRate_Op5,"If not contracted out all the time, the wage rate paid (ETB. per day) Female",Integer,ETB/Day,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,AnimLab_WageRate_Op5,"If not contracted out all the time, the wage rate paid (ETB. per day) Animal",Integer,ETB/Day,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,MechLab_WageRate_Op5,"If not contracted out all the time, the wage rate paid (ETB. per day) Machine",Integer,ETB/Day,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,RentalFee_OutContract_Op5,"If contracted out at least once, rental fee (ETB. per operation)",Integer,ETB,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Own_MLab_Op5,No. of own MALE labor used per day of work,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Own_FLab_Op5,No. of own FEMALE labor used per day of work,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Own_AnimLab_Op5,No. of own ANIMAL labor used per day of work,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Own_MechLab_Op5,No. of own MACHINE used per day of work,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_ChemWeed_PreSowng_6,No. of Chemical weeding (pre-sowing) operations per season,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Days_Req_Op6,No. of days required to complete 1 operation,Integer,Days,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Contracted_Out_Op6,Number of times the activity was contracted out (< or = total number of,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Hired_MLab_Op6,Average no. of MALE hired labor used per day of operation,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Hired_FLab_Op6,Average no. of FEMALE hired labor used per day of operation,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Hired_AnimLab_Op6,Average no. of ANIMAL hired labor used per day of operation,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Hired_MechLab_Op6,Average no. of MACHINE hired labor used per day of operation,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,MLab_WageRate_Op6,"If not contracted out all the time, the wage rate paid (ETB. per day) Male",Integer,ETB/Day,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,FLab_WageRate_Op6,"If not contracted out all the time, the wage rate paid (ETB. per day) Female",Integer,ETB/Day,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,AnimLab_WageRate_Op6,"If not contracted out all the time, the wage rate paid (ETB. per day) Animal",Integer,ETB/Day,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,MechLab_WageRate_Op6,"If not contracted out all the time, the wage rate paid (ETB. per day) Machine",Integer,ETB/Day,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,RentalFee_OutContract_Op6,"If contracted out at least once, rental fee (ETB. per operation)",Integer,ETB,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Own_MLab_Op6,No. of own MALE labor used per day of work,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Own_FLab_Op6,No. of own FEMALE labor used per day of work,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Own_AnimLab_Op6,No. of own ANIMAL labor used per day of work,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Own_MechLab_Op6,No. of own MACHINE used per day of work,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_ChemWeed_PostSowng_7,No. of Chemical weeding (post- sowing) operations per season,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Days_Req_Op7,No. of days required to complete 1 operation,Integer,Days,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Contracted_Out_Op7,Number of times the activity was contracted out (< or = total number of,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Hired_MLab_Op7,Average no. of MALE hired labor used per day of operation,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Hired_FLab_Op7,Average no. of FEMALE hired labor used per day of operation,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Hired_AnimLab_Op7,Average no. of ANIMAL hired labor used per day of operation,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,Num_Hired_MechLab_Op7,Average no. of MACHINE hired labor used per day of operation,Integer,,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,MLab_WageRate_Op7,"If not contracted out all the time, the wage rate paid (ETB. per day) Male",Integer,ETB/Day,0
AGG_HH_Survey_Ethiopia.xlsx,2.2.a,Page number 10,English,FLab_WageRate_Op7,"If not contracted out all the time, the wage rate paid (ETB. per day) Female",Integer,ETB/Day,0
