HH_Id,Dietery_Intro,Rate_Health,Dignosed_Covid_Yn,Covid_Infecn_Date,Vegetarian_Yn,Egg_Consumpn_Yn,Milk_Consumpn_Yn,Fasting_Day_Yn,Eat_Cereals_Yn,Eat_Tubers_Yn,Eat_Pulses_Yn,Eat_Nuts_Seed_Yn,Eat_MilkPrdct_Yn,Eat_FleshFood_Yn,Eat_Egg_Yn,Eat_GreenLeafVeg_Yn,Eat_VitFruits_Yn,Eat_VitVeg_Yn,Eat_OthrVeg_Yn,Eat_OthrFruit_Yn,Eat_Oil_Fat_Yn,Eat_Condiments_Yn,Eat_Savory_Yn,Eat_Sweet_Yn,Eat_SugarBev_Yn,Consume_Alcohol_Yn,Food_Comments
4033,1,1,0, ,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NONE
4034,1,2,0, ,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, 
4035,1,2,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,NONE
4036,1,2,0, ,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,NONE
4037,1,2,0, ,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,NONE
4038,1,2,0, ,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, 
4039,1,2,0, ,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,NONE
4040,1,1,0, ,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,NONE
4041,1,1,0, ,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,NONE
4042,1,2,0, ,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,NO
4043,1,3,0, ,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,NONE
4044,1,2,0, ,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,NONE
4045,1,1,0, ,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,NONE
4046,1,1,0, ,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,none
4047,1,3,0, ,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,None
4048,1,2,0, ,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,NONE
98,1,1,0, ,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,NONE
99,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,NONE
100,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,NONE
101,1,1,0, ,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,NONE
102,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,NONE
103,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,NONE
260,1,2,0, ,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,NONE
261,1,2,0, ,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,NONE
262,1,1,0, ,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,NO
263,1,2,0, ,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,NONE
264,1,1,0, ,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,NONE
266,1,1,0, ,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0, 
267,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0, 
269,1,1,0, ,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,NONE
270,1,1,0, ,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,NONE
271,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0, 
272,1,2,0, ,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,NONE
273,1,1,0, ,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0, 
275,1,1,0, ,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,NONE
276,1,3,0, ,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0, 
277,1,1,0, ,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0, 
278,1,2,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,NONE
279,1,2,0, ,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,NONE
280,1,2,0, ,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,none
281,1,1,0, ,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0, 
282,1,2,0, ,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,none
283,1,1,0, ,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0, 
285,1,1,0, ,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,NONE
286,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,no
287,1,1,0, ,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,NONE
289,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,NONE
290,1,2,0, ,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,NONE
292,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,NONE
293,1,1,0, ,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,NONE
295,1,1,0, ,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,NONE
296,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,no
297,1,1,0, ,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,no
299,1,1,0, ,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,None
301,1,1,0, ,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,NONE
302,1,1,0, ,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,NONE
303,1,1,0, ,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,no
304,1,2,0, ,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,None
305,1,2,0, ,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,None
307,1,1,0, ,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,no
308,1,1,0, ,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,NONE
309,1,1,0, ,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,no
310,1,1,0, ,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,NONE
311,1,2,0, ,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,None
490,1,2,0, ,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,"EVEN THOUGH FASTING,NO MUCH DIFFERENCE AS EXPLAINED"
491,1,2,0, ,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,"AFTER SOWING SEEDS,FOOD INSECURITY UNTIL NEXT HARVEST"
492,1,1,0, ,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,"AFTER SEED SOWED,IT IS HARD TIME UNTIL HARVEST"
493,1,1,0, ,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,ONLY SUMMER SOME AMOUNT OF FOOD INSECURITY HAPPEN
494,1,1,0, ,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,NONE
518,1,1,0, ,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,NONE
520,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,NONE
521,1,1,0, ,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,NONE
522,1,1,0, ,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,NONE
523,1,1,0, ,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,GOOD
577,1,1,0, ,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,NONE
580,1,2,0, ,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,NONE
581,1,1,0, ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,NONE
583,1,1,0, ,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,INSET
584,1,1,0, ,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,NONE
585,1,1,0, ,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,NONE
586,1,2,0, ,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,NONE
587,1,1,0, ,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,INSET
588,1,1,0, ,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,NONE
589,1,2,0, ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,NONE
590,1,3,0, ,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,NONE
591,1,1,0, ,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,INSET
718,1,1,0, ,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,NONE
719,1,1,0, ,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,NONE
720,1,2,0, ,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,INSET
721,1,2,0, ,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,INSET
722,1,2,0, ,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,NONE
723,1,1,0, ,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,NONE
724,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, 
725,1,2,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,INSET KOCHO
726,1,2,0, ,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,NONE
727,1,2,0, ,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,INSET
728,1,1,0, ,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,INSET IS THEIR SERVIVAL
729,1,3,0, ,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,INSET
801,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0, 
802,1,2,0, ,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,INSET
803,1,2,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,INSET
805,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0, 
806,1,2,0, ,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,INSET
807,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0, 
808,1,3,0, ,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,INSET KOCHO
809,1,2,0, ,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,INSET
810,1,2,0, ,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,INSET
812,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0, 
813,1,3,0, ,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,INSET
814,1,1,0, ,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0, 
816,1,2,0, ,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,NONE
1158,1,1,0, ,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,NONE
1159,1,1,0, ,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,NONE
1163,1,2,0, ,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,NONE
1164,1,1,0, ,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0, 
1165,1,2,0, ,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,NONE
1166,1,1,0, ,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0, 
1167,1,1,0, ,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0, 
1168,1,1,0, ,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,NONE
1169,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0, 
1170,1,2,0, ,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,NONE
1171,1,1,0, ,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0, 
1174,1,2,0, ,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,NONE
1253,1,1,0, ,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,NONE
1254,1,2,0, ,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,NONE
1255,1,1,0, ,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,NONE
1257,1,1,0, ,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,NONE
1258,1,1,0, ,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,NONE
1259,1,1,0, ,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,NONE
1260,1,1,0, ,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,NONE
1261,1,1,0, ,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,NONE
1262,1,2,0, ,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,NONE
1263,1,1,0, ,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,NONE
1264,1,1,0, ,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,NONE
1265,1,1,0, ,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,NONE
1266,1,1,0, ,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,NONE
1267,1,1,0, ,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,NONE
1268,1,1,0, ,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,NONE
1269,1,2,0, ,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,NONE
1336,1,1,0, ,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0, 
1337,1,1,0, ,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0, 
1339,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0, 
1340,1,2,0, ,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,INSET
1341,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0, 
1342,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0, 
1416,1,1,0, ,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, 
1418,1,1,0, ,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, 
1420,1,1,0, ,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, 
1421,1,1,0, ,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0, 
1424,1,1,0, ,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, 
1425,1,1,0, ,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0, 
1430,1,1,0, ,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0, 
1431,1,1,0, ,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, 
1433,1,1,0, ,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, 
1453,1,1,0, ,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0, 
1454,1,2,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,none
1455,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,no
1456,1,1,0, ,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,none
1458,1,1,0, ,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0, 
1459,1,1,0, ,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0, 
1460,1,1,0, ,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0, 
1461,1,1,0, ,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,none
1462,1,1,0, ,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0, 
1463,1,2,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,none
1464,1,2,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,NONE
1465,1,2,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,NONE
1466,1,1,0, ,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0, 
1512,1,1,0, ,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, 
1514,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0, 
1515,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0, 
1516,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0, 
1517,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0, 
1518,1,1,0, ,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0, 
1521,1,1,0, ,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0, 
1522,1,1,0, ,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0, 
1525,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0, 
1526,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0, 
1527,1,2,0, ,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,INSET
1528,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0, 
1529,1,2,0, ,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,INSET
1530,1,2,0, ,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,INSET
1531,1,1,0, ,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, 
1533,1,2,0, ,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,NONE
1534,1,1,0, ,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,INSET
1535,1,1,0, ,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,NONE
1536,1,1,0, ,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,NONE
1539,1,1,0, ,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,NONE
1540,1,1,0, ,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,NONE
1542,1,1,0, ,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,None
1543,1,1,0, ,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,NONE
1545,1,2,0, ,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,None
1546,1,1,0, ,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,NONE
1548,1,1,0, ,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,NONE
1549,1,1,0, ,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,None
1551,1,1,0, ,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,NONE
1552,1,2,0, ,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,None
1553,1,1,0, ,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NONE
1554,1,1,0, ,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,NONE
1556,1,2,0, ,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,None
1580,1,2,0, ,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,None
1581,1,1,0, ,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,NONE
1582,1,1,0, ,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,NONE
1583,1,1,0, ,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,NONE
1585,1,1,0, ,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,NONE
1586,1,2,0, ,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,None
1587,1,2,0, ,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,None
1589,1,1,0, ,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,None
1590,1,1,0, ,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,None
1591,1,2,0, ,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,None
1593,1,1,0, ,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,NONE
1611,1,2,0, ,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,WENESDAY IS THE DAY IT COLLECTED FROM RESPONDENT
1612,1,2,0, ,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,NONE
1614,1,1,0, ,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,NONE
1615,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,NONE
1616,1,1,0, ,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,NONE
1620,1,1,0, ,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,no
1622,1,1,0, ,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,NONE
1623,1,1,0, ,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, 
1624,1,1,0, ,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0, 
1626,1,2,0, ,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,None
1627,1,2,0, ,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,INSET
1628,1,3,0, ,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,INSET
1629,1,2,0, ,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,INSET
1630,1,1,0, ,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,INSET
1631,1,2,0, ,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,INSET
1632,1,2,0, ,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,INSET
1633,1,2,0, ,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,INSET
1634,1,2,0, ,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,INSET
1636,1,2,0, ,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,INSET
1638,1,2,0, ,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,INSET
1639,1,2,0, ,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,INSET
1640,1,2,0, ,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,INSET
