HH_Id,Impr_WheatVar_Trait,Trait_HighYld,Trait_Adaption,Trait_High_StawYld,Trait_Taller,Trait_Shorter,Trait_Lodging_Tol,Trait_Disese_Res,Trait_BoldGrain,Trait_Duration,Trait_GoodTillering,Trait_SeedRate,Trait_EasyThreshing,Trait_Storability,Trait_FlourColour,Trait_MineralRich,Trait_BreadMaking,Trait_HighProtein,Trait_HighFibre,Trait_Taste,Trait_Milling_Qlty,Trait_Grain_Price,Trait_Rank,Trait_Rank_1,Trait_Rank_2,Trait_Rank_3,Seed_Src_Saving,Seed_Src_SocialNetwork,Seed_Src_Markets,Seed_Src_ComntySeedGrp,Seed_Src_GovAgency,Seed_Src_GovAgency1,Seed_Src_NonGov,Seed_Src_Other,Seed_Src_Specify,Seed_Market_1,Seed_Market_2,Last_Seasn_OwnWSeed
1945,CFG,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F, , ,1,1,1,1,0,1,1,0, ,AZANA,Nena,1
1947,ABPSU,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,APU,A,P,U,1,0,1,0,0,0,0,0, ,AZENA,none,1
1949,ACDFP,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,AFP,A,F,P,1,0,1,0,0,1,0,0, ,AZENA,NONE,0
1950,AEH,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,AEH,A,E,H,1,0,0,0,1,0,0,0, ,Azena,None,1
1951,ABCE,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABC,A,B,C,0,0,0,0,0,0,0,0, ,AZENA,NONE,0
1952,AST,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,AST,A,S,T,1,1,1,1,1,1,0,0, ,azena,gemjjabet,1
1953,ABDHPS,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,APS,A,P,S,1,1,1,0,0,1,0,0, ,AZENA,NONE,1
1954,ABCDFGHP,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,AHP,A,H,P,1,1,1,0,0,0,0,0, ,DEBRE BIRHAN,MENDIDA,0
1955,ABCEFGHP,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,ABP,A,B,P,1,1,1,0,0,0,0,0, ,DEBRE BIRHAN,MENDIDA,0
1957,BKP,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,P,P, , ,1,0,1,1,0,0,0,0, ,MENDISA,DEBRE BERHANE,1
1960,ABI,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ABI,A,B,I,1,1,1,1,1,0,0,0, ,debire birhan,none,1
1961,ABCHJP,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,BCH,B,C,H,1,1,1,0,0,0,0,0, ,MENDIDA,DEBIREBIREHAN,0
1962,ABDI,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ABI,A,B,I,1,1,1,1,0,0,0,0, ,debire birhan,none,1
1963,ABCEFGHP,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,AHP,A,H,P,1,1,1,0,0,0,0,0, ,DEBRE BIRHAN,MENDIDA,0
1965,ABGIPU,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,ABU,A,B,U,1,0,1,0,0,0,0,0, ,Debrebrhan,Deneba,1
1966,ABCFH,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ABH,A,B,H,1,1,1,0,0,0,0,0, ,DEBIREBIREHN,MENDIDA,1
1967,ABHP,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,AHP,A,H,P,1,1,1,0,0,0,0,0, ,Debre Birhan,Mendida,0
1968,ADJLPS,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,ADJ,A,D,J,0,0,0,0,0,0,0,0, ,MENDIDA,DEBREBIRHAN,1
1969,AMPQT,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,APQ,A,P,Q,0,0,1,0,0,0,0,0, ,MENDIDA,DEBREBRHAN,0
1975,AIS,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,AIS,A,I,S,1,0,1,1,0,0,0,0, ,sedie,none,1
1976,ABCDHPS,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,AHP,A,H,P,1,1,1,0,0,1,0,0, ,SEDIE GIORGIS,NONE,0
1978,ANPS,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,ANP,A,N,P,1,0,0,0,1,1,0,0, ,SEDE,SEGNO GEBEYA,0
1980,ABCHP,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,AHP,A,H,P,1,1,1,0,0,1,0,0, ,SEDIE GIORGIS,NONE,0
1991,ABGHSU,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,ABG,A,B,G,1,0,1,0,0,0,0,0, ,Gulukima,Debrework,0
1992,ABGH,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,AGH,A,G,H,0,0,1,1,1,1,0,0, ,debereworke,hamusit,1
1993,ABGI,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ABI,A,B,I,0,0,1,0,1,1,0,0, ,Gulukima,Debrework,0
1994,AGST,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,AGT,A,G,T,1,1,1,1,1,1,0,0, ,debrework,metteya,1
1995,ALP,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,ALP,A,L,P,1,0,1,0,0,0,0,0, ,METAYA,DEBREWERK,1
1996,BEG,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,G, , ,1,1,1,0,0,0,0,0, ,METEYA,DEBRE WERKE,1
1997,ABC,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABC,A,B,C,1,0,0,0,0,0,0,0, ,DEBIREWERK,METAYA,0
1999,ABCE,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCE,B,C,E,1,1,1,1,1,1,0,0, ,DEBIREWERK,METAYA,1
2000,ABFGPS,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,AGP,A,G,P,1,1,1,0,0,1,0,0, ,METAYA,DEBREWORK,0
2020,ABG,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABG,A,B,G,1,0,1,1,1,1,0,0, ,bichena,robit,1
2021,ABGHILPSU,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,AGI,A,G,I,1,0,1,0,0,0,0,0, ,Lumame,None,1
2023,ABGHKPS,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,AHP,A,H,P,1,1,1,0,0,1,0,0, ,BECHENA,YETEMEN,1
2025,ABGPS,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,ABP,A,B,P,1,1,1,0,0,1,0,0, ,BECHENA,YETEMEN,1
2026,AGH,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,G,G, , ,1,1,1,1,0,0,0,0, ,ROBIT GEBYA, BICHENA,1
2027,AGHST,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,HST,H,S,T,0,0,1,0,0,1,0,0, ,bichena,none,0
2031,ACG,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,G, , ,1,1,1,1,0,0,0,0, ,ROBITE GEBYA,BICHENA,1
2032,AFG,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,G, , ,1,1,1,1,0,0,0,0, ,ROBIT GEBYA,BICHENA,1
2033,ABCDFGJ,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ABC,A,B,C,1,0,0,0,0,0,0,0, ,BICHENA,HAMUSIT,0
2085,ABCET,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ABT,A,B,T,1,1,0,1,1,1,0,0, ,LUMAME,WEJEL,1
2086,ACG,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,G, , ,1,1,1,1,0,0,0,0, ,LUMAME,NONE,1
2088,EGJ,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,G,G, , ,0,1,0,1,1,1,0,0, ,LUMAME,NONE,0
2089,ABGSU,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,AGS,A,G,S,1,1,1,0,0,1,0,0, ,LUMAME,WEJEL,0
2093,AGHPS,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,AHP,A,H,P,1,1,1,0,0,1,0,0, ,LUMAME,WEJEL,1
2094,ABIU,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,ABU,A,B,U,1,1,0,0,0,1,0,0, ,LUMAME,NONE,1
2095,AHU,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,AHU,A,H,U,1,0,0,0,0,1,0,0, ,LUMAME,NONE,1
2096,LNQ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,LNQ,L,N,Q,1,0,0,0,0,0,0,0, ,LUMAME,SOJEL,1
2097,AFJ,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,AFJ,A,F,J,0,0,1,0,0,0,0,0, ,LUMAME,NONE,1
2098,AGS,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,AGS,A,G,S,0,0,1,1,1,1,0,0, ,lumame,none,0
2099,ABCT,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ABC,A,B,C,1,0,0,0,0,0,0,0, ,LUMAME,WEJEL,1
4001,AHS,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,AHS,A,H,S,1,1,0,0,1,1,0,0, ,azena,none,0
4002,C,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C, , ,0,0,1,1,1,1,0,0, ,AZENA,NONE,0
4003,ABJP,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,ABP,A,B,P,1,1,1,0,1,0,0,0, ,AZENA,NONE,1
4004,ABCH,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ABC,A,B,C,1,0,0,0,0,0,0,0, ,LUMAME,NONE,1
4005,ABGHI,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ABI,A,B,I,1,1,1,0,0,1,0,0, ,Lumame,none,0
4006,ABHPS,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,AHS,A,H,S,1,1,1,0,0,1,0,0, ,LUMAME,WEJEL,0
4007,AFI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,AFI,A,F,I,1,0,1,0,1,1,0,0, ,MENGISTU GEBEYA,SEGNO GEBEYA,1
4008,ABCD,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABC,A,B,C,1,1,1,1,1,1,1,0, ,MENGISTU,BICHENA,0
4009,ABHLU,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,ABL,A,B,L,1,0,1,0,0,0,0,0, ,Bichena,None,1
4010,ABCEH,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ABC,A,B,C,0,0,0,0,0,0,0,0, ,BICHENA,HAMUSIT,1
4011,AST,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,AST,A,S,T,1,0,1,0,0,0,1,0, ,BICHENA,YETMEN,1
4012,BHJ,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,BHJ,B,H,J,1,0,1,0,0,0,0,0, ,BICHENA,HAMUSIT,1
4013,ABC,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABC,A,B,C,1,0,1,0,1,1,0,0, ,METAYA,DEBREWERK,0
4014,BGL,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,G,G, , ,1,0,0,0,0,0,0,0, ,METEYA,DEBRE WERKE,1
4015,BGP,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,G,G, , ,1,0,0,0,0,0,0,0, ,GENDE WEINE,NONE,1
4016,ABC,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABC,A,B,C,1,1,1,1,1,1,0,0, ,GINDEWEYIN,NONE,1
4017,AGHI,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,GHI,G,H,I,1,1,1,1,0,0,0,0, ,gendewoyen,none,1
4018,BGP,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,G,G, , ,1,1,1,0,0,0,0,0, ,GENDE WEINE,NONE,1
4019,ABGIU,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,ABU,A,B,U,1,0,1,0,0,0,0,0, ,Gindewoyin,None,1
4020,ABFGHNP,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,AHP,A,H,P,1,1,1,0,0,1,0,0, ,GENDE WOIN,NONE,1
4021,BGP,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,G,G, , ,1,0,1,0,0,0,0,0, ,SEIDI,MOTA,1
4022,ABCH,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,BCH,B,C,H,1,1,1,1,0,0,0,0, ,SEDE,EROB GEBEYA,1
4023,APQT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,APQ,A,P,Q,1,0,1,0,0,0,0,0, ,EROB GDBEYA,SEDE,1
4024,ABJMP,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,ABP,A,B,P,0,1,0,0,1,1,0,0, ,SEDE,EROB GEBEYA,0
4025,BGP,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,G,G, , ,0,0,1,1,0,1,0,0, ,SEYDI,KERNEWARI,0
4026,BGP,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,G,G, , ,1,0,0,0,1,1,1,0, ,BILI,MEKANE SELAME,1
4027,ABIMP,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,ABP,A,B,P,0,0,1,0,0,0,0,0, ,BILI,MEKANESELAM,1
4028,ABHJ,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,ABH,A,B,H,1,1,1,1,0,0,0,0, ,BILI,MEKANESELAM,1
4029,GHP,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,P,P, , ,1,0,1,0,0,0,0,0, ,MENDISA,DEBRE BERHANE,1
4030,ABCD,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABC,A,B,C,0,0,0,0,0,0,0,0, ,MENDIDA,DEBIREBIREHAN,0
4031,ABDIS,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,BIS,B,I,S,1,1,1,1,0,0,0,0, ,debere birhan,none,0
4032,BHP,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,P,P, , ,1,0,1,1,0,1,0,0, ,DEBRE BERHANE,NONE,1
4033,DKP,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,P,P, , ,0,1,1,1,0,0,0,0, ,MELEYA,MOLALE,0
4034,ABDHIS,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,ADH,A,D,H,1,1,1,0,0,0,0,0, ,molale,none,0
4035,ABCDHI,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ABC,A,B,C,1,1,1,0,0,0,0,0, ,AMBALAY,MAHILMEDA,1
4036,ABCDFGHP,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,AHP,A,H,P,0,1,1,0,0,0,0,0, ,AMEBALAY,MEHALMEDA,0
4037,BGP,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,B,B, , ,1,1,1,0,0,0,0,0, ,AMBA LAYE,MEHALE MEDA,1
4038,ABCDGI,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ABG,A,B,G,0,0,1,1,0,0,0,0, ,gaye,none,1
4039,ABCDFGHP,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,AHP,A,H,P,1,1,1,0,0,0,0,0, ,AMEBALAY,MEHALMEDA,1
4040,ABCDHJ,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,ABH,A,B,H,1,1,1,1,1,1,0,0, ,MAHILMEDA,NONE,0
4041,AIJMPQ,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,AMP,A,M,P,1,0,1,0,1,1,0,0, ,MAHALMEDA,ZEMERO,0
4042,AJLMP,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,AJP,A,J,P,1,0,1,0,0,1,0,0, ,SHENO,KOTU,1
4043,BGP,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,P,P, , ,1,1,1,1,1,1,0,0, ,SHENO,HAMUSE GEBYA,0
4044,ABCDEFGP,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ABP,A,B,P,1,1,1,0,0,1,0,0, ,SHENO,HAMUS GEBEYA,1
4045,ABCDFGHP,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,AGP,A,G,P,1,1,1,0,0,1,0,0, ,SHENO,HAMUS GEBEYA,0
4046,ABGH,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ABG,A,B,G,1,1,1,0,0,1,0,0, ,cottu,none,0
4047,ABP,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ABP,A,B,P,1,1,1,0,0,0,0,0, ,Kotu,None,1
4048,ABCHJ,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,BCH,B,C,H,1,1,1,1,1,1,0,0, ,KOTU,NONE,1
98,ABFG,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BFG,B,F,G,0,0,0,0,0,0,0,0, ,MULO,KAMISE,0
99,ABCFG,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACF,A,C,F,0,0,0,0,0,0,0,0, ,MULO,KEMISE,0
100,ABFGH,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,BFG,B,F,G,0,0,0,0,0,0,0,0, ,MULO,KAMISE,0
101,ABCFG,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BFG,B,F,G,0,0,0,0,0,0,0,0, ,MULO,SILO,0
102,ABCDE,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABC,A,B,C,0,0,0,0,0,0,0,0, ,MULO,NONE,0
103,ABFG,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BFG,B,F,G,0,0,0,0,0,0,0,0, ,MULO,KAMISE,0
260,ABFGH,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,AGH,A,G,H,0,0,0,0,0,0,0,0, ,GIMBICHU,MUKETURI,1
261,AB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AB,A,B, ,0,0,0,0,0,0,0,0, ,KARA,KARA,0
262,ABCFG,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCG,B,C,G,0,0,0,0,0,0,0,0, ,KARA,GIMBICHU,1
263,ABFGH,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FGH,F,G,H,0,0,0,0,0,0,0,0, ,KARA,GIMBICHU,1
264,ABI,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ABI,A,B,I,0,0,0,0,0,0,0,0, ,NK,NK,1
266,ABHLS,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,ABS,A,B,S,0,0,0,0,0,0,0,0, ,MUKA TURI,-99,0
267,ABCFH,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ABC,A,B,C,0,0,0,0,0,0,0,0, ,-99,-99,1
269,AB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AB,A,B, ,0,0,0,0,0,0,0,0, ,KARA,KARA,0
270,ABG,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABG,A,B,G,0,0,0,0,0,0,0,0, ,GUMBICHU,GUMBICHU,0
271,ABCIK,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ABC,A,B,C,0,0,0,0,0,0,0,0, ,MUKA TURI,-99,1
272,AB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AB,A,B, ,0,0,0,0,0,0,0,0, ,KARA,KARA,0
273,ABGH,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ABH,A,B,H,0,0,0,0,0,0,0,0, ,MUKA TURI,-99,1
275,ABFGH,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,BFG,B,F,G,0,0,0,0,0,0,0,0, ,GIMBICHU,KARA,1
276,ABGI,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ABG,A,B,G,0,0,0,0,0,0,0,0, ,MUKA TURI,-99,1
277,ABDFH,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,AFH,A,F,H,0,0,0,0,0,0,0,0, ,MUKA TURI,-99,1
278,ABF,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F,0,1,1,0,0,0,0,0, ,NA,NA,1
279,AB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AB,A,B, ,0,0,0,0,0,0,0,0, ,NA,NA,1
280,ABDGHILMRSU,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,AGL,A,G,L,1,0,1,0,0,0,0,0, ,Hinichini,none,1
281,ABFGHSTU,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,AGS,A,G,S,0,0,0,0,0,0,0,0, ,HINCHINI,-88,1
282,ABDFGHILS,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,AHL,A,H,L,1,0,1,0,0,0,0,0, ,Hinichini,none,1
283,ABFGHSTU,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,AGS,A,G,S,0,0,0,0,0,0,0,0, ,HINCHINI,-88,1
285,AB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AB,A,B, ,0,0,1,0,0,1,0,0, ,NA,NA,0
286,ABDGHLMNS,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,ABH,A,B,H,1,0,1,0,0,0,0,0, ,Hinichini town,none,0
287,AB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AB,A,B, ,0,0,1,0,0,1,0,0, ,NA,NA,1
289,AB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AB,A,B, ,0,0,0,0,0,0,0,0, ,NA,NA,0
290,AB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AB,A,B, ,0,0,0,0,0,0,0,0, ,NA,NA,0
292,AB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AB,A,B, ,0,0,1,0,0,1,0,0, ,NA,NA,1
293,AB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AB,A,B, ,0,0,0,0,0,0,0,0, ,NA,NA,0
295,ABCDF,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABC,A,B,C,0,0,0,0,0,0,0,0, ,NONE,NONE,1
296,ABDFGHIL,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,ABG,A,B,G,0,0,1,0,0,0,0,0, ,Bishoftu town market,Ginibichu town market,1
297,ABDGHIL,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,ABL,A,B,L,0,0,1,0,0,0,0,0, ,Bishoftu town market,Ginibichu town market,1
299,ABDFGHIJ,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,ABH,A,B,H,1,0,1,0,1,0,0,0, ,Beshoftu Market,None,0
301,ABGJ,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,BGJ,B,G,J,0,0,0,0,0,0,0,0, ,NONE,NONE,1
302,ABGKS,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,ABK,A,B,K,0,1,0,0,0,0,0,0, ,NONE,NONE,1
303,ABDGHILMRS,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,ABL,A,B,L,0,0,1,0,0,0,0,0, ,Bishoftu town market,Ginibichu town market,1
304,ABCDGHIJ,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,ABI,A,B,I,1,0,1,0,0,0,0,0, ,Beshoftu Market,None,1
305,ABCDGHIM,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,ABM,A,B,M,1,0,1,0,0,0,0,0, ,Beshoftu Market,None,1
307,ABDFGHILMS,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,ABH,A,B,H,0,0,1,0,0,0,0,0, ,Bishoftu town market,No other places,1
308,ABGH,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ABG,A,B,G,0,0,0,0,0,0,0,0, ,NONE,NONE,1
309,ABDGHIJKLM,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,ABL,A,B,L,0,0,1,0,0,0,0,0, ,Bishoftu town market,Ginibichu town market,0
310,ABG,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABG,A,B,G,0,0,0,0,0,0,0,0, ,NONE,NONE,0
311,ABCDFGHILM,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,ABM,A,B,M,1,0,1,0,1,0,0,0, ,Beshoftu Market,None,1
