HH_Id,SocioEconomic_Intro_M,Module_Resp_M,Next_Season_Plan_M,Wheat_Area_Change _M,WArea_Change_CovidEff_M,Wheat_Replace_Crop_M,Wheat_Replace_OthrCrop_M,Wheat_ReplaceBy_Crop_M,Wheat_ReplaceBy_OthrCrop_M,Wheat_Cult_NextSeason_Yn_M,Wheat_Area_Change_Rsn _M,Wheat_Area_Change_OthrRsn _M,WheatSeed_Qnt_Change_M,Increse_Input_Yn_M,Increse_Input_Rsn_M,Increse_Input_OthrRsn_M,Wheat_Constraints_M,WConstraints_SeedAvlblty_M,WConstraints_SeedPrice_M,WConstraints_SeedQlty_M,WConstraints_SeedCredit_M,WConstraints_FertAvlblty_M,WConstraints_FertPrice_M,WConstraints_FertCredit_M,WConstraints_QltyChemFert_M,WConstraints_HumanLabour_M,WConstraints_WageRate_M,WConstraints_SkilledLabour_M,WConstraints_AvlbltyChemHerb_M,WConstraints_HerbicidePrice_M,WConstraints_HerbicideCredit_M,WConstraints_QltyHerbicide_M,WConstraints_OutputMrkt_M,WConstraints_AccessInfo_M,WConstraints_GrainPrice_M,WConstraints_AvlbltyFamLab_M,WConstraints_Drought_M,WConstraints_Flood_M,WConstraints_Heat_M,WConstraints_Pest_M,WConstraints_Disease_M,WConstraints_SoilFert_M,WConstraint_Rank_M,WConstraint_Rank1_M,WConstraint_Rank2_M,WConstraint_Rank3_M
1931,1,1,1,3,,, ,, ,,, ,0,0,, ,EFMO,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,EFM,E,F,M
1932,1,1,1,1,0,12, ,, ,,10, ,1,,13, ,ABEFMXY,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,FXY,F,X,Y
1933,1,1,1,1,0,19, ,, ,,13, ,1,,1, ,ABEFMY,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,EFY,E,F,Y
1934,1,1,1,3,,, ,, ,,, ,0,0,, ,BEX,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B,B, , 
1935,1,1,1,3,,, ,, ,,, ,1,,2, ,ABE,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,B, , 
1936,,,,,,, ,, ,,, ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,, , , , 
1938,1,1,1,1,0,6, ,, ,,13, ,1,,8, ,ABDEFG,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEF,B,E,F
1942,,,,,,, ,, ,,, ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,, , , , 
1944,1,1,1,1,0,3, ,, ,,5, ,1,,13, ,BEFH,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEF,B,E,F
1945,1,1,1,3,,, ,, ,,, ,1,,2, ,B,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,B, , 
1947,1,1,1,3,,, ,, ,,, ,1,,5, ,BEFHMO,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,BEF,B,E,F
1949,1,1,1,2,0,, ,19, ,0,1, ,1,,13, ,EFOTWY,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,ETY,E,T,Y
1950,1,1,1,3,,, ,, ,,, ,0,1,, ,ABDE,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ADE,A,D,E
1951,1,1,1,1,0,6, ,, ,,6, ,2,,, ,ABCDEF,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CEF,C,E,F
1952,1,1,1,1,0,19, ,, ,,13, ,1,,6, ,BFJX,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,BFJ,B,F,J
1953,1,1,1,3,,, ,, ,,, ,0,0,, ,ABEFY,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BFY,B,F,Y
1954,1,1,1,1,0,19, ,, ,,1, ,1,,13, ,ABCEFMY,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,EFY,E,F,Y
1955,1,1,1,1,0,0, ,, ,,1, ,1,,13, ,ABDEFGMY,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,AGY,A,G,Y
1957,1,1,1,1,0,19, ,, ,,2, ,0,0,, ,B,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,B, , 
1960,1,1,1,3,,, ,, ,,, ,0,0,, ,BCEFQ,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,BCE,B,C,E
1961,1,1,1,3,,, ,, ,,, ,0,1,, ,ABCDEFGH,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AEF,A,E,F
1962,1,1,1,2,0,, ,99,barley,0,1, ,1,,1, ,ABCEF,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACE,A,C,E
1963,1,1,1,1,0,19, ,, ,,1, ,1,,8, ,ABCEFMXY,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,AFY,A,F,Y
1965,,,,,,, ,, ,,, ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,, , , , 
1966,,,,,,, ,, ,,, ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,, , , , 
1967,1,1,1,2,0,, ,5, ,1,8, ,0,0,, ,ABEFG,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEF,B,E,F
1968,1,1,1,3,,, ,, ,,, ,1,,1, ,ABCDE,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABC,A,B,C
1969,1,1,1,1,0,2, ,, ,,1, ,1,,1, ,ABCDE,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABC,A,B,C
1975,,,,,,, ,, ,,, ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,, , , , 
1976,1,1,1,3,,, ,, ,,, ,0,1,, ,ABEFGMVY,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,AFY,A,F,Y
1978,1,1,1,3,,, ,, ,,, ,0,0,, ,ADEG,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ADE,A,D,E
1980,1,1,1,1,0,19, ,, ,,1, ,1,,8, ,BEFY,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BFY,B,F,Y
1991,1,1,1,3,,, ,, ,,, ,0,0,, ,ABEFGJ,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AEF,A,E,F
1992,1,1,1,3,,, ,, ,,, ,0,0,, ,BFX,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,BFX,B,F,X
1993,1,1,1,2,0,, ,97, ,1,1, ,0,0,, ,BEF,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEF,B,E,F
1994,1,1,1,1,0,19, ,, ,,2, ,1,,2, ,ABEFLM,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
1995,1,1,1,3,,, ,, ,,, ,1,,1, ,BEG,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEG,B,E,G
1996,1,1,1,1,0,97, ,, ,,2, ,0,0,, ,CEQ,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C,C, , 
1997,1,1,1,1,0,19, ,, ,,8, ,1,,8, ,ABEFG,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AEF,A,E,F
1999,1,1,1,3,,, ,, ,,, ,0,1,, ,BEFG,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEF,B,E,F
2000,1,1,1,1,0,19, ,, ,,1, ,1,,13, ,ABEFLMY,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,BFL,B,F,L
2020,1,1,1,1,0,99,barely,, ,,2, ,1,,2, ,ABEF,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABE,A,B,E
2021,1,1,1,3,,, ,, ,,, ,0,0,, ,AEFGN,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,EFG,E,F,G
2023,1,1,1,3,,, ,, ,,, ,0,1,, ,EFY,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,EFY,E,F,Y
2025,1,1,1,1,0,19, ,, ,,1, ,1,,13, ,ABCEF,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CEF,C,E,F
2026,1,1,1,3,,, ,, ,,, ,0,1,, ,ABE,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,B, , 
2027,1,1,1,3,,, ,, ,,, ,0,0,, ,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,A, , 
2031,1,1,1,3,,, ,, ,,, ,0,0,, ,ABF,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F, , 
2032,1,1,1,3,,, ,, ,,, ,0,0,, ,CEF,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,E, , 
2033,1,1,1,3,,, ,, ,,, ,0,1,, ,ABCEFG,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEF,B,E,F
2085,1,1,1,1,0,6, ,, ,,5, ,2,,, ,ABCE,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABC,A,B,C
2086,1,1,1,3,,, ,, ,,, ,1,,2, ,BEF,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,E, , 
2088,1,1,1,1,0,19, ,, ,,4, ,1,,2, ,ABE,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,A, , 
2089,1,1,1,1,0,19, ,, ,,10, ,1,,1, ,AEFM,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,EFM,E,F,M
2093,1,1,1,1,0,19, ,, ,,1, ,1,,13, ,EFMY,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,EMY,E,M,Y
2094,,,,,,, ,, ,,, ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,, , , , 
2095,1,1,1,3,,, ,, ,,, ,0,0,, ,ABEFGMOY,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,AFG,A,F,G
2096,1,1,1,3,,, ,, ,,, ,0,1,, ,ABD,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABD,A,B,D
2097,1,1,1,3,,, ,, ,,, ,0,0,, ,ADEN,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ADE,A,D,E
2098,1,1,1,3,,, ,, ,,, ,0,0,, ,ABF,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
2099,1,1,1,3,,, ,, ,,, ,0,1,, ,ABDEFG,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AEF,A,E,F
4001,,,,,,, ,, ,,, ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,, , , , 
4002,1,1,1,3,,, ,, ,,, ,2,,, ,B,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,B, , 
4003,1,1,1,3,,, ,, ,,, ,2,,, ,BEGIY,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BEG,B,E,G
4004,1,1,1,1,0,3, ,, ,,8, ,0,1,, ,ABCEFG,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AEF,A,E,F
4005,1,1,1,3,,, ,, ,,, ,0,0,, ,BEFG,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFG,E,F,G
4006,1,1,1,1,0,19, ,, ,,13, ,1,,13, ,ABEFMY,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,EFY,E,F,Y
4007,1,1,1,1,0,2, ,, ,,8, ,1,,1, ,ABF,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
4008,1,1,1,2,0,, ,19, ,0,1, ,0,1,, ,ABCDEFG,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABE,A,B,E
4009,1,1,1,4,,, ,, ,,, ,0,0,, ,ABEF,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEF,B,E,F
4010,1,1,1,2,0,, ,19, ,1,1, ,0,1,, ,ABCDEF,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AEF,A,E,F
4011,1,1,1,3,,, ,, ,,, ,1,,3, ,AEG,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AEG,A,E,G
4012,1,1,1,3,,, ,, ,,, ,1,,1, ,ABM,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ABM,A,B,M
4013,1,1,1,2,0,, ,19, ,0,1, ,1,,11, ,AEN,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,AEN,A,E,N
4014,1,1,1,3,,, ,, ,,, ,0,0,, ,ABE,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,B, , 
4015,1,1,1,3,,, ,, ,,, ,0,0,, ,BEF,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,E, , 
4016,1,1,1,3,,, ,, ,,, ,0,1,, ,EFG,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFG,E,F,G
4017,1,1,1,1,0,19, ,, ,,99,crop rotation,1,,99,crop rotation,ABEFX,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ABE,A,B,E
4018,1,1,1,3,,, ,, ,,, ,0,0,, ,BEF,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,E, , 
4019,1,1,1,1,0,19, ,, ,,13, ,0,1,, ,AEFGXY,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FXY,F,X,Y
4020,1,1,1,1,0,19, ,, ,,13, ,1,,13, ,ABCEFMX,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,CFX,C,F,X
4021,,,,,,, ,, ,,, ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,, , , , 
4022,1,1,1,2,0,, ,0, ,1,1, ,0,1,, ,ABCDEFGHI,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFG,E,F,G
4023,1,1,1,3,,, ,, ,,, ,1,,1, ,ADEF,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ADE,A,D,E
4024,1,1,1,1,0,2, ,, ,,1, ,1,,1, ,GHK,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GHK,G,H,K
4025,1,1,1,3,,, ,, ,,, ,0,0,, ,ABE,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,B, , 
4026,,,,,,, ,, ,,, ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,, , , , 
4027,1,1,1,1,0,2, ,, ,,1, ,1,,1, ,ABDE,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABE,A,B,E
4028,1,1,1,3,,, ,, ,,, ,0,1,, ,ABEFG,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AEF,A,E,F
4029,1,1,1,3,,, ,, ,,, ,0,0,, ,AEF,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,E, , 
4030,1,1,1,1,0,6, ,, ,,2, ,0,1,, ,ABCDEFG,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABC,A,B,C
4031,1,1,1,2,0,, ,99,grass,0,1, ,1,,1, ,ABF,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
4032,1,1,1,3,,, ,, ,,, ,0,1,, ,BEF,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BE,B,E, 
4033,1,1,1,3,,, ,, ,,, ,0,1,, ,FXY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,X,X, , 
4034,1,1,1,2,0,, ,99,barley,0,10, ,1,,1, ,ABCEF,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABC,A,B,C
4035,1,1,1,3,,, ,, ,,, ,1,,1, ,ABCDEFGH,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AEF,A,E,F
4036,,,,,,, ,, ,,, ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,, , , , 
4037,1,1,1,3,,, ,, ,,, ,0,0,, ,BEF,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,E, , 
4038,,,,,,, ,, ,,, ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,, , , , 
4039,1,1,1,1,0,5, ,, ,,1, ,1,,13, ,ABEFY,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,EFY,E,F,Y
4040,1,1,1,3,,, ,, ,,, ,2,,, ,ABCDEFGH,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEF,B,E,F
4041,1,1,1,3,,, ,, ,,, ,1,,1, ,ABDE,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ADE,A,D,E
4042,1,1,1,1,0,2, ,, ,,1, ,1,,1, ,ABDFGI,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
4043,1,1,1,3,,, ,, ,,, ,0,0,, ,FJX,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,X,X, , 
4044,1,1,1,1,0,5, ,, ,,8, ,1,,8, ,ABCEFWX,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,AFX,A,F,X
4045,1,1,1,1,0,5, ,, ,,13, ,1,,8, ,ABFGMX,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,AFX,A,F,X
4046,1,1,1,2,0,, ,99,haircot bean,0,99,crop rotatipn,1,,99,crop rotation,BFMX,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BFX,B,F,X
4047,1,1,1,2,0,, ,0, ,0,1, ,0,0,, ,EFWXY,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,EFX,E,F,X
4048,1,1,1,3,,, ,, ,,, ,0,1,, ,ABCDEF,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEF,B,E,F
98,1,1,1,3,,, ,, ,,, ,0,0,, ,BDEFG,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFG,E,F,G
99,1,1,1,3,,, ,, ,,, ,0,0,, ,ADFG,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ADF,A,D,F
100,1,1,1,1,0,0, ,, ,,13, ,0,0,, ,ABDEF,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BDE,B,D,E
101,1,1,1,1,0,0, ,, ,,13, ,0,0,, ,BDEFG,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BDE,B,D,E
102,1,1,1,3,,, ,, ,,, ,0,0,, ,ABDFH,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABD,A,B,D
103,1,1,1,1,0,0, ,, ,,13, ,0,0,, ,ABCDE,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CDE,C,D,E
260,1,1,1,1,0,99,SHARE IN PILOT,, ,,13, ,0,1,, ,AEFGHIL,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,AEL,A,E,L
261,1,1,1,1,0,19, ,, ,,99,TEFF PLOT REPLACED BY WHEAT NE,1,,99,B/C OF ITS LARGENESS,ABY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ABY,A,B,Y
262,,,,,,, ,, ,,, ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,, , , , 
263,1,1,1,1,0,0, ,, ,,13, ,0,1,, ,ADEFG,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ADE,A,D,E
264,1,1,1,3,,, ,, ,,, ,0,0,, ,ABEFY,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ABY,A,B,Y
266,1,1,1,3,,, ,, ,,, ,0,0,, ,ABCEF,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABE,A,B,E
267,1,1,1,3,,, ,, ,,, ,0,0,, ,ABDEF,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ADE,A,D,E
269,1,1,1,3,,, ,, ,,, ,0,0,, ,ABEFY,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ABY,A,B,Y
270,1,1,1,3,,, ,, ,,, ,0,0,, ,ABEF,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
271,1,1,1,3,,, ,, ,,, ,0,0,, ,ABCEF,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABE,A,B,E
272,1,1,1,1,0,19, ,, ,,99,PREVIOUS TEFF PLOT MUST BE GRO,1,,99,TEFF MUST BE REPLACED BY WHEAT,ABEF,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABE,A,B,E
273,1,1,1,1,0,19, ,, ,,2, ,0,0,, ,ABCDEFMO,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ABC,A,B,C
275,1,1,1,1,1,0, ,, ,,13, ,0,1,, ,ABEFN,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,AEF,A,E,F
276,1,1,1,3,,, ,, ,,, ,0,0,, ,ABDEF,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABE,A,B,E
277,,,,,,, ,, ,,, ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,, , , , 
278,1,1,1,3,,, ,, ,,, ,0,0,, ,ABEF,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
279,1,1,1,3,,, ,, ,,, ,0,0,, ,AEF,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AEF,A,E,F
280,1,1,1,2,0,, ,19, ,0,3, ,0,1,, ,ABDEFGJY,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,AFY,A,F,Y
281,1,1,1,3,,, ,, ,,, ,0,0,, ,ABCFLM,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
282,1,1,1,3,,, ,, ,,, ,0,0,, ,ABDEFGMY,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,ABF,A,B,F
283,1,1,1,3,,, ,, ,,, ,0,0,, ,ABCDEFW,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ABF,A,B,F
285,1,1,1,3,,, ,, ,,, ,0,0,, ,BEF,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEF,B,E,F
286,1,1,1,3,,, ,, ,,, ,0,0,, ,ABDEFGMNSY,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,ABF,A,B,F
287,,,,,,, ,, ,,, ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,, , , , 
289,1,1,1,3,,, ,, ,,, ,0,0,, ,BCEF,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCF,B,C,F
290,1,1,1,3,,, ,, ,,, ,0,0,, ,EF,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EF,E,F, 
292,1,1,1,3,,, ,, ,,, ,0,0,, ,BEF,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEF,B,E,F
293,1,1,1,3,,, ,, ,,, ,0,0,, ,BEF,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEF,B,E,F
295,1,1,1,3,,, ,, ,,, ,0,0,, ,ABEG,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABE,A,B,E
