HH_Id,SocialNetwork_Intro_M,Num_YrsIn_Kebele_M,Reltv_InKebele_FinanceNeed_M,Frnds_InKebele_FinanceNeed_M,Acquint_InKebele_FinanceNeed_M,Reltv_OutKebele_FinanceNeed_M,Frnds_OutKebele_FinanceNeed_M,Acquint_OutKebele_FinanceNeed_M,Reltv_Kebele_LeaderPositn_M,Frnds_Kebele_LeaderPositn_M,Acquint_Kebele_LeaderPositn_M,Reltv_InKebele_QltySeed_M,Frnds_InKebele_QltySeed_M,Acquint_InKebele_QltySeed_M,Reltv_OutKebele_QltySeed_M,Frnds_OutKebele_QltySeed_M,Acquint_OutKebele_QltySeed_M,Reltv_InKebele_GrainTrader_M,Frnds_InKebele_GrainTrader_M,Acquint_InKebele_GrainTrader_M,Reltv_OutKebele_GrainTrader_M,Frnds_OutKebele_GrainTrader_M,Acquint_OutKebele_GrainTrader_M,Reltv_InKebele_InfoAccess_M,Frnds_InKebele_InfoAccess_M,Acquint_InKebele_InfoAccess_M,Reltv_OutKebele_InfoAccess_M,Frnds_OutKebele_InfoAccess_M,Acquint_OutKebele_InfoAccess_M,Traders_Trust_Yn_M,Trader_Trust_Type_M,Trader_Trust_Type_Othr_M,Trader_Trust_Why_M,Rely_GovSupp_Yn_M,Rely_GovSupp_Covid_M,GovOfficial_Skill_Conf_M
1999,1,64,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6, , ,1,1,5
2000,1,36,5,2,1,4,1,1,4,1,0,3,1,0,3,1,0,4,1,1,5,2,1,6,3,1,8,4,2,2,3, ,They're Loyal,1,1,5
2020,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,2,2,0,1,6, , ,0,0,2
2021,1,42,2,3,1,0,0,0,1,2,0,2,1,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,2,6, , ,0,0,4
2023,1,41,4,2,1,5,2,1,4,2,1,3,1,0,4,2,1,3,1,0,5,2,1,6,3,1,7,3,1,1,2, ,They're Loyal,1,1,5
2025,1,44,4,1,1,3,1,0,3,1,0,6,2,1,2,1,0,4,1,1,4,2,1,5,1,1,7,3,1,2,3, ,They are relatively loyal,1,1,5
2026,1,48,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,4,1,0,0,0,0,4,, , ,1,1,4
2027,1,52,0,0,0,1,0,0,0,8,0,0,5,0,0,0,0,0,0,0,6,6,0,4,6,0,10,10,0,6,, , ,1,1,6
2031,1,46,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,4,2,0,0,0,0,4,, , ,1,1,4
2032,1,50,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,5,2,3,0,0,0,4,, , ,0,0,3
2033,1,42,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6, , ,1,1,4
2085,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,, , ,1,1,5
2086,1,54,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,5,3,6,1,0,0,3,1, ,NONE,1,1,4
2088,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,2,4,0,0,0,5,, , ,1,1,5
2089,1,45,4,2,1,3,2,0,3,1,0,2,1,0,2,1,0,3,1,1,5,2,1,4,2,1,5,2,1,1,3, ,They're Loyal,1,1,5
2093,1,62,4,2,1,6,3,1,3,1,0,4,2,0,3,1,0,2,1,0,4,2,0,6,3,1,7,4,1,5,, , ,1,1,5
2094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
2095,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,2,0,0,0,2,6, , ,1,0,5
2096,1,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
2097,1,54,5,3,0,3,2,0,3,0,1,2,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,5,, , ,1,0,4
2098,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6, , ,0,0,1
2099,1,70,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6, , ,1,1,6
4001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
4002,1,60,2,1,3,1,0,0,0,0,0,1,0,2,0,0,0,1,0,2,0,0,3,3,2,5,1,0,3,2,1, ,NONE,0,0,4
4003,1,42,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,2,6, , ,0,0,5
4004,1,40,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6, , ,1,1,5
4005,1,46,0,5,2,10,2,1,9,2,0,2,5,2,0,0,0,0,0,0,0,0,0,3,10,5,4,2,2,1,6, , ,1,0,4
4006,1,41,4,2,1,5,2,1,4,1,1,3,1,0,5,2,1,5,2,1,6,3,1,7,3,1,9,4,2,1,3, ,Relatively they are loyal,1,1,5
4007,1,37,3,2,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,1,1,5
4008,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6, , ,0,0,1
4009,1,54,4,15,10,2,8,3,0,0,0,4,8,3,0,0,0,3,0,0,0,0,0,7,5,3,2,0,0,5,, , ,1,0,5
4010,1,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6, , ,1,1,5
4011,1,20,5,0,0,0,0,0,0,0,0,5,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,6, , ,0,0,3
4012,1,54,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,0,0,2
4013,1,56,0,0,0,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,5,, , ,0,0,2
4014,1,47,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,2,1,1,2,3,0,0,0,4,, , ,1,1,4
4015,1,65,2,1,2,2,1,0,0,0,4,1,1,0,0,0,0,0,0,0,2,4,3,2,3,4,0,0,0,4,, , ,1,1,4
4016,1,35,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6, , ,0,0,5
4017,1,38,2,0,0,2,0,0,4,10,0,10,15,0,0,0,0,0,0,0,2,2,0,2,1,0,4,3,0,6,, , ,0,0,1
4018,1,38,5,3,6,4,4,2,0,0,6,3,2,5,0,0,0,0,0,0,1,2,3,2,3,5,0,0,0,4,, , ,1,1,4
4019,1,38,3,4,0,5,0,0,1,6,0,0,0,0,0,0,0,0,1,0,1,1,0,5,2,0,3,2,0,2,6, , ,0,0,5
4020,1,44,5,2,1,6,3,1,4,2,2,4,1,1,6,2,1,6,2,1,8,4,2,8,4,1,9,4,1,2,3, ,They're Loyal,1,1,2
4021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
4022,1,58,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6, , ,0,0,3
4023,1,40,0,6,0,4,5,0,1,4,0,4,2,5,5,3,0,0,0,0,0,0,0,0,0,1,4,0,0,4,, , ,0,0,4
4024,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,6, , ,0,0,6
4025,1,40,2,2,1,4,1,0,0,0,4,2,2,0,0,0,0,1,0,1,0,2,4,2,4,5,1,0,0,4,, , ,1,1,4
4026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
4027,1,32,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,2,0,0,0,0,2,2,3,0,0,0,2,6, , ,0,0,5
4028,1,40,5,2,0,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,6, , ,0,0,1
4029,1,67,2,2,1,3,1,1,0,2,4,3,3,4,0,0,0,0,0,1,2,1,4,4,3,6,3,2,2,4,, , ,1,1,5
4030,1,30,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,3, ,They are loyal,1,1,5
4031,1,42,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,2,1,0,1,6, , ,0,0,5
4032,1,28,4,4,2,2,2,2,0,0,3,1,1,2,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,2,6, , ,1,1,5
4033,1,32,4,3,4,4,0,0,0,6,10,10,5,4,3,0,0,0,4,5,0,0,4,0,4,6,0,0,0,3,1, ,NONE,1,1,5
4034,1,51,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,5,2,0,1,6, , ,0,0,4
4035,1,50,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6, , ,0,0,4
4036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
4037,1,57,4,3,3,7,3,5,1,4,5,4,3,3,0,0,0,0,0,0,0,2,4,3,3,2,2,2,3,5,, , ,1,1,4
4038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
4039,1,51,3,1,1,4,2,1,6,2,1,3,1,1,2,1,1,4,2,1,6,3,1,5,3,1,7,3,2,2,3, ,They're Relatively Loyal,1,1,2
4040,1,28,2,5,0,3,5,0,0,0,0,5,5,0,0,0,0,3,0,0,5,0,0,3,2,0,2,0,0,5,, , ,0,1,5
4041,1,48,3,10,2,3,10,5,5,0,0,3,10,2,0,0,0,3,10,2,0,0,0,10,8,2,2,2,1,5,, , ,1,1,4
4042,1,58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,6, , ,0,0,2
4043,1,75,2,5,0,3,2,0,0,0,3,2,4,1,3,2,0,0,0,0,0,0,2,3,5,4,0,2,1,5,, , ,1,1,4
4044,1,47,4,2,1,5,2,1,3,2,0,2,1,1,3,1,0,5,2,1,3,1,1,5,3,1,6,4,2,2,3, ,They're Relatively Loyal,1,1,2
4045,1,35,3,3,1,5,4,2,5,3,1,2,1,1,3,2,1,4,2,2,5,3,2,7,5,2,6,3,1,2,3, ,They're Relatively Loyal,1,1,2
4046,1,48,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,2,5,0,1,6, , ,1,1,3
4047,1,49,0,3,0,2,0,0,0,3,0,2,3,0,0,0,0,0,0,0,0,2,0,15,6,3,5,2,0,2,6, , ,1,0,5
4048,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,6, , ,0,0,1
98,1,28,4,2,0,0,0,0,0,0,0,5,1,0,3,0,0,0,0,0,0,2,0,10,3,0,0,0,0,5,, , ,1,0,5
99,1,60,1,2,1,2,1,2,1,2,0,2,0,1,1,2,1,2,0,0,2,0,0,1,1,1,1,1,1,5,, , ,1,0,5
100,1,44,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,5,, , ,0,0,5
101,1,42,12,2,3,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,4,, , ,0,0,2
102,1,60,2,3,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,1,0,5
103,1,35,4,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,8,2,3,0,0,0,2,6, , ,0,0,5
260,1,45,3,1,0,0,0,0,0,0,2,0,0,0,1,2,1,0,0,1,0,0,0,5,2,2,3,2,0,1,6, , ,0,0,1
261,1,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,6, , ,0,0,2
262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
263,1,67,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,1,0,0,0,2,1, ,"THEY HAVE ENOUGH CAPITAL,NOT CHEAT OTHERS",1,1,3
264,1,68,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,6, , ,1,1,5
266,1,40,2,2,2,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,2,2,1,1,0,2,6, , ,1,0,5
267,1,65,2,2,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,0,0,2
269,1,45,2,2,0,5,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,6,0,0,0,0,0,0,1,6, , ,1,1,5
270,1,56,0,0,0,5,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,5,2,0,1,1,0,1,6, , ,1,1,5
271,1,42,3,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,3,5,3,1,1,1,4,, , ,0,0,4
272,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6, , ,1,1,4
273,1,61,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,4
275,1,36,2,1,1,0,0,0,0,1,1,2,1,1,2,3,2,1,0,0,2,0,0,0,0,0,0,0,0,5,, , ,0,0,1
276,1,70,2,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,4,, , ,0,0,4
277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
278,1,50,4,2,2,5,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,6, , ,1,1,4
279,1,45,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,6, , ,1,1,5
280,1,63,15,6,10,16,0,6,0,0,0,6,4,3,4,0,2,0,0,0,0,0,6,8,4,5,4,0,2,4,, , ,1,0,5
281,1,67,2,2,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,5,, , ,1,0,4
282,1,82,16,6,12,8,0,3,2,0,2,6,3,2,2,0,0,0,0,0,0,0,6,4,4,2,2,0,0,4,, , ,1,0,5
283,1,62,2,2,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,2,3,1,0,0,0,4,, , ,1,0,4
285,1,58,5,5,2,4,0,0,0,0,0,5,5,2,2,0,0,0,0,0,0,0,0,5,5,2,0,0,0,1,6, , ,1,1,5
286,1,44,12,4,8,6,0,2,0,2,4,8,4,2,4,0,0,0,0,0,0,0,6,4,4,2,2,0,0,2,6, , ,1,0,5
287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
289,1,43,5,5,5,5,0,0,1,2,0,5,5,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,6, , ,1,1,5
290,1,50,6,6,3,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,6, , ,1,1,5
292,1,38,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,6, , ,1,1,5
293,1,57,8,5,2,4,0,0,1,1,0,4,2,1,0,0,0,0,0,0,0,2,0,4,2,1,0,0,0,2,6, , ,1,1,4
295,1,45,0,0,0,2,1,0,0,0,2,0,0,0,2,0,0,2,0,0,0,2,0,0,2,1,0,0,0,2,6, , ,1,1,5
296,1,38,12,4,4,6,0,0,2,0,0,4,2,2,2,0,0,0,0,0,0,0,4,4,2,2,2,0,0,1,6, , ,1,0,6
297,1,63,10,4,4,4,0,2,2,0,2,0,0,2,2,0,0,2,0,4,2,0,4,4,2,2,2,0,0,4,, , ,1,0,6
299,1,30,8,6,6,4,5,3,4,2,2,1,2,2,3,2,5,3,4,3,3,2,4,2,3,2,3,2,3,1,6, , ,1,0,5
301,1,43,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,2,2,2,0,0,2,0,0,0,0,2,0,2,6, , ,0,0,2
302,1,38,30,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,2,6, , ,1,1,5
303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
304,1,40,6,4,5,3,4,2,2,2,2,2,2,1,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,1,6, , ,1,0,4
305,1,70,10,6,8,4,6,3,4,2,2,5,3,2,1,2,2,3,2,2,1,3,2,2,2,2,3,2,2,1,6, , ,1,0,5
307,1,38,10,3,5,4,0,2,0,0,0,4,2,0,0,0,0,0,0,2,0,0,2,4,2,1,2,0,0,4,, , ,1,0,6
308,1,60,2,2,0,0,1,1,0,0,0,1,2,2,2,1,2,0,0,0,2,0,0,1,0,0,1,1,1,5,, , ,0,0,2
309,1,64,14,5,6,2,0,0,0,0,0,5,3,2,1,0,0,0,0,0,0,0,4,6,2,2,2,0,0,4,, , ,1,0,6
310,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,2,2,1,2,6, , ,0,0,2
311,1,60,8,6,5,3,4,2,2,1,2,1,2,2,3,2,4,2,3,2,2,2,3,2,2,2,2,2,2,1,6, , ,1,0,4
490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
491,1,65,4,3,0,4,0,0,3,0,0,4,0,0,0,2,0,0,0,0,3,0,0,20,3,0,0,0,0,6,, , ,1,1,6
492,1,45,8,2,3,0,5,0,2,0,0,3,0,0,4,2,0,0,0,0,2,0,0,5,3,0,0,0,3,6,, , ,1,1,6
493,1,48,15,5,0,0,0,0,1,0,0,6,2,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,5,, , ,1,1,5
494,1,52,7,4,3,2,0,0,0,2,2,0,1,3,5,0,0,0,0,0,3,0,0,15,8,0,0,0,0,6,, , ,1,1,6
518,1,32,10,2,2,5,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,1,5,0,0,2,0,0,5,, , ,0,0,5
520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
521,1,36,5,2,0,0,2,8,8,0,0,0,0,0,0,0,2,0,0,2,0,1,0,2,2,0,0,2,0,5,, , ,0,0,5
522,1,18,0,0,0,0,0,0,0,0,0,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,2
523,1,42,5,2,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,8,2,0,0,2,0,5,, , ,1,1,5
577,1,41,10,5,0,8,0,0,1,0,0,4,2,0,3,0,0,0,0,0,0,0,0,6,2,0,0,0,0,1,6, , ,1,1,5
580,1,32,6,4,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,6, , ,1,1,4
581,1,55,5,2,1,4,0,0,1,1,0,2,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,6, , ,1,1,5
583,1,50,8,5,2,5,0,0,0,0,0,5,2,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,6, , ,1,1,5
584,1,48,8,2,0,4,0,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,6, , ,0,0,5
585,1,55,8,4,2,5,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,1,6, , ,0,0,5
586,1,45,10,6,2,5,2,0,1,1,1,4,3,0,2,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,6, , ,1,1,5
587,1,40,8,4,3,4,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,6, , ,1,1,5
588,1,57,10,5,5,0,0,0,1,1,0,8,4,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,2,6, , ,1,1,5
589,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6, , ,1,1,5
590,1,35,4,2,1,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,5
591,1,59,10,5,2,5,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,6, , ,1,1,5
718,1,57,3,5,2,2,1,0,2,1,0,3,2,0,2,0,2,3,2,2,0,2,2,0,2,5,3,4,2,5,, , ,1,1,5
719,1,46,4,3,0,2,0,2,0,3,0,2,3,0,0,2,0,0,2,0,5,0,0,5,3,4,3,5,3,5,, , ,1,1,5
720,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,6, , ,0,0,3
721,1,70,4,2,2,6,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,6, , ,1,1,5
722,1,48,5,3,2,1,2,1,2,2,2,2,1,1,2,2,3,2,3,2,3,2,2,2,1,3,2,2,0,2,6, , ,0,0,1
723,1,45,2,1,2,2,1,1,3,2,2,2,3,1,2,2,0,0,2,2,1,3,2,2,5,2,0,0,0,1,6, , ,0,0,1
724,1,55,2,2,2,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,2,2,1,1,1,1,2,6, , ,1,0,4
725,1,40,5,2,1,4,2,2,0,0,0,4,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6, , ,0,0,1
726,1,78,5,3,5,2,4,3,5,2,2,5,6,5,1,4,3,5,3,5,3,4,5,3,4,3,5,3,4,5,, , ,1,1,5
727,1,60,4,2,0,5,1,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6, , ,0,0,1
728,1,60,2,1,0,2,1,0,2,0,0,0,2,0,1,0,0,0,0,0,3,0,2,5,2,5,0,0,0,5,, , ,1,0,5
729,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,6, , ,1,1,2
801,1,45,2,2,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,2,2,2,2,1,4,, , ,1,0,5
802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
803,1,65,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,6, , ,0,0,1
805,1,45,2,2,2,2,2,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,3,3,1,1,1,0,2,1, ,RELATIVELY THEY ARE HONEST,1,0,5
806,1,52,4,2,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,6, , ,1,1,5
807,1,50,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,1,1,1,2,6, , ,1,0,4
808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
809,1,67,2,2,0,6,2,0,0,0,0,2,2,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,, , ,1,1,5
810,1,52,4,4,0,2,4,1,0,0,0,4,5,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,6, , ,1,1,5
812,1,42,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,4,, , ,0,0,4
813,1,55,2,2,1,5,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,, , ,1,1,6
814,1,50,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,2,2,0,1,1,4,, , ,1,0,4
816,1,62,5,2,0,0,0,0,2,3,1,2,0,0,5,0,2,3,2,2,2,3,0,0,3,2,3,2,3,2,3, ,THEY ARE NEAR TO US AND DONT MUCH LIE US,0,0,5
1158,1,37,3,1,0,2,5,2,0,1,2,3,2,0,3,4,2,0,0,2,0,0,3,5,3,0,2,3,5,3,6, , ,0,0,1
1159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
1163,1,55,0,5,0,5,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,5,2,0,0,0,0,0,0,1,6, , ,1,1,2
1164,1,60,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,6, , ,0,0,4
1165,1,51,6,4,0,5,0,0,0,0,0,4,8,0,4,5,0,0,0,0,0,0,5,0,0,0,0,0,0,1,6, , ,1,1,5
1166,1,25,2,2,1,1,2,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,4,, , ,0,0,4
1167,1,40,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,4,, , ,0,0,4
1168,1,65,1,1,1,2,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,2,2,5,, , ,1,0,5
1169,1,60,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,4,, , ,0,0,4
1170,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,6, , ,1,1,3
1171,1,57,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,4,, , ,0,0,4
1174,1,66,2,2,0,4,2,0,0,0,0,4,1,0,0,4,0,0,0,0,0,7,5,0,0,8,0,0,0,1,6, , ,1,1,2
1253,1,40,2,2,1,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,3,1,0,0,5,, , ,0,0,1
1254,1,75,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,3,0,3,0,0,0,2,0,0,5,, , ,1,1,5
1255,1,70,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,5
1257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
1258,1,38,2,1,0,2,1,2,0,0,0,0,0,0,0,1,0,2,3,1,3,0,0,2,0,2,0,0,0,4,, , ,1,1,5
1259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
1260,1,42,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,0,0,0,0,3,3,3,2,0,0,2,6, , ,1,1,2
1261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
1262,1,60,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
1263,1,50,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,0,5,2,1,0,0,0,0,5,, , ,0,0,5
1264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
