HH_Id,Seed_Src_M,Seed_Src_LastSeason_M,Seed_Src_Select_Exp_M,Num_WheatVar_FromSrc_M,Qnt_Seed_FromSrc_M,WheatVar_Name_M,WheatVar_Type_M,SeedSrc_Aquired_M,SeedSrc_Aquired_Othr_M,Involve_Seed_Arrange_M,Involve_Seed_Arrange_Othr_M,Var_Bfr_Src_Yn_M,Seed_Avlbl_Time_M,Seed_Acquire_Where_M,Seed_Acquire_How_M,Price_Seed_M,Seed_Clean_Yn_M,Seed_Germintn_M,SeedVar_Yld_Rate_M,ByPdct_Perfm_Rate_M,Var_Choose_Rsn_M,Var_Choose_Rsn_Othr_M
1978,8,0,,,, ,,, ,, ,,,,,,,,,,, 
1978,9,0,,,, ,,, ,, ,,,,,,,,,,, 
1980,1,0,,,, ,,, ,, ,,,,,,,,,,, 
1980,2,0,,,, ,,, ,, ,,,,,,,,,,, 
1980,3,0,,,, ,,, ,, ,,,,,,,,,,, 
1980,4,1,1,1,50,KEKEBA,2,5, ,1, ,1,1,1,2,1,2,2,2,2,1, 
1980,5,0,,,, ,,, ,, ,,,,,,,,,,, 
1980,6,0,,,, ,,, ,, ,,,,,,,,,,, 
1980,7,0,,,, ,,, ,, ,,,,,,,,,,, 
1980,8,0,,,, ,,, ,, ,,,,,,,,,,, 
1980,9,0,,,, ,,, ,, ,,,,,,,,,,, 
1991,1,0,,,, ,,, ,, ,,,,,,,,,,, 
1991,2,0,,,, ,,, ,, ,,,,,,,,,,, 
1991,3,0,,,, ,,, ,, ,,,,,,,,,,, 
1991,4,0,,,, ,,, ,, ,,,,,,,,,,, 
1991,5,0,,,, ,,, ,, ,,,,,,,,,,, 
1991,6,1,1,1,60,Dashen,2,5, ,1, ,1,2,1,1,3,1,1,1,1,3, 
1991,7,0,,,, ,,, ,, ,,,,,,,,,,, 
1991,8,0,,,, ,,, ,, ,,,,,,,,,,, 
1991,9,0,,,, ,,, ,, ,,,,,,,,,,, 
1992,1,1,0,1,21,kekeba,4,1, ,3, ,0,1,1,97,1,1,1,3,2,1, 
1992,2,0,,,, ,,, ,, ,,,,,,,,,,, 
1992,3,0,,,, ,,, ,, ,,,,,,,,,,, 
1992,4,0,,,, ,,, ,, ,,,,,,,,,,, 
1992,5,0,,,, ,,, ,, ,,,,,,,,,,, 
1992,6,0,,,, ,,, ,, ,,,,,,,,,,, 
1992,7,0,,,, ,,, ,, ,,,,,,,,,,, 
1992,8,0,,,, ,,, ,, ,,,,,,,,,,, 
1992,9,0,,,, ,,, ,, ,,,,,,,,,,, 
1993,1,0,,,, ,,, ,, ,,,,,,,,,,, 
1993,2,0,,,, ,,, ,, ,,,,,,,,,,, 
1993,3,0,,,, ,,, ,, ,,,,,,,,,,, 
1993,4,0,,,, ,,, ,, ,,,,,,,,,,, 
1993,5,0,,,, ,,, ,, ,,,,,,,,,,, 
1993,6,1,1,1,40,Kekeba,2,5, ,1, ,0,1,1,1,3,2,1,3,2,7,We Haven't Other Option
1993,7,0,,,, ,,, ,, ,,,,,,,,,,, 
1993,8,0,,,, ,,, ,, ,,,,,,,,,,, 
1993,9,0,,,, ,,, ,, ,,,,,,,,,,, 
1994,1,1,1,1,28,kekeba,2,1, ,3, ,1,2,1,97,1,1,1,1,1,1, 
1994,2,0,,,, ,,, ,, ,,,,,,,,,,, 
1994,3,0,,,, ,,, ,, ,,,,,,,,,,, 
1994,4,0,,,, ,,, ,, ,,,,,,,,,,, 
1994,5,0,,,, ,,, ,, ,,,,,,,,,,, 
1994,6,0,,,, ,,, ,, ,,,,,,,,,,, 
1994,7,0,,,, ,,, ,, ,,,,,,,,,,, 
1994,8,0,,,, ,,, ,, ,,,,,,,,,,, 
1994,9,0,,,, ,,, ,, ,,,,,,,,,,, 
1995,1,1,1,1,25,KEKEBA,2,1, ,3, ,1,2,1,97,2,1,1,2,2,1, 
1995,2,0,,,, ,,, ,, ,,,,,,,,,,, 
1995,3,0,,,, ,,, ,, ,,,,,,,,,,, 
1995,4,0,,,, ,,, ,, ,,,,,,,,,,, 
1995,5,0,,,, ,,, ,, ,,,,,,,,,,, 
1995,6,0,,,, ,,, ,, ,,,,,,,,,,, 
1995,7,0,,,, ,,, ,, ,,,,,,,,,,, 
1995,8,0,,,, ,,, ,, ,,,,,,,,,,, 
1995,9,0,,,, ,,, ,, ,,,,,,,,,,, 
1996,1,1,1,1,100,KEKEBA,2,1, ,2, ,1,1,1,1,2,2,2,2,2,1, 
1996,2,0,,,, ,,, ,, ,,,,,,,,,,, 
1996,3,0,,,, ,,, ,, ,,,,,,,,,,, 
1996,4,1,1,1,50,KEKEBA,2,5, ,1, ,0,2,1,2,2,1,2,1,2,1, 
1996,5,0,,,, ,,, ,, ,,,,,,,,,,, 
1996,6,0,,,, ,,, ,, ,,,,,,,,,,, 
1996,7,0,,,, ,,, ,, ,,,,,,,,,,, 
1996,8,0,,,, ,,, ,, ,,,,,,,,,,, 
1996,9,0,,,, ,,, ,, ,,,,,,,,,,, 
1997,1,1,1,1,100,KEKEBA,2,1, ,1, ,1,1,1,97,1,1,1,1,2,2, 
1997,2,0,,,, ,,, ,, ,,,,,,,,,,, 
1997,3,0,,,, ,,, ,, ,,,,,,,,,,, 
1997,4,0,,,, ,,, ,, ,,,,,,,,,,, 
1997,5,0,,,, ,,, ,, ,,,,,,,,,,, 
1997,6,1,0,1,50,KEKEBA,2,5, ,1, ,1,1,1,97,2,1,1,1,2,2, 
1997,7,0,,,, ,,, ,, ,,,,,,,,,,, 
1997,8,0,,,, ,,, ,, ,,,,,,,,,,, 
1997,9,0,,,, ,,, ,, ,,,,,,,,,,, 
1999,1,1,1,1,50,KDKEBA,2,1, ,1, ,1,1,1,97,1,1,1,2,2,1, 
1999,2,0,,,, ,,, ,, ,,,,,,,,,,, 
1999,3,0,,,, ,,, ,, ,,,,,,,,,,, 
1999,4,0,,,, ,,, ,, ,,,,,,,,,,, 
1999,5,0,,,, ,,, ,, ,,,,,,,,,,, 
1999,6,0,,,, ,,, ,, ,,,,,,,,,,, 
1999,7,0,,,, ,,, ,, ,,,,,,,,,,, 
1999,8,0,,,, ,,, ,, ,,,,,,,,,,, 
1999,9,0,,,, ,,, ,, ,,,,,,,,,,, 
2000,1,0,,,, ,,, ,, ,,,,,,,,,,, 
2000,2,0,,,, ,,, ,, ,,,,,,,,,,, 
2000,3,1,1,1,50,KEKEBA,2,2, ,2, ,1,1,1,3,1,1,1,1,2,1, 
2000,4,0,,,, ,,, ,, ,,,,,,,,,,, 
2000,5,0,,,, ,,, ,, ,,,,,,,,,,, 
2000,6,0,,,, ,,, ,, ,,,,,,,,,,, 
2000,7,0,,,, ,,, ,, ,,,,,,,,,,, 
2000,8,0,,,, ,,, ,, ,,,,,,,,,,, 
2000,9,0,,,, ,,, ,, ,,,,,,,,,,, 
2020,1,1,1,1,15,bulga,2,1, ,3, ,1,3,3,97,1,1,1,1,1,1, 
2020,2,0,,,, ,,, ,, ,,,,,,,,,,, 
2020,3,0,,,, ,,, ,, ,,,,,,,,,,, 
2020,4,0,,,, ,,, ,, ,,,,,,,,,,, 
2020,5,0,,,, ,,, ,, ,,,,,,,,,,, 
2020,6,0,,,, ,,, ,, ,,,,,,,,,,, 
2020,7,0,,,, ,,, ,, ,,,,,,,,,,, 
2020,8,0,,,, ,,, ,, ,,,,,,,,,,, 
2020,9,0,,,, ,,, ,, ,,,,,,,,,,, 
2021,1,1,1,1,75,Mekodie,1,1, ,1, ,1,1,1,1,2,1,2,1,2,3, 
2021,2,0,,,, ,,, ,, ,,,,,,,,,,, 
2021,3,0,,,, ,,, ,, ,,,,,,,,,,, 
2021,4,0,,,, ,,, ,, ,,,,,,,,,,, 
2021,5,0,,,, ,,, ,, ,,,,,,,,,,, 
2021,6,0,,,, ,,, ,, ,,,,,,,,,,, 
2021,7,0,,,, ,,, ,, ,,,,,,,,,,, 
2021,8,0,,,, ,,, ,, ,,,,,,,,,,, 
2021,9,0,,,, ,,, ,, ,,,,,,,,,,, 
2023,1,1,1,1,25,BULGA,2,1, ,1, ,1,1,1,5,,1,1,1,1,1, 
2023,2,0,,,, ,,, ,, ,,,,,,,,,,, 
2023,3,0,,,, ,,, ,, ,,,,,,,,,,, 
2023,4,0,,,, ,,, ,, ,,,,,,,,,,, 
2023,5,0,,,, ,,, ,, ,,,,,,,,,,, 
2023,6,0,,,, ,,, ,, ,,,,,,,,,,, 
2023,7,0,,,, ,,, ,, ,,,,,,,,,,, 
2023,8,0,,,, ,,, ,, ,,,,,,,,,,, 
2023,9,0,,,, ,,, ,, ,,,,,,,,,,, 
2025,1,1,1,1,30,BULGA,2,1, ,2, ,1,1,1,5,,1,1,1,2,1, 
2025,2,0,,,, ,,, ,, ,,,,,,,,,,, 
2025,3,0,,,, ,,, ,, ,,,,,,,,,,, 
2025,4,0,,,, ,,, ,, ,,,,,,,,,,, 
2025,5,0,,,, ,,, ,, ,,,,,,,,,,, 
2025,6,0,,,, ,,, ,, ,,,,,,,,,,, 
2025,7,0,,,, ,,, ,, ,,,,,,,,,,, 
2025,8,0,,,, ,,, ,, ,,,,,,,,,,, 
2025,9,0,,,, ,,, ,, ,,,,,,,,,,, 
2026,1,1,0,1,60,BULGA,2,1, ,1, ,1,1,1,1,2,2,2,2,2,2, 
2026,2,0,,,, ,,, ,, ,,,,,,,,,,, 
2026,3,0,,,, ,,, ,, ,,,,,,,,,,, 
2026,4,0,,,, ,,, ,, ,,,,,,,,,,, 
2026,5,0,,,, ,,, ,, ,,,,,,,,,,, 
2026,6,0,,,, ,,, ,, ,,,,,,,,,,, 
2026,7,0,,,, ,,, ,, ,,,,,,,,,,, 
2026,8,0,,,, ,,, ,, ,,,,,,,,,,, 
2026,9,0,,,, ,,, ,, ,,,,,,,,,,, 
2027,1,0,,,, ,,, ,, ,,,,,,,,,,, 
2027,2,0,,,, ,,, ,, ,,,,,,,,,,, 
2027,3,1,0,1,19,bulga,2,4, ,1, ,0,2,3,1,3,1,1,1,1,1, 
2027,4,0,,,, ,,, ,, ,,,,,,,,,,, 
2027,5,0,,,, ,,, ,, ,,,,,,,,,,, 
2027,6,0,,,, ,,, ,, ,,,,,,,,,,, 
2027,7,0,,,, ,,, ,, ,,,,,,,,,,, 
2027,8,0,,,, ,,, ,, ,,,,,,,,,,, 
2027,9,0,,,, ,,, ,, ,,,,,,,,,,, 
2031,1,1,1,1,120,BULGA,2,1, ,1, ,1,1,1,1,2,2,2,2,2,2, 
2031,2,0,,,, ,,, ,, ,,,,,,,,,,, 
2031,3,0,,,, ,,, ,, ,,,,,,,,,,, 
2031,4,0,,,, ,,, ,, ,,,,,,,,,,, 
2031,5,0,,,, ,,, ,, ,,,,,,,,,,, 
2031,6,0,,,, ,,, ,, ,,,,,,,,,,, 
2031,7,0,,,, ,,, ,, ,,,,,,,,,,, 
2031,8,0,,,, ,,, ,, ,,,,,,,,,,, 
2031,9,0,,,, ,,, ,, ,,,,,,,,,,, 
2032,1,1,1,1,150,BULGA,0,1, ,2, ,1,1,1,1,2,2,2,2,2,1, 
2032,2,0,,,, ,,, ,, ,,,,,,,,,,, 
2032,3,0,,,, ,,, ,, ,,,,,,,,,,, 
2032,4,0,,,, ,,, ,, ,,,,,,,,,,, 
2032,5,0,,,, ,,, ,, ,,,,,,,,,,, 
2032,6,0,,,, ,,, ,, ,,,,,,,,,,, 
2032,7,0,,,, ,,, ,, ,,,,,,,,,,, 
2032,8,0,,,, ,,, ,, ,,,,,,,,,,, 
2032,9,0,,,, ,,, ,, ,,,,,,,,,,, 
2033,1,0,,,, ,,, ,, ,,,,,,,,,,, 
2033,2,0,,,, ,,, ,, ,,,,,,,,,,, 
2033,3,1,1,1,60,KEKEBA,2,12,PURCHESD FROM MARKET,1, ,1,1,2,1,2,1,1,1,2,1, 
2033,4,0,,,, ,,, ,, ,,,,,,,,,,, 
2033,5,0,,,, ,,, ,, ,,,,,,,,,,, 
2033,6,0,,,, ,,, ,, ,,,,,,,,,,, 
2033,7,0,,,, ,,, ,, ,,,,,,,,,,, 
2033,8,0,,,, ,,, ,, ,,,,,,,,,,, 
2033,9,0,,,, ,,, ,, ,,,,,,,,,,, 
2085,1,1,1,1,100,DK( SHORT IN HIGHT),2,1, ,3, ,1,1,1,97,1,1,1,1,1,1, 
2085,2,0,,,, ,,, ,, ,,,,,,,,,,, 
2085,3,0,,,, ,,, ,, ,,,,,,,,,,, 
2085,4,0,,,, ,,, ,, ,,,,,,,,,,, 
2085,5,0,,,, ,,, ,, ,,,,,,,,,,, 
2085,6,0,,,, ,,, ,, ,,,,,,,,,,, 
2085,7,0,,,, ,,, ,, ,,,,,,,,,,, 
2085,8,0,,,, ,,, ,, ,,,,,,,,,,, 
2085,9,0,,,, ,,, ,, ,,,,,,,,,,, 
2086,1,1,1,1,120,KEKEBA,2,1, ,1, ,0,1,1,1,2,2,2,2,2,2, 
2086,2,0,,,, ,,, ,, ,,,,,,,,,,, 
2086,3,0,,,, ,,, ,, ,,,,,,,,,,, 
2086,4,0,,,, ,,, ,, ,,,,,,,,,,, 
2086,5,0,,,, ,,, ,, ,,,,,,,,,,, 
2086,6,0,,,, ,,, ,, ,,,,,,,,,,, 
2086,7,0,,,, ,,, ,, ,,,,,,,,,,, 
2086,8,0,,,, ,,, ,, ,,,,,,,,,,, 
2086,9,0,,,, ,,, ,, ,,,,,,,,,,, 
2088,1,0,,,, ,,, ,, ,,,,,,,,,,, 
2088,2,0,,,, ,,, ,, ,,,,,,,,,,, 
2088,3,0,,,, ,,, ,, ,,,,,,,,,,, 
2088,4,1,1,1,150,KEKEBA,2,5, ,1, ,0,1,1,2,2,1,2,1,2,2, 
2088,5,0,,,, ,,, ,, ,,,,,,,,,,, 
2088,6,0,,,, ,,, ,, ,,,,,,,,,,, 
2088,7,0,,,, ,,, ,, ,,,,,,,,,,, 
2088,8,0,,,, ,,, ,, ,,,,,,,,,,, 
2088,9,0,,,, ,,, ,, ,,,,,,,,,,, 
2089,1,0,,,, ,,, ,, ,,,,,,,,,,, 
2089,2,0,,,, ,,, ,, ,,,,,,,,,,, 
2089,3,1,1,1,100,KEKEBA,2,4, ,1, ,1,1,1,1,1,1,1,1,2,1, 
2089,4,0,,,, ,,, ,, ,,,,,,,,,,, 
2089,5,0,,,, ,,, ,, ,,,,,,,,,,, 
2089,6,0,,,, ,,, ,, ,,,,,,,,,,, 
2089,7,0,,,, ,,, ,, ,,,,,,,,,,, 
2089,8,0,,,, ,,, ,, ,,,,,,,,,,, 
2089,9,0,,,, ,,, ,, ,,,,,,,,,,, 
2093,1,1,1,1,75,KEKEBA,2,1, ,2, ,1,1,1,5,,1,1,1,1,1, 
2093,2,0,,,, ,,, ,, ,,,,,,,,,,, 
2093,3,0,,,, ,,, ,, ,,,,,,,,,,, 
2093,4,0,,,, ,,, ,, ,,,,,,,,,,, 
2093,5,0,,,, ,,, ,, ,,,,,,,,,,, 
2093,6,0,,,, ,,, ,, ,,,,,,,,,,, 
2093,7,0,,,, ,,, ,, ,,,,,,,,,,, 
2093,8,0,,,, ,,, ,, ,,,,,,,,,,, 
2093,9,0,,,, ,,, ,, ,,,,,,,,,,, 
2094,,,,,, ,,, ,, ,,,,,,,,,,, 
2095,1,1,1,1,100,KEKEBA,2,1, ,1, ,0,1,1,97,1,1,1,1,2,1, 
2095,2,0,,,, ,,, ,, ,,,,,,,,,,, 
2095,3,0,,,, ,,, ,, ,,,,,,,,,,, 
2095,4,0,,,, ,,, ,, ,,,,,,,,,,, 
2095,5,0,,,, ,,, ,, ,,,,,,,,,,, 
2095,6,0,,,, ,,, ,, ,,,,,,,,,,, 
2095,7,0,,,, ,,, ,, ,,,,,,,,,,, 
2095,8,0,,,, ,,, ,, ,,,,,,,,,,, 
2095,9,0,,,, ,,, ,, ,,,,,,,,,,, 
2096,1,1,1,1,75,KEKEBA,2,1, ,1, ,1,1,1,97,3,1,1,1,1,1, 
2096,2,0,,,, ,,, ,, ,,,,,,,,,,, 
2096,3,0,,,, ,,, ,, ,,,,,,,,,,, 
2096,4,0,,,, ,,, ,, ,,,,,,,,,,, 
2096,5,0,,,, ,,, ,, ,,,,,,,,,,, 
2096,6,0,,,, ,,, ,, ,,,,,,,,,,, 
2096,7,0,,,, ,,, ,, ,,,,,,,,,,, 
2096,8,0,,,, ,,, ,, ,,,,,,,,,,, 
2096,9,0,,,, ,,, ,, ,,,,,,,,,,, 
2097,1,1,1,1,150,KEKEBA,2,1, ,3, ,1,1,1,97,3,1,1,1,1,1, 
2097,2,0,,,, ,,, ,, ,,,,,,,,,,, 
2097,3,0,,,, ,,, ,, ,,,,,,,,,,, 
2097,4,0,,,, ,,, ,, ,,,,,,,,,,, 
2097,5,0,,,, ,,, ,, ,,,,,,,,,,, 
2097,6,0,,,, ,,, ,, ,,,,,,,,,,, 
2097,7,0,,,, ,,, ,, ,,,,,,,,,,, 
2097,8,0,,,, ,,, ,, ,,,,,,,,,,, 
2097,9,0,,,, ,,, ,, ,,,,,,,,,,, 
2098,1,0,,,, ,,, ,, ,,,,,,,,,,, 
2098,2,0,,,, ,,, ,, ,,,,,,,,,,, 
2098,3,1,1,1,100,kekeba,2,4, ,1, ,1,2,3,1,2,1,1,1,1,7,less priced
2098,4,0,,,, ,,, ,, ,,,,,,,,,,, 
2098,5,0,,,, ,,, ,, ,,,,,,,,,,, 
2098,6,0,,,, ,,, ,, ,,,,,,,,,,, 
2098,7,0,,,, ,,, ,, ,,,,,,,,,,, 
2098,8,0,,,, ,,, ,, ,,,,,,,,,,, 
2098,9,0,,,, ,,, ,, ,,,,,,,,,,, 
2099,1,1,1,1,100,KEKEBA,2,1, ,3, ,1,1,1,97,1,1,1,1,1,1, 
2099,2,0,,,, ,,, ,, ,,,,,,,,,,, 
2099,3,0,,,, ,,, ,, ,,,,,,,,,,, 
2099,4,0,,,, ,,, ,, ,,,,,,,,,,, 
2099,5,0,,,, ,,, ,, ,,,,,,,,,,, 
2099,6,0,,,, ,,, ,, ,,,,,,,,,,, 
2099,7,0,,,, ,,, ,, ,,,,,,,,,,, 
2099,8,0,,,, ,,, ,, ,,,,,,,,,,, 
2099,9,0,,,, ,,, ,, ,,,,,,,,,,, 
4001,,,,,, ,,, ,, ,,,,,,,,,,, 
4002,1,0,,,, ,,, ,, ,,,,,,,,,,, 
4002,2,0,,,, ,,, ,, ,,,,,,,,,,, 
4002,3,0,,,, ,,, ,, ,,,,,,,,,,, 
4002,4,1,1,1,200,KEKEBA,0,5, ,1, ,0,1,1,1,2,2,2,2,2,2, 
4002,5,0,,,, ,,, ,, ,,,,,,,,,,, 
4002,6,0,,,, ,,, ,, ,,,,,,,,,,, 
4002,7,0,,,, ,,, ,, ,,,,,,,,,,, 
4002,8,0,,,, ,,, ,, ,,,,,,,,,,, 
4002,9,0,,,, ,,, ,, ,,,,,,,,,,, 
4003,1,1,1,1,200,KEKEBA,3,1, ,1, ,1,1,1,97,3,1,1,2,2,3, 
4003,2,0,,,, ,,, ,, ,,,,,,,,,,, 
4003,3,0,,,, ,,, ,, ,,,,,,,,,,, 
4003,4,0,,,, ,,, ,, ,,,,,,,,,,, 
4003,5,0,,,, ,,, ,, ,,,,,,,,,,, 
4003,6,0,,,, ,,, ,, ,,,,,,,,,,, 
4003,7,0,,,, ,,, ,, ,,,,,,,,,,, 
4003,8,0,,,, ,,, ,, ,,,,,,,,,,, 
4003,9,0,,,, ,,, ,, ,,,,,,,,,,, 
4004,1,1,1,1,60,DANFE,2,1, ,3, ,1,1,1,97,1,1,1,1,1,1, 
4004,2,0,,,, ,,, ,, ,,,,,,,,,,, 
4004,3,0,,,, ,,, ,, ,,,,,,,,,,, 
4004,4,0,,,, ,,, ,, ,,,,,,,,,,, 
4004,5,0,,,, ,,, ,, ,,,,,,,,,,, 
4004,6,0,,,, ,,, ,, ,,,,,,,,,,, 
4004,7,0,,,, ,,, ,, ,,,,,,,,,,, 
4004,8,0,,,, ,,, ,, ,,,,,,,,,,, 
4004,9,0,,,, ,,, ,, ,,,,,,,,,,, 
4005,1,0,,,, ,,, ,, ,,,,,,,,,,, 
4005,2,0,,,, ,,, ,, ,,,,,,,,,,, 
4005,3,0,,,, ,,, ,, ,,,,,,,,,,, 
4005,4,1,1,1,75,none,2,5, ,1, ,1,2,1,1,3,1,2,1,1,1, 
4005,5,0,,,, ,,, ,, ,,,,,,,,,,, 
4005,6,0,,,, ,,, ,, ,,,,,,,,,,, 
4005,7,0,,,, ,,, ,, ,,,,,,,,,,, 
4005,8,0,,,, ,,, ,, ,,,,,,,,,,, 
4005,9,0,,,, ,,, ,, ,,,,,,,,,,, 
4006,1,0,,,, ,,, ,, ,,,,,,,,,,, 
4006,2,0,,,, ,,, ,, ,,,,,,,,,,, 
4006,3,0,,,, ,,, ,, ,,,,,,,,,,, 
4006,4,1,1,1,100,KEKEBA,2,5, ,1, ,1,1,1,2,1,2,1,1,2,1, 
4006,5,0,,,, ,,, ,, ,,,,,,,,,,, 
4006,6,0,,,, ,,, ,, ,,,,,,,,,,, 
4006,7,0,,,, ,,, ,, ,,,,,,,,,,, 
4006,8,0,,,, ,,, ,, ,,,,,,,,,,, 
4006,9,0,,,, ,,, ,, ,,,,,,,,,,, 
4007,1,1,1,1,10,DAFE,2,1, ,3, ,0,2,1,97,3,1,1,1,1,1, 
4007,2,0,,,, ,,, ,, ,,,,,,,,,,, 
4007,3,0,,,, ,,, ,, ,,,,,,,,,,, 
4007,4,0,,,, ,,, ,, ,,,,,,,,,,, 
4007,5,0,,,, ,,, ,, ,,,,,,,,,,, 
4007,6,0,,,, ,,, ,, ,,,,,,,,,,, 
4007,7,0,,,, ,,, ,, ,,,,,,,,,,, 
4007,8,0,,,, ,,, ,, ,,,,,,,,,,, 
4007,9,0,,,, ,,, ,, ,,,,,,,,,,, 
4008,1,0,,,, ,,, ,, ,,,,,,,,,,, 
4008,2,0,,,, ,,, ,, ,,,,,,,,,,, 
4008,3,0,,,, ,,, ,, ,,,,,,,,,,, 
4008,4,0,,,, ,,, ,, ,,,,,,,,,,, 
4008,5,0,,,, ,,, ,, ,,,,,,,,,,, 
4008,6,1,0,1,50,DANFE,2,4, ,1, ,1,1,1,1,3,2,2,2,1,3, 
4008,7,0,,,, ,,, ,, ,,,,,,,,,,, 
4008,8,0,,,, ,,, ,, ,,,,,,,,,,, 
4008,9,0,,,, ,,, ,, ,,,,,,,,,,, 
4009,1,1,1,1,50,Bulga,2,1, ,3, ,0,1,1,97,1,1,2,3,3,1, 
4009,2,0,,,, ,,, ,, ,,,,,,,,,,, 
4009,3,0,,,, ,,, ,, ,,,,,,,,,,, 
4009,4,0,,,, ,,, ,, ,,,,,,,,,,, 
4009,5,0,,,, ,,, ,, ,,,,,,,,,,, 
4009,6,0,,,, ,,, ,, ,,,,,,,,,,, 
4009,7,0,,,, ,,, ,, ,,,,,,,,,,, 
4009,8,0,,,, ,,, ,, ,,,,,,,,,,, 
4009,9,0,,,, ,,, ,, ,,,,,,,,,,, 
4010,1,1,1,1,40,BULGA(LOCAL NAME),2,1, ,3, ,1,1,1,97,1,1,1,2,1,1, 
4010,2,0,,,, ,,, ,, ,,,,,,,,,,, 
4010,3,0,,,, ,,, ,, ,,,,,,,,,,, 
4010,4,0,,,, ,,, ,, ,,,,,,,,,,, 
4010,5,0,,,, ,,, ,, ,,,,,,,,,,, 
4010,6,0,,,, ,,, ,, ,,,,,,,,,,, 
4010,7,0,,,, ,,, ,, ,,,,,,,,,,, 
4010,8,0,,,, ,,, ,, ,,,,,,,,,,, 
4010,9,0,,,, ,,, ,, ,,,,,,,,,,, 
4011,1,0,,,, ,,, ,, ,,,,,,,,,,, 
4011,2,0,,,, ,,, ,, ,,,,,,,,,,, 
4011,3,0,,,, ,,, ,, ,,,,,,,,,,, 
4011,4,0,,,, ,,, ,, ,,,,,,,,,,, 
4011,5,0,,,, ,,, ,, ,,,,,,,,,,, 
4011,6,0,,,, ,,, ,, ,,,,,,,,,,, 
4011,7,0,,,, ,,, ,, ,,,,,,,,,,, 
4011,8,0,,,, ,,, ,, ,,,,,,,,,,, 
4011,9,0,,,, ,,, ,, ,,,,,,,,,,, 
4012,1,1,1,1,35,DANFE,4,1, ,3, ,1,2,1,97,3,2,2,2,2,3, 
4012,2,0,,,, ,,, ,, ,,,,,,,,,,, 
4012,3,0,,,, ,,, ,, ,,,,,,,,,,, 
4012,4,0,,,, ,,, ,, ,,,,,,,,,,, 
4012,5,0,,,, ,,, ,, ,,,,,,,,,,, 
4012,6,0,,,, ,,, ,, ,,,,,,,,,,, 
4012,7,0,,,, ,,, ,, ,,,,,,,,,,, 
4012,8,0,,,, ,,, ,, ,,,,,,,,,,, 
4012,9,0,,,, ,,, ,, ,,,,,,,,,,, 
4013,1,0,,,, ,,, ,, ,,,,,,,,,,, 
4013,2,0,,,, ,,, ,, ,,,,,,,,,,, 
4013,3,0,,,, ,,, ,, ,,,,,,,,,,, 
4013,4,0,,,, ,,, ,, ,,,,,,,,,,, 
4013,5,0,,,, ,,, ,, ,,,,,,,,,,, 
4013,6,1,1,1,70,KEKEBA,2,5, ,3, ,1,1,2,1,3,1,1,1,1,3, 
4013,7,0,,,, ,,, ,, ,,,,,,,,,,, 
4013,8,0,,,, ,,, ,, ,,,,,,,,,,, 
4013,9,0,,,, ,,, ,, ,,,,,,,,,,, 
4014,1,1,1,1,100,KEKEBA,0,1, ,3, ,0,1,1,1,2,2,2,2,2,1, 
4014,2,0,,,, ,,, ,, ,,,,,,,,,,, 
4014,3,0,,,, ,,, ,, ,,,,,,,,,,, 
4014,4,0,,,, ,,, ,, ,,,,,,,,,,, 
4014,5,0,,,, ,,, ,, ,,,,,,,,,,, 
4014,6,0,,,, ,,, ,, ,,,,,,,,,,, 
4014,7,0,,,, ,,, ,, ,,,,,,,,,,, 
4014,8,0,,,, ,,, ,, ,,,,,,,,,,, 
4014,9,0,,,, ,,, ,, ,,,,,,,,,,, 
4015,1,1,1,1,100,KEKEBA,2,1, ,1, ,1,1,1,1,2,2,2,2,2,1, 
4015,2,0,,,, ,,, ,, ,,,,,,,,,,, 
4015,3,0,,,, ,,, ,, ,,,,,,,,,,, 
4015,4,0,,,, ,,, ,, ,,,,,,,,,,, 
4015,5,0,,,, ,,, ,, ,,,,,,,,,,, 
4015,6,0,,,, ,,, ,, ,,,,,,,,,,, 
4015,7,0,,,, ,,, ,, ,,,,,,,,,,, 
4015,8,0,,,, ,,, ,, ,,,,,,,,,,, 
4015,9,0,,,, ,,, ,, ,,,,,,,,,,, 
4016,1,1,1,1,150,KEKEBA,2,1, ,3, ,1,1,1,97,1,1,1,2,2,2, 
4016,2,0,,,, ,,, ,, ,,,,,,,,,,, 
4016,3,0,,,, ,,, ,, ,,,,,,,,,,, 
4016,4,0,,,, ,,, ,, ,,,,,,,,,,, 
4016,5,0,,,, ,,, ,, ,,,,,,,,,,, 
4016,6,0,,,, ,,, ,, ,,,,,,,,,,, 
4016,7,0,,,, ,,, ,, ,,,,,,,,,,, 
4016,8,0,,,, ,,, ,, ,,,,,,,,,,, 
4016,9,0,,,, ,,, ,, ,,,,,,,,,,, 
4017,1,1,1,1,167,kekeba,4,1, ,1, ,1,1,1,97,1,1,1,1,1,1, 
4017,2,0,,,, ,,, ,, ,,,,,,,,,,, 
4017,3,0,,,, ,,, ,, ,,,,,,,,,,, 
4017,4,0,,,, ,,, ,, ,,,,,,,,,,, 
4017,5,0,,,, ,,, ,, ,,,,,,,,,,, 
4017,6,0,,,, ,,, ,, ,,,,,,,,,,, 
4017,7,1,0,1,37,kekeba,2,3, ,1, ,0,1,3,5,,1,1,1,2,1, 
4017,8,0,,,, ,,, ,, ,,,,,,,,,,, 
4017,9,0,,,, ,,, ,, ,,,,,,,,,,, 
