HH_Id,Group_Memb_Yn,Group_Type,Group_Memb_Self,Group_Funcn_1,Group_Funcn_2_Othr,Group_Funcn_2,Group_Funcn_1_Othr,Group_Funcn_3,Group_Funcn_3_Othr,Group_Join_Yr,Group_Role,Group_Memb_Still,Group_Left_Rsn_1,Group_Left_OthrRsn_1,Group_Left_Rsn_2,Group_Left_OthrRsn_2,Group_Left_Rsn_3,Group_Left_OthrRsn_3
272,0,1,0,, ,, ,, ,,,,, ,, ,, 
272,0,2,0,, ,, ,, ,,,,, ,, ,, 
272,0,3,0,, ,, ,, ,,,,, ,, ,, 
272,0,4,0,, ,, ,, ,,,,, ,, ,, 
272,0,5,0,, ,, ,, ,,,,, ,, ,, 
272,0,6,0,, ,, ,, ,,,,, ,, ,, 
272,0,7,0,, ,, ,, ,,,,, ,, ,, 
272,0,8,0,, ,, ,, ,,,,, ,, ,, 
272,0,9,0,, ,, ,, ,,,,, ,, ,, 
272,0,10,0,, ,, ,, ,,,,, ,, ,, 
272,0,11,0,, ,, ,, ,,,,, ,, ,, 
272,0,12,1,6, ,99, ,, ,1988,3,1,, ,, ,, 
272,0,13,0,, ,, ,, ,,,,, ,, ,, 
272,0,14,0,, ,, ,, ,,,,, ,, ,, 
273,1,1,0,, ,, ,, ,,,,, ,, ,, 
273,1,2,0,, ,, ,, ,,,,, ,, ,, 
273,1,3,0,, ,, ,, ,,,,, ,, ,, 
273,1,4,0,, ,, ,, ,,,,, ,, ,, 
273,1,5,0,, ,, ,, ,,,,, ,, ,, 
273,1,6,0,, ,, ,, ,,,,, ,, ,, 
273,1,7,0,, ,, ,, ,,,,, ,, ,, 
273,1,8,0,, ,, ,, ,,,,, ,, ,, 
273,1,9,1,6, ,99, ,, ,1990,3,1,, ,, ,, 
273,1,10,0,, ,, ,, ,,,,, ,, ,, 
273,1,11,0,, ,, ,, ,,,,, ,, ,, 
273,1,12,0,, ,, ,, ,,,,, ,, ,, 
273,1,13,0,, ,, ,, ,,,,, ,, ,, 
273,1,14,0,, ,, ,, ,,,,, ,, ,, 
275,1,1,1,2, ,99, ,, ,1998,3,1,, ,, ,, 
275,1,2,0,, ,, ,, ,,,,, ,, ,, 
275,1,3,0,, ,, ,, ,,,,, ,, ,, 
275,1,4,0,, ,, ,, ,,,,, ,, ,, 
275,1,5,0,, ,, ,, ,,,,, ,, ,, 
275,1,6,0,, ,, ,, ,,,,, ,, ,, 
275,1,7,1,9, ,99, ,, ,1998,3,1,, ,, ,, 
275,1,8,0,, ,, ,, ,,,,, ,, ,, 
275,1,9,1,6, ,99, ,, ,1998,3,1,, ,, ,, 
275,1,10,0,, ,, ,, ,,,,, ,, ,, 
275,1,11,0,, ,, ,, ,,,,, ,, ,, 
275,1,12,1,6, ,99, ,, ,1998,3,1,, ,, ,, 
275,1,13,0,, ,, ,, ,,,,, ,, ,, 
275,1,14,0,, ,, ,, ,,,,, ,, ,, 
276,0,1,0,, ,, ,, ,,,,, ,, ,, 
276,0,2,0,, ,, ,, ,,,,, ,, ,, 
276,0,3,0,, ,, ,, ,,,,, ,, ,, 
276,0,4,0,, ,, ,, ,,,,, ,, ,, 
276,0,5,0,, ,, ,, ,,,,, ,, ,, 
276,0,6,0,, ,, ,, ,,,,, ,, ,, 
276,0,7,0,, ,, ,, ,,,,, ,, ,, 
276,0,8,0,, ,, ,, ,,,,, ,, ,, 
276,0,9,0,, ,, ,, ,,,,, ,, ,, 
276,0,10,0,, ,, ,, ,,,,, ,, ,, 
276,0,11,0,, ,, ,, ,,,,, ,, ,, 
276,0,12,1,6, ,99, ,, ,1990,3,1,, ,, ,, 
276,0,13,0,, ,, ,, ,,,,, ,, ,, 
276,0,14,0,, ,, ,, ,,,,, ,, ,, 
277,1,1,0,, ,, ,, ,,,,, ,, ,, 
277,1,2,0,, ,, ,, ,,,,, ,, ,, 
277,1,3,0,, ,, ,, ,,,,, ,, ,, 
277,1,4,0,, ,, ,, ,,,,, ,, ,, 
277,1,5,0,, ,, ,, ,,,,, ,, ,, 
277,1,6,0,, ,, ,, ,,,,, ,, ,, 
277,1,7,1,9, ,99, ,, ,1980,3,1,, ,, ,, 
277,1,8,0,, ,, ,, ,,,,, ,, ,, 
277,1,9,1,6, ,99, ,, ,1980,3,1,, ,, ,, 
277,1,10,0,, ,, ,, ,,,,, ,, ,, 
277,1,11,0,, ,, ,, ,,,,, ,, ,, 
277,1,12,1,6, ,99, ,, ,1980,3,1,, ,, ,, 
277,1,13,0,, ,, ,, ,,,,, ,, ,, 
277,1,14,0,, ,, ,, ,,,,, ,, ,, 
278,0,1,0,, ,, ,, ,,,,, ,, ,, 
278,0,2,0,, ,, ,, ,,,,, ,, ,, 
278,0,3,0,, ,, ,, ,,,,, ,, ,, 
278,0,4,1,2, ,99, ,, ,1998,3,1,, ,, ,, 
278,0,5,0,, ,, ,, ,,,,, ,, ,, 
278,0,6,0,, ,, ,, ,,,,, ,, ,, 
278,0,7,0,, ,, ,, ,,,,, ,, ,, 
278,0,8,0,, ,, ,, ,,,,, ,, ,, 
278,0,9,0,, ,, ,, ,,,,, ,, ,, 
278,0,10,0,, ,, ,, ,,,,, ,, ,, 
278,0,11,0,, ,, ,, ,,,,, ,, ,, 
278,0,12,1,6, ,99, ,, ,1995,3,1,, ,, ,, 
278,0,13,0,, ,, ,, ,,,,, ,, ,, 
278,0,14,0,, ,, ,, ,,,,, ,, ,, 
279,0,1,0,, ,, ,, ,,,,, ,, ,, 
279,0,2,0,, ,, ,, ,,,,, ,, ,, 
279,0,3,0,, ,, ,, ,,,,, ,, ,, 
279,0,4,1,2, ,99, ,, ,1990,3,1,, ,, ,, 
279,0,5,0,, ,, ,, ,,,,, ,, ,, 
279,0,6,0,, ,, ,, ,,,,, ,, ,, 
279,0,7,0,, ,, ,, ,,,,, ,, ,, 
279,0,8,0,, ,, ,, ,,,,, ,, ,, 
279,0,9,0,, ,, ,, ,,,,, ,, ,, 
279,0,10,0,, ,, ,, ,,,,, ,, ,, 
279,0,11,0,, ,, ,, ,,,,, ,, ,, 
279,0,12,1,6, ,99, ,, ,1990,3,1,, ,, ,, 
279,0,13,0,, ,, ,, ,,,,, ,, ,, 
279,0,14,0,, ,, ,, ,,,,, ,, ,, 
280,1,1,0,, ,, ,, ,,,,, ,, ,, 
280,1,2,0,, ,, ,, ,,,,, ,, ,, 
280,1,3,0,, ,, ,, ,,,,, ,, ,, 
280,1,4,0,, ,, ,, ,,,,, ,, ,, 
280,1,5,0,, ,, ,, ,,,,, ,, ,, 
280,1,6,0,, ,, ,, ,,,,, ,, ,, 
280,1,7,1,9, ,99, ,, ,1986,3,1,, ,, ,, 
280,1,8,0,, ,, ,, ,,,,, ,, ,, 
280,1,9,0,, ,, ,, ,,,,, ,, ,, 
280,1,10,0,, ,, ,, ,,,,, ,, ,, 
280,1,11,0,, ,, ,, ,,,,, ,, ,, 
280,1,12,1,6, ,10, ,99, ,1973,3,1,, ,, ,, 
280,1,13,0,, ,, ,, ,,,,, ,, ,, 
280,1,14,0,, ,, ,, ,,,,, ,, ,, 
281,1,1,0,, ,, ,, ,,,,, ,, ,, 
281,1,2,0,, ,, ,, ,,,,, ,, ,, 
281,1,3,0,, ,, ,, ,,,,, ,, ,, 
281,1,4,0,, ,, ,, ,,,,, ,, ,, 
281,1,5,0,, ,, ,, ,,,,, ,, ,, 
281,1,6,0,, ,, ,, ,,,,, ,, ,, 
281,1,7,0,, ,, ,, ,,,,, ,, ,, 
281,1,8,0,, ,, ,, ,,,,, ,, ,, 
281,1,9,0,, ,, ,, ,,,,, ,, ,, 
281,1,10,0,, ,, ,, ,,,,, ,, ,, 
281,1,11,0,, ,, ,, ,,,,, ,, ,, 
281,1,12,1,6, ,99, ,, ,1995,3,1,, ,, ,, 
281,1,13,0,, ,, ,, ,,,,, ,, ,, 
281,1,14,0,, ,, ,, ,,,,, ,, ,, 
282,1,1,0,, ,, ,, ,,,,, ,, ,, 
282,1,2,0,, ,, ,, ,,,,, ,, ,, 
282,1,3,0,, ,, ,, ,,,,, ,, ,, 
282,1,4,0,, ,, ,, ,,,,, ,, ,, 
282,1,5,0,, ,, ,, ,,,,, ,, ,, 
282,1,6,0,, ,, ,, ,,,,, ,, ,, 
282,1,7,1,9, ,99, ,, ,1974,3,1,, ,, ,, 
282,1,8,0,, ,, ,, ,,,,, ,, ,, 
282,1,9,0,, ,, ,, ,,,,, ,, ,, 
282,1,10,0,, ,, ,, ,,,,, ,, ,, 
282,1,11,0,, ,, ,, ,,,,, ,, ,, 
282,1,12,1,6, ,10, ,99, ,1962,3,1,, ,, ,, 
282,1,13,0,, ,, ,, ,,,,, ,, ,, 
282,1,14,0,, ,, ,, ,,,,, ,, ,, 
283,1,1,0,, ,, ,, ,,,,, ,, ,, 
283,1,2,0,, ,, ,, ,,,,, ,, ,, 
283,1,3,0,, ,, ,, ,,,,, ,, ,, 
283,1,4,0,, ,, ,, ,,,,, ,, ,, 
283,1,5,0,, ,, ,, ,,,,, ,, ,, 
283,1,6,0,, ,, ,, ,,,,, ,, ,, 
283,1,7,0,, ,, ,, ,,,,, ,, ,, 
283,1,8,0,, ,, ,, ,,,,, ,, ,, 
283,1,9,0,, ,, ,, ,,,,, ,, ,, 
283,1,10,0,, ,, ,, ,,,,, ,, ,, 
283,1,11,0,, ,, ,, ,,,,, ,, ,, 
283,1,12,1,6, ,99, ,, ,1995,3,1,, ,, ,, 
283,1,13,0,, ,, ,, ,,,,, ,, ,, 
283,1,14,0,, ,, ,, ,,,,, ,, ,, 
285,1,1,1,2, ,99, ,, ,2000,3,1,, ,, ,, 
285,1,2,0,, ,, ,, ,,,,, ,, ,, 
285,1,3,0,, ,, ,, ,,,,, ,, ,, 
285,1,4,0,, ,, ,, ,,,,, ,, ,, 
285,1,5,0,, ,, ,, ,,,,, ,, ,, 
285,1,6,0,, ,, ,, ,,,,, ,, ,, 
285,1,7,0,, ,, ,, ,,,,, ,, ,, 
285,1,8,0,, ,, ,, ,,,,, ,, ,, 
285,1,9,0,, ,, ,, ,,,,, ,, ,, 
285,1,10,0,, ,, ,, ,,,,, ,, ,, 
285,1,11,0,, ,, ,, ,,,,, ,, ,, 
285,1,12,1,6, ,99, ,, ,1990,3,1,, ,, ,, 
285,1,13,0,, ,, ,, ,,,,, ,, ,, 
285,1,14,0,, ,, ,, ,,,,, ,, ,, 
286,1,1,0,, ,, ,, ,,,,, ,, ,, 
286,1,2,0,, ,, ,, ,,,,, ,, ,, 
286,1,3,0,, ,, ,, ,,,,, ,, ,, 
286,1,4,0,, ,, ,, ,,,,, ,, ,, 
286,1,5,0,, ,, ,, ,,,,, ,, ,, 
286,1,6,0,, ,, ,, ,,,,, ,, ,, 
286,1,7,1,9, ,99, ,, ,1993,3,1,, ,, ,, 
286,1,8,0,, ,, ,, ,,,,, ,, ,, 
286,1,9,0,, ,, ,, ,,,,, ,, ,, 
286,1,10,0,, ,, ,, ,,,,, ,, ,, 
286,1,11,0,, ,, ,, ,,,,, ,, ,, 
286,1,12,1,6, ,10, ,99, ,1992,3,1,, ,, ,, 
286,1,13,0,, ,, ,, ,,,,, ,, ,, 
286,1,14,0,, ,, ,, ,,,,, ,, ,, 
287,0,1,0,, ,, ,, ,,,,, ,, ,, 
287,0,2,0,, ,, ,, ,,,,, ,, ,, 
287,0,3,0,, ,, ,, ,,,,, ,, ,, 
287,0,4,1,2, ,8, ,99, ,1990,3,1,, ,, ,, 
287,0,5,0,, ,, ,, ,,,,, ,, ,, 
287,0,6,0,, ,, ,, ,,,,, ,, ,, 
287,0,7,0,, ,, ,, ,,,,, ,, ,, 
287,0,8,0,, ,, ,, ,,,,, ,, ,, 
287,0,9,0,, ,, ,, ,,,,, ,, ,, 
287,0,10,0,, ,, ,, ,,,,, ,, ,, 
287,0,11,0,, ,, ,, ,,,,, ,, ,, 
287,0,12,1,6, ,99, ,, ,1990,3,1,, ,, ,, 
287,0,13,0,, ,, ,, ,,,,, ,, ,, 
287,0,14,0,, ,, ,, ,,,,, ,, ,, 
289,0,1,0,, ,, ,, ,,,,, ,, ,, 
289,0,2,0,, ,, ,, ,,,,, ,, ,, 
289,0,3,0,, ,, ,, ,,,,, ,, ,, 
289,0,4,1,2, ,8, ,99, ,1990,3,1,, ,, ,, 
289,0,5,0,, ,, ,, ,,,,, ,, ,, 
289,0,6,0,, ,, ,, ,,,,, ,, ,, 
289,0,7,0,, ,, ,, ,,,,, ,, ,, 
289,0,8,0,, ,, ,, ,,,,, ,, ,, 
289,0,9,0,, ,, ,, ,,,,, ,, ,, 
289,0,10,0,, ,, ,, ,,,,, ,, ,, 
289,0,11,0,, ,, ,, ,,,,, ,, ,, 
289,0,12,1,6, ,99, ,, ,1990,3,1,, ,, ,, 
289,0,13,0,, ,, ,, ,,,,, ,, ,, 
289,0,14,0,, ,, ,, ,,,,, ,, ,, 
290,0,1,0,, ,, ,, ,,,,, ,, ,, 
290,0,2,0,, ,, ,, ,,,,, ,, ,, 
290,0,3,0,, ,, ,, ,,,,, ,, ,, 
290,0,4,1,2, ,99, ,, ,1990,3,1,, ,, ,, 
290,0,5,0,, ,, ,, ,,,,, ,, ,, 
290,0,6,0,, ,, ,, ,,,,, ,, ,, 
290,0,7,0,, ,, ,, ,,,,, ,, ,, 
290,0,8,0,, ,, ,, ,,,,, ,, ,, 
290,0,9,0,, ,, ,, ,,,,, ,, ,, 
290,0,10,0,, ,, ,, ,,,,, ,, ,, 
290,0,11,0,, ,, ,, ,,,,, ,, ,, 
290,0,12,1,6, ,99, ,, ,1985,3,1,, ,, ,, 
290,0,13,0,, ,, ,, ,,,,, ,, ,, 
290,0,14,0,, ,, ,, ,,,,, ,, ,, 
292,0,1,0,, ,, ,, ,,,,, ,, ,, 
292,0,2,0,, ,, ,, ,,,,, ,, ,, 
292,0,3,0,, ,, ,, ,,,,, ,, ,, 
292,0,4,1,2, ,99, ,, ,2000,3,1,, ,, ,, 
292,0,5,0,, ,, ,, ,,,,, ,, ,, 
292,0,6,0,, ,, ,, ,,,,, ,, ,, 
292,0,7,0,, ,, ,, ,,,,, ,, ,, 
292,0,8,0,, ,, ,, ,,,,, ,, ,, 
292,0,9,0,, ,, ,, ,,,,, ,, ,, 
292,0,10,0,, ,, ,, ,,,,, ,, ,, 
292,0,11,0,, ,, ,, ,,,,, ,, ,, 
292,0,12,1,6, ,99, ,, ,2000,3,1,, ,, ,, 
292,0,13,0,, ,, ,, ,,,,, ,, ,, 
292,0,14,0,, ,, ,, ,,,,, ,, ,, 
293,1,1,1,2, ,99, ,, ,2000,3,1,, ,, ,, 
293,1,2,0,, ,, ,, ,,,,, ,, ,, 
293,1,3,0,, ,, ,, ,,,,, ,, ,, 
293,1,4,1,2, ,8, ,99, ,1990,3,1,, ,, ,, 
293,1,5,0,, ,, ,, ,,,,, ,, ,, 
293,1,6,0,, ,, ,, ,,,,, ,, ,, 
293,1,7,0,, ,, ,, ,,,,, ,, ,, 
293,1,8,0,, ,, ,, ,,,,, ,, ,, 
293,1,9,0,, ,, ,, ,,,,, ,, ,, 
293,1,10,0,, ,, ,, ,,,,, ,, ,, 
293,1,11,0,, ,, ,, ,,,,, ,, ,, 
293,1,12,1,6, ,99, ,, ,1990,3,1,, ,, ,, 
293,1,13,0,, ,, ,, ,,,,, ,, ,, 
293,1,14,0,, ,, ,, ,,,,, ,, ,, 
295,1,1,0,, ,, ,, ,,,,, ,, ,, 
295,1,2,0,, ,, ,, ,,,,, ,, ,, 
295,1,3,0,, ,, ,, ,,,,, ,, ,, 
295,1,4,0,, ,, ,, ,,,,, ,, ,, 
295,1,5,0,, ,, ,, ,,,,, ,, ,, 
295,1,6,0,, ,, ,, ,,,,, ,, ,, 
295,1,7,1,9, ,99, ,, ,2005,3,1,, ,, ,, 
295,1,8,0,, ,, ,, ,,,,, ,, ,, 
295,1,9,0,, ,, ,, ,,,,, ,, ,, 
295,1,10,0,, ,, ,, ,,,,, ,, ,, 
295,1,11,0,, ,, ,, ,,,,, ,, ,, 
295,1,12,0,, ,, ,, ,,,,, ,, ,, 
295,1,13,0,, ,, ,, ,,,,, ,, ,, 
295,1,14,0,, ,, ,, ,,,,, ,, ,, 
296,1,1,0,, ,, ,, ,,,,, ,, ,, 
296,1,2,0,, ,, ,, ,,,,, ,, ,, 
296,1,3,0,, ,, ,, ,,,,, ,, ,, 
296,1,4,0,, ,, ,, ,,,,, ,, ,, 
296,1,5,0,, ,, ,, ,,,,, ,, ,, 
296,1,6,0,, ,, ,, ,,,,, ,, ,, 
296,1,7,1,9, ,99, ,, ,1998,3,1,, ,, ,, 
296,1,8,0,, ,, ,, ,,,,, ,, ,, 
296,1,9,0,, ,, ,, ,,,,, ,, ,, 
296,1,10,0,, ,, ,, ,,,,, ,, ,, 
296,1,11,0,, ,, ,, ,,,,, ,, ,, 
296,1,12,1,6, ,10, ,99, ,2003,3,1,, ,, ,, 
296,1,13,0,, ,, ,, ,,,,, ,, ,, 
296,1,14,0,, ,, ,, ,,,,, ,, ,, 
297,1,1,0,, ,, ,, ,,,,, ,, ,, 
297,1,2,0,, ,, ,, ,,,,, ,, ,, 
297,1,3,0,, ,, ,, ,,,,, ,, ,, 
297,1,4,0,, ,, ,, ,,,,, ,, ,, 
297,1,5,0,, ,, ,, ,,,,, ,, ,, 
297,1,6,0,, ,, ,, ,,,,, ,, ,, 
297,1,7,1,9, ,99, ,, ,1983,3,1,, ,, ,, 
297,1,8,0,, ,, ,, ,,,,, ,, ,, 
297,1,9,0,, ,, ,, ,,,,, ,, ,, 
297,1,10,0,, ,, ,, ,,,,, ,, ,, 
297,1,11,0,, ,, ,, ,,,,, ,, ,, 
297,1,12,1,6, ,10, ,99, ,1985,3,1,, ,, ,, 
297,1,13,0,, ,, ,, ,,,,, ,, ,, 
297,1,14,0,, ,, ,, ,,,,, ,, ,, 
299,0,1,0,, ,, ,, ,,,,, ,, ,, 
299,0,2,0,, ,, ,, ,,,,, ,, ,, 
299,0,3,0,, ,, ,, ,,,,, ,, ,, 
299,0,4,0,, ,, ,, ,,,,, ,, ,, 
299,0,5,0,, ,, ,, ,,,,, ,, ,, 
299,0,6,0,, ,, ,, ,,,,, ,, ,, 
299,0,7,1,9, ,99, ,, ,2003,3,1,, ,, ,, 
299,0,8,0,, ,, ,, ,,,,, ,, ,, 
299,0,9,0,, ,, ,, ,,,,, ,, ,, 
299,0,10,0,, ,, ,, ,,,,, ,, ,, 
299,0,11,0,, ,, ,, ,,,,, ,, ,, 
299,0,12,1,6, ,5, ,99, ,2003,3,1,, ,, ,, 
299,0,13,0,, ,, ,, ,,,,, ,, ,, 
299,0,14,0,, ,, ,, ,,,,, ,, ,, 
301,1,1,0,, ,, ,, ,,,,, ,, ,, 
301,1,2,0,, ,, ,, ,,,,, ,, ,, 
301,1,3,0,, ,, ,, ,,,,, ,, ,, 
301,1,4,0,, ,, ,, ,,,,, ,, ,, 
301,1,5,1,5, ,99, ,, ,2002,3,1,, ,, ,, 
301,1,6,0,, ,, ,, ,,,,, ,, ,, 
301,1,7,1,9, ,99, ,, ,2005,3,1,, ,, ,, 
301,1,8,0,, ,, ,, ,,,,, ,, ,, 
301,1,9,0,, ,, ,, ,,,,, ,, ,, 
301,1,10,0,, ,, ,, ,,,,, ,, ,, 
301,1,11,0,, ,, ,, ,,,,, ,, ,, 
301,1,12,0,, ,, ,, ,,,,, ,, ,, 
301,1,13,0,, ,, ,, ,,,,, ,, ,, 
301,1,14,0,, ,, ,, ,,,,, ,, ,, 
302,1,1,0,, ,, ,, ,,,,, ,, ,, 
302,1,2,0,, ,, ,, ,,,,, ,, ,, 
302,1,3,0,, ,, ,, ,,,,, ,, ,, 
302,1,4,0,, ,, ,, ,,,,, ,, ,, 
302,1,5,0,, ,, ,, ,,,,, ,, ,, 
302,1,6,0,, ,, ,, ,,,,, ,, ,, 
302,1,7,1,9, ,99, ,, ,2000,3,1,, ,, ,, 
302,1,8,0,, ,, ,, ,,,,, ,, ,, 
302,1,9,0,, ,, ,, ,,,,, ,, ,, 
302,1,10,0,, ,, ,, ,,,,, ,, ,, 
302,1,11,0,, ,, ,, ,,,,, ,, ,, 
302,1,12,1,6, ,99, ,, ,2000,3,1,, ,, ,, 
302,1,13,0,, ,, ,, ,,,,, ,, ,, 
302,1,14,0,, ,, ,, ,,,,, ,, ,, 
303,1,1,0,, ,, ,, ,,,,, ,, ,, 
303,1,2,0,, ,, ,, ,,,,, ,, ,, 
303,1,3,0,, ,, ,, ,,,,, ,, ,, 
303,1,4,0,, ,, ,, ,,,,, ,, ,, 
303,1,5,0,, ,, ,, ,,,,, ,, ,, 
303,1,6,0,, ,, ,, ,,,,, ,, ,, 
303,1,7,1,9, ,99, ,, ,1980,3,1,, ,, ,, 
303,1,8,0,, ,, ,, ,,,,, ,, ,, 
303,1,9,0,, ,, ,, ,,,,, ,, ,, 
303,1,10,0,, ,, ,, ,,,,, ,, ,, 
303,1,11,0,, ,, ,, ,,,,, ,, ,, 
303,1,12,1,6, ,10, ,99, ,1982,3,1,, ,, ,, 
303,1,13,0,, ,, ,, ,,,,, ,, ,, 
303,1,14,0,, ,, ,, ,,,,, ,, ,, 
304,0,1,0,, ,, ,, ,,,,, ,, ,, 
304,0,2,0,, ,, ,, ,,,,, ,, ,, 
304,0,3,0,, ,, ,, ,,,,, ,, ,, 
304,0,4,0,, ,, ,, ,,,,, ,, ,, 
304,0,5,0,, ,, ,, ,,,,, ,, ,, 
304,0,6,0,, ,, ,, ,,,,, ,, ,, 
304,0,7,1,9, ,99, ,, ,1995,3,1,, ,, ,, 
304,0,8,0,, ,, ,, ,,,,, ,, ,, 
304,0,9,1,6, ,99, ,, ,1995,3,1,, ,, ,, 
304,0,10,0,, ,, ,, ,,,,, ,, ,, 
304,0,11,0,, ,, ,, ,,,,, ,, ,, 
304,0,12,1,5, ,6, ,99, ,1995,3,1,, ,, ,, 
304,0,13,0,, ,, ,, ,,,,, ,, ,, 
304,0,14,0,, ,, ,, ,,,,, ,, ,, 
305,0,1,0,, ,, ,, ,,,,, ,, ,, 
305,0,2,0,, ,, ,, ,,,,, ,, ,, 
305,0,3,0,, ,, ,, ,,,,, ,, ,, 
305,0,4,0,, ,, ,, ,,,,, ,, ,, 
305,0,5,0,, ,, ,, ,,,,, ,, ,, 
305,0,6,0,, ,, ,, ,,,,, ,, ,, 
305,0,7,1,9, ,99, ,, ,1972,3,1,, ,, ,, 
305,0,8,0,, ,, ,, ,,,,, ,, ,, 
305,0,9,1,6, ,99, ,, ,1972,3,1,, ,, ,, 
305,0,10,0,, ,, ,, ,,,,, ,, ,, 
305,0,11,0,, ,, ,, ,,,,, ,, ,, 
305,0,12,1,5, ,6, ,99, ,1972,3,1,, ,, ,, 
305,0,13,0,, ,, ,, ,,,,, ,, ,, 
305,0,14,0,, ,, ,, ,,,,, ,, ,, 
307,1,1,0,, ,, ,, ,,,,, ,, ,, 
307,1,2,0,, ,, ,, ,,,,, ,, ,, 
307,1,3,0,, ,, ,, ,,,,, ,, ,, 
307,1,4,0,, ,, ,, ,,,,, ,, ,, 
307,1,5,0,, ,, ,, ,,,,, ,, ,, 
307,1,6,0,, ,, ,, ,,,,, ,, ,, 
307,1,7,1,9, ,99, ,, ,1996,3,1,, ,, ,, 
307,1,8,0,, ,, ,, ,,,,, ,, ,, 
307,1,9,0,, ,, ,, ,,,,, ,, ,, 
307,1,10,0,, ,, ,, ,,,,, ,, ,, 
307,1,11,0,, ,, ,, ,,,,, ,, ,, 
307,1,12,1,6, ,10, ,99, ,1999,3,1,, ,, ,, 
307,1,13,0,, ,, ,, ,,,,, ,, ,, 
307,1,14,0,, ,, ,, ,,,,, ,, ,, 
308,1,1,0,, ,, ,, ,,,,, ,, ,, 
308,1,2,0,, ,, ,, ,,,,, ,, ,, 
308,1,3,0,, ,, ,, ,,,,, ,, ,, 
308,1,4,0,, ,, ,, ,,,,, ,, ,, 
308,1,5,1,5, ,99, ,, ,2004,3,1,, ,, ,, 
308,1,6,0,, ,, ,, ,,,,, ,, ,, 
308,1,7,1,9, ,99, ,, ,1999,3,1,, ,, ,, 
308,1,8,0,, ,, ,, ,,,,, ,, ,, 
308,1,9,0,, ,, ,, ,,,,, ,, ,, 
308,1,10,0,, ,, ,, ,,,,, ,, ,, 
308,1,11,0,, ,, ,, ,,,,, ,, ,, 
308,1,12,0,, ,, ,, ,,,,, ,, ,, 
308,1,13,0,, ,, ,, ,,,,, ,, ,, 
308,1,14,0,, ,, ,, ,,,,, ,, ,, 
309,1,1,0,, ,, ,, ,,,,, ,, ,, 
309,1,2,0,, ,, ,, ,,,,, ,, ,, 
309,1,3,0,, ,, ,, ,,,,, ,, ,, 
309,1,4,0,, ,, ,, ,,,,, ,, ,, 
309,1,5,0,, ,, ,, ,,,,, ,, ,, 
309,1,6,0,, ,, ,, ,,,,, ,, ,, 
309,1,7,1,9, ,99, ,, ,1988,3,1,, ,, ,, 
309,1,8,0,, ,, ,, ,,,,, ,, ,, 
309,1,9,0,, ,, ,, ,,,,, ,, ,, 
309,1,10,0,, ,, ,, ,,,,, ,, ,, 
309,1,11,0,, ,, ,, ,,,,, ,, ,, 
309,1,12,1,6, ,10, ,99, ,2000,3,1,, ,, ,, 
309,1,13,0,, ,, ,, ,,,,, ,, ,, 
309,1,14,0,, ,, ,, ,,,,, ,, ,, 
310,1,1,0,, ,, ,, ,,,,, ,, ,, 
310,1,2,0,, ,, ,, ,,,,, ,, ,, 
310,1,3,0,, ,, ,, ,,,,, ,, ,, 
310,1,4,0,, ,, ,, ,,,,, ,, ,, 
310,1,5,0,, ,, ,, ,,,,, ,, ,, 
310,1,6,0,, ,, ,, ,,,,, ,, ,, 
310,1,7,1,9, ,99, ,, ,2003,3,1,, ,, ,, 
310,1,8,0,, ,, ,, ,,,,, ,, ,, 
310,1,9,0,, ,, ,, ,,,,, ,, ,, 
310,1,10,0,, ,, ,, ,,,,, ,, ,, 
310,1,11,0,, ,, ,, ,,,,, ,, ,, 
310,1,12,0,, ,, ,, ,,,,, ,, ,, 
310,1,13,0,, ,, ,, ,,,,, ,, ,, 
310,1,14,0,, ,, ,, ,,,,, ,, ,, 
311,0,1,0,, ,, ,, ,,,,, ,, ,, 
311,0,2,0,, ,, ,, ,,,,, ,, ,, 
311,0,3,0,, ,, ,, ,,,,, ,, ,, 
311,0,4,0,, ,, ,, ,,,,, ,, ,, 
311,0,5,0,, ,, ,, ,,,,, ,, ,, 
311,0,6,0,, ,, ,, ,,,,, ,, ,, 
311,0,7,1,9, ,99, ,, ,1975,3,1,, ,, ,, 
311,0,8,0,, ,, ,, ,,,,, ,, ,, 
311,0,9,1,6, ,99, ,, ,1975,3,1,, ,, ,, 
311,0,10,0,, ,, ,, ,,,,, ,, ,, 
311,0,11,0,, ,, ,, ,,,,, ,, ,, 
311,0,12,1,5, ,6, ,99, ,1975,3,1,, ,, ,, 
311,0,13,0,, ,, ,, ,,,,, ,, ,, 
311,0,14,0,, ,, ,, ,,,,, ,, ,, 
490,0,1,0,, ,, ,, ,,,,, ,, ,, 
490,0,2,0,, ,, ,, ,,,,, ,, ,, 
490,0,3,0,, ,, ,, ,,,,, ,, ,, 
490,0,4,0,, ,, ,, ,,,,, ,, ,, 
490,0,5,0,, ,, ,, ,,,,, ,, ,, 
490,0,6,0,, ,, ,, ,,,,, ,, ,, 
490,0,7,1,9, ,6, ,99, ,1985,3,1,, ,, ,, 
490,0,8,0,, ,, ,, ,,,,, ,, ,, 
490,0,9,1,6, ,99, ,, ,1990,3,1,, ,, ,, 
490,0,10,0,, ,, ,, ,,,,, ,, ,, 
490,0,11,0,, ,, ,, ,,,,, ,, ,, 
490,0,12,1,6, ,99, ,, ,1990,3,1,, ,, ,, 
