HH_Id,SocioEconomic_Intro,Module_Resp,Next_Season_Plan,Wheat_Area_Change ,WArea_Change_CovidEff,Wheat_Replace_Crop,Wheat_Replace_OthrCrop,Wheat_ReplaceBy_Crop,Wheat_ReplaceBy_OthrCrop,Wheat_Cult_NextSeason_Yn,Wheat_Area_Change_Rsn ,Wheat_Area_Change_OthrRsn ,WheatSeed_Qnt_Change,Increse_Input_Yn,Increse_Input_Rsn,Increse_Input_OthrRsn,Wheat_Constraints,WConstraints_SeedAvlblty,WConstraints_SeedPrice,WConstraints_SeedQlty,WConstraints_SeedCredit,WConstraints_FertAvlblty,WConstraints_FertPrice,WConstraints_FertCredit,WConstraints_QltyChemFert,WConstraints_HumanLabour,WConstraints_WageRate,WConstraints_SkilledLabour,WConstraints_AvlbltyChemHerb,WConstraints_HerbicidePrice,WConstraints_HerbicideCredit,WConstraints_QltyHerbicide,WConstraints_OutputMrkt,WConstraints_AccessInfo,WConstraints_GrainPrice,WConstraints_AvlbltyFamLab,WConstraints_Drought,WConstraints_Flood,WConstraints_Heat,WConstraints_Pest,WConstraints_Disease,WConstraints_SoilFert,WConstraint_Rank,WConstraint_Rank1,WConstraint_Rank2,WConstraint_Rank3
1926,1,2,1,1,0,19, ,, ,,99,ceop rotation,1,,99,increasing of wheat caltivatio,ABDF,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABD,A,B,D
1930,1,2,1,3,,, ,, ,,, ,1,,4, ,ABN,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ABN,A,B,N
1931,1,2,1,3,,, ,, ,,, ,0,0,, ,ABEF,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
1932,1,2,1,1,0,19, ,, ,,10, ,1,,13, ,ABEFMXY,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,FXY,F,X,Y
1933,1,2,1,1,0,19, ,, ,,10, ,1,,13, ,AEFMY,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,FMY,F,M,Y
1934,1,2,1,3,,, ,, ,,, ,2,,, ,ABF,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,B, , 
1935,1,2,1,3,,, ,, ,,, ,2,,, ,ABE,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,B, , 
1936,1,1,1,3,,, ,, ,,, ,0,1,, ,ABFJ,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
1938,1,2,1,4,,, ,, ,,, ,2,,, ,ABEFGILM,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,AEF,A,E,F
1942,1,1,1,3,,, ,, ,,, ,0,1,, ,BEG,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEG,B,E,G
1944,1,2,1,3,,, ,, ,,, ,0,1,, ,BFMOY,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,FMY,F,M,Y
1945,1,2,1,3,,, ,, ,,, ,1,,2, ,B,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,B, , 
1947,1,2,1,4,,, ,, ,,, ,2,,, ,EFY,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,EFY,E,F,Y
1949,1,2,1,2,0,, ,19, ,0,13, ,0,1,, ,BEFTY,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,BFY,B,F,Y
1950,1,1,1,1,0,3, ,, ,,8, ,0,0,, ,BEG,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEG,B,E,G
1951,1,2,1,2,0,, ,6, ,1,1, ,2,,, ,ABDE,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABE,A,B,E
1952,1,2,1,1,0,19, ,, ,,13, ,1,,6, ,BCFJ,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCF,B,C,F
1953,1,2,1,3,,, ,, ,,, ,0,0,, ,CEFTY,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,CFY,C,F,Y
1954,1,2,1,1,0,19, ,, ,,1, ,1,,13, ,ABCEFMY,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,EFY,E,F,Y
1955,1,1,1,1,0,0, ,, ,,1, ,1,,13, ,ABCEFMY,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,AEY,A,E,Y
1957,1,2,1,3,,, ,, ,,, ,0,1,, ,BEX,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,X,X, , 
1960,1,2,1,3,,, ,, ,,, ,0,0,, ,BEF,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEF,B,E,F
1961,1,2,1,3,,, ,, ,,, ,0,1,, ,ABCDEFGHI,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABD,A,B,D
1962,1,2,1,2,0,, ,99,barley,0,1, ,1,,1, ,ABEF,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEF,B,E,F
1963,1,2,1,1,0,19, ,, ,,1, ,1,,13, ,ABCEFMY,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,EFY,E,F,Y
1965,1,2,1,2,0,, ,0, ,0,1, ,0,0,, ,EFG,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFG,E,F,G
1966,1,1,1,3,,, ,, ,,, ,2,,, ,ABCDEFGH,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AFG,A,F,G
1967,1,2,1,3,,, ,, ,,, ,0,0,, ,ABCEFMXY,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,FXY,F,X,Y
1968,1,2,1,3,,, ,, ,,, ,0,0,, ,BEF,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEF,B,E,F
1969,1,2,1,1,0,2, ,, ,,1, ,1,,1, ,ABEF,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABE,A,B,E
1975,1,1,1,2,0,, ,19, ,0,1, ,1,,1, ,ABEFWX,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,ABE,A,B,E
1976,1,2,1,3,,, ,, ,,, ,0,1,, ,ABEFMY,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,AFY,A,F,Y
1978,1,2,1,3,,, ,, ,,, ,0,1,, ,ACH,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACH,A,C,H
1980,1,2,1,1,0,19, ,, ,,1, ,1,,8, ,BCEFY,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CFY,C,F,Y
1991,1,2,1,3,,, ,, ,,, ,0,0,, ,ADEFG,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEF,D,E,F
1992,1,1,1,3,,, ,, ,,, ,0,0,, ,BEFX,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,BEF,B,E,F
1993,1,2,1,3,,, ,, ,,, ,0,0,, ,ABCEFGSY,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,BEF,B,E,F
1994,1,2,1,1,0,19, ,, ,,2, ,1,,2, ,AHMX,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,AHX,A,H,X
1995,1,2,1,3,,, ,, ,,, ,0,0,, ,ABD,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABD,A,B,D
1996,1,2,1,1,0,97, ,, ,,2, ,1,,2, ,BEF,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,E, , 
1997,1,2,1,1,0,19, ,, ,,1, ,2,,, ,ABCEF,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AEF,A,E,F
1999,1,2,1,3,,, ,, ,,, ,0,1,, ,ABCDEF,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEF,B,E,F
2000,1,2,1,1,0,19, ,, ,,1, ,1,,13, ,ABDEFLMY,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,AFL,A,F,L
2020,1,2,1,1,0,19, ,, ,,1, ,1,,1, ,ABDEFH,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABD,A,B,D
2021,1,2,1,3,,, ,, ,,, ,0,0,, ,ABEFMY,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,AEF,A,E,F
2023,1,2,1,3,,, ,, ,,, ,1,,13, ,EFGY,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,EFG,E,F,G
2025,1,2,1,1,0,19, ,, ,,1, ,1,,13, ,ABEF,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEF,B,E,F
2026,1,2,1,3,,, ,, ,,, ,0,0,, ,EFL,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,E,E, , 
2027,1,2,1,3,,, ,, ,,, ,0,0,, ,AEFH,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AEF,A,E,F
2031,1,2,1,3,,, ,, ,,, ,0,0,, ,EFQ,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,E,E, , 
2032,1,2,1,3,,, ,, ,,, ,0,0,, ,CEF,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,E, , 
2033,1,2,1,3,,, ,, ,,, ,0,1,, ,ABCDEF,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABC,A,B,C
2085,1,2,1,1,0,6, ,, ,,8, ,2,,, ,ABFG,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
2086,1,2,1,3,,, ,, ,,, ,2,,, ,ABE,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,B, , 
2088,1,2,1,1,0,19, ,, ,,2, ,2,,, ,BEF,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,E, , 
2089,1,2,1,1,0,19, ,, ,,13, ,1,,13, ,EFMY,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,FMY,F,M,Y
2093,1,2,1,1,0,19, ,, ,,1, ,1,,13, ,EFMY,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,EFY,E,F,Y
2094,1,1,1,1,0,19, ,, ,,13, ,1,,1, ,EFY,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,EFY,E,F,Y
2095,1,2,1,3,,, ,, ,,, ,0,1,, ,EFG,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFG,E,F,G
2096,1,2,1,3,,, ,, ,,, ,0,0,, ,EFG,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFG,E,F,G
2097,1,2,1,3,,, ,, ,,, ,0,0,, ,AEFY,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,AEF,A,E,F
2098,1,2,1,3,,, ,, ,,, ,0,0,, ,ABCE,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABE,A,B,E
2099,1,2,1,4,,, ,, ,,, ,2,,, ,ABCDEFGHI,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACE,A,C,E
4001,1,2,1,3,,, ,, ,,, ,0,0,, ,EFHJ,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFH,E,F,H
4002,1,2,1,3,,, ,, ,,, ,2,,, ,B,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,B, , 
4003,1,2,1,3,,, ,, ,,, ,2,,, ,BDEG,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BDG,B,D,G
4004,1,2,1,4,,, ,, ,,, ,0,0,, ,ABCEF,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABC,A,B,C
4005,1,2,1,3,,, ,, ,,, ,2,,, ,EFM,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,EFM,E,F,M
4006,1,2,1,1,0,19, ,, ,,13, ,1,,13, ,AEFMY,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,AFY,A,F,Y
4007,1,2,1,3,,, ,, ,,, ,1,,6, ,AEG,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AEG,A,E,G
4008,1,2,1,2,0,, ,19, ,1,1, ,0,1,, ,ABCEF,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEF,B,E,F
4009,1,2,1,4,,, ,, ,,, ,0,0,, ,ADEFHL,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,AEL,A,E,L
4010,1,2,1,2,0,, ,19, ,1,1, ,0,1,, ,ABEFG,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AEF,A,E,F
4011,1,2,1,3,,, ,, ,,, ,0,0,, ,AEI,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AEI,A,E,I
4012,1,2,1,3,,, ,, ,,, ,0,1,, ,ABEI,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABE,A,B,E
4013,1,2,1,2,0,, ,19, ,0,10, ,2,,, ,ABC,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABC,A,B,C
4014,1,2,1,3,,, ,, ,,, ,0,0,, ,BEF,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,E, , 
4015,1,2,1,3,,, ,, ,,, ,1,,2, ,BEF,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,E, , 
4016,1,2,1,3,,, ,, ,,, ,0,0,, ,ABEFG,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFG,E,F,G
4017,1,2,1,1,0,19, ,, ,,2, ,1,,2, ,BDEG,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BDE,B,D,E
4018,1,2,1,3,,, ,, ,,, ,1,,2, ,BEF,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,E, , 
4019,1,2,1,1,0,19, ,, ,,11, ,0,1,, ,ABEFMX,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,EFM,E,F,M
4020,1,2,1,1,0,19, ,, ,,13, ,1,,8, ,BEFMWY,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,BFW,B,F,W
4021,1,1,1,3,,, ,, ,,, ,1,,2, ,BEF,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,E, , 
4022,1,2,1,2,0,, ,0, ,0,1, ,0,1,, ,ABCDEFGH,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFG,E,F,G
4023,1,2,1,3,,, ,, ,,, ,0,1,, ,CTY,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,CTY,C,T,Y
4024,1,2,1,3,,, ,, ,,, ,1,,2, ,ABD,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABD,A,B,D
4025,1,2,1,3,,, ,, ,,, ,0,0,, ,ABE,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,B, , 
4026,1,1,1,3,,, ,, ,,, ,0,1,, ,BEF,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,B, , 
4027,1,2,1,1,0,2, ,, ,,1, ,1,,1, ,ABDF,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABD,A,B,D
4028,1,2,1,3,,, ,, ,,, ,2,,, ,ABCDEFGH,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AFG,A,F,G
4029,1,2,1,3,,, ,, ,,, ,0,1,, ,BEF,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,E, , 
4030,1,2,1,1,0,6, ,, ,,8, ,0,1,, ,ABCDEFGH,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACF,A,C,F
4031,1,2,1,2,0,, ,19, ,0,1, ,1,,1, ,BEFWX,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,EFW,E,F,W
4032,1,2,1,3,,, ,, ,,, ,0,1,, ,EFX,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,E,E, , 
4033,1,2,1,3,,, ,, ,,, ,1,,6, ,BEF,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,E, , 
4034,1,2,1,2,0,, ,99,barley,0,1, ,1,,1, ,ABEF,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEF,B,E,F
4035,1,2,1,3,,, ,, ,,, ,0,1,, ,ABCDEFGH,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AEF,A,E,F
4036,1,1,1,3,,, ,, ,,, ,0,1,, ,EFMY,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,FMY,F,M,Y
4037,1,2,1,3,,, ,, ,,, ,0,0,, ,BEX,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,X,X, , 
4038,1,1,1,3,,, ,, ,,, ,0,0,, ,ABEF,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEF,B,E,F
4039,1,2,1,1,0,5, ,, ,,1, ,1,,8, ,ABEFY,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,EFY,E,F,Y
4040,1,2,1,3,,, ,, ,,, ,0,1,, ,ABCDEFGI,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEF,B,E,F
4041,1,2,1,3,,, ,, ,,, ,1,,1, ,ACEG,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACE,A,C,E
4042,1,2,1,1,0,2, ,, ,,1, ,1,,1, ,ABCEG,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABC,A,B,C
4043,1,2,1,3,,, ,, ,,, ,0,1,, ,FVX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,X,X, , 
4044,1,2,1,1,0,2, ,, ,,11, ,1,,8, ,ABCDEFX,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,AFX,A,F,X
4045,1,2,1,1,0,5, ,, ,,13, ,1,,8, ,ABEFMWX,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,AFW,A,F,W
4046,1,2,1,2,0,, ,99,chick pea,0,1, ,1,,1, ,BEFX,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,EFX,E,F,X
4047,1,2,1,3,,, ,, ,,, ,0,0,, ,BEFH,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEF,B,E,F
4048,1,2,1,3,,, ,, ,,, ,1,,1, ,ABCDEFGH,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEF,D,E,F
98,1,2,1,4,,, ,, ,,, ,0,0,, ,BDEFG,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEF,D,E,F
99,1,2,1,3,,, ,, ,,, ,2,,, ,ABFGH,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
100,1,2,1,1,0,0, ,, ,,13, ,0,0,, ,ADEFG,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEF,D,E,F
101,1,2,1,3,,, ,, ,,, ,0,0,, ,ABDFG,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABD,A,B,D
102,1,2,1,4,,, ,, ,,, ,0,0,, ,ABCDF,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABC,A,B,C
103,1,2,1,3,,, ,, ,,, ,0,0,, ,ABEFG,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFG,E,F,G
260,1,2,1,1,0,0, ,, ,,13, ,2,,, ,AEFLM,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,AEL,A,E,L
261,1,2,1,1,0,19, ,, ,,99,BECAUSE THE PREVIOUS TEFF,1,,2, ,ABDEF,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABE,A,B,E
262,1,1,1,1,0,0, ,, ,,13, ,0,1,, ,ABELW,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,ABE,A,B,E
263,1,2,1,3,,, ,, ,,, ,0,1,, ,ABCDE,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABC,A,B,C
264,1,2,1,3,,, ,, ,,, ,0,0,, ,ABDFY,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ABY,A,B,Y
266,1,2,1,4,,, ,, ,,, ,2,,, ,ABDEF,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABD,A,B,D
267,1,2,1,4,,, ,, ,,, ,2,,, ,ABCEF,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABC,A,B,C
269,1,2,1,3,,, ,, ,,, ,0,0,, ,ABF,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
270,1,2,1,3,,, ,, ,,, ,0,0,, ,ABEF,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABE,A,B,E
271,1,2,1,1,0,19, ,, ,,13, ,1,,4, ,ABCDE,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABE,A,B,E
272,1,2,1,1,0,19, ,, ,,99,TEFF CAN BE REPLACED BY WHEAT,1,,99,THE PLOT IS LARGER THAN PREVIO,AB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AB,A,B, 
273,1,2,1,3,,, ,, ,,, ,0,0,, ,BCEF,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEF,B,E,F
275,1,2,1,3,,, ,, ,,, ,2,,, ,ABEGL,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,AGL,A,G,L
276,1,2,1,4,,, ,, ,,, ,2,,, ,ABCEF,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEF,B,E,F
277,1,1,1,3,,, ,, ,,, ,0,0,, ,ABCEF,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
278,1,2,1,3,,, ,, ,,, ,0,0,, ,BEF,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEF,B,E,F
279,1,2,1,3,,, ,, ,,, ,0,0,, ,BEF,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEF,B,E,F
280,1,2,1,2,0,, ,19, ,0,3, ,0,1,, ,ABDEFGJMNY,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,AFJ,A,F,J
281,1,2,1,3,,, ,, ,,, ,0,0,, ,ABFL,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
282,1,2,1,3,,, ,, ,,, ,0,0,, ,ABDEFY,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ABF,A,B,F
283,1,2,1,3,,, ,, ,,, ,0,0,, ,ABCFG,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
285,1,2,1,3,,, ,, ,,, ,0,0,, ,BEF,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEF,B,E,F
